form,kind,meaning,name,original,rating,sex,source
form,English,"""bluish""",LIVY,"Latin Livius","possibly meaning",male,Roman
"short form",English,"""noble and ready""",LON,Alonso,meaning,male,Spanish
form,Pet,"""noble and ready""",LONNIE,Alonzo,meaning,male,English
spelling,Variant,"""noble and ready""",LONNY,Lonnie,meaning,male,English
spelling,Variant,"""of Laurentum""",LOREN,"unisex Lauren",meaning,male,English
spelling,Variant,"""of Laurentum""",LORIN,"unisex Loren",meaning,male,English
spelling,Variant,"""of Laurentum""",LORRIN,Lorin,meaning,male,English
form,Pet,"""famous warrior""",LOUIE,Louis,meaning,male,French
form,"Middle French","""famous warrior""",LOUIS,"French Loois",meaning,male,Old
spelling,Variant,"""little wolf""",LOVEL,Lovell,meaning,male,English
spelling,Variant,"""gray-haired""",LOYD,Lloyd,meaning,male,Welsh
form,Contracted,"""from Lucania,"" a region of southern Italy. Lucania probably comes from the word lux, meaning ""light""",LUCAS,Lucanus,meaning,male,Latin
form,Pet,"""from Lucania."" In some cases it may come directly from the vocabulary word, meaning simply ""lucky""",LUCKY,Luke,meaning,male,English
form,Anglicized,"""from Lucania,"" a region of southern Italy. Lucania probably comes from the word lux, meaning ""light""",LUKE,"Loukas (Latin Lucas)",meaning,male,Greek
spelling,Variant,"""cotton/flax settlement""",LYNTON,Linton,meaning,male,English
form,Latin,"""freer; liberator""",LYSANDER,Lysandros,meaning,male,Greek
form,Anglicized,"""to press, to squeeze,"" i.e. ""oppression""",MAACHAH,"unisex Maakah",meaning,male,Hebrew
spelling,Variant,"""gift of God""",MACIE,"unisex Macey",meaning,male,English
spelling,Variant,"""gift of God""",MACY,"unisex Macey",meaning,male,English
form,Anglicized,"""middle"" or ""middle land""",MADAI,Maday,meaning,male,Hebrew
spelling,Variant,"""son of Madde""",MADDISON,"unisex Madison",meaning,male,English
spelling,Variant,"""disease""",MAHALA,"unisex Mahalah",meaning,male,English
spelling,Variant,"""disease""",MAHALAH,"unisex Mahlah",meaning,male,English
form,Anglicized,"""sick""",MAHALI,Machliy,meaning,male,Hebrew
form,Anglicized,"""disease""",MAHLAH,"unisex Machlah",meaning,male,Hebrew
form,Anglicized,"""sick""",MAHLI,Machliy,meaning,male,Hebrew
form,Anglicized,"""sick""",MAHLON,Machlown,meaning,male,Hebrew
form,Anglicized,"""bear calf""",MAHON,"Gaelic Mathúin",meaning,male,Irish
form,Anglicized,"""angel, messenger""",MALACH,"unisex Malak",meaning,male,Hebrew
spelling,Variant,"""my messenger""",MALACHAI,Malachi,meaning,male,English
form,Anglicized,"""my messenger""",MALACHI,Malakiy,meaning,male,Hebrew
spelling,Variant,"""my messenger.""Anglicized form of Irish Gaelic Maoileachlainn ""devotee of Seachlainn,"" altered to coincide with Hebrew Malakiy (""my messenger""",MALACHY,Malachi,meaning,male,English
form,Anglicized,"""devotee of St Columb""",MALCOLM,"Gaelic Mael Coluim",meaning,male,Scottish
spelling,Variant,"""devotee of St Columba""",MALCOM,Malcolm,meaning,male,English
form,Anglicized,"""causing to forget"" or ""one who forgets""",MANASSEH,Menashsheh,meaning,male,Hebrew
form,Anglicized,"""little monk""",MANNIX,"Gaelic Mainchín",meaning,male,Irish
form,Pet,"""God is with us""",MANNY,Immanuel,meaning,male,English
form,Anglicized,"""horse."" In Arthurian legend, this is the name of a king of Cornwall.English form of French Marc, from Latin Marcus, meaning ""defense"" or ""of the sea""",MARK,March,meaning,male,Welsh
form,Pet,"""defense"" or ""of the sea""",MARKO,Mark,meaning,male,English
form,English,"""defense"" or ""of the sea""",MARKUS,Marcus,meaning,male,Latin
spelling,Variant,"""little one of the sea""",MARLEN,"Marlon, probably",meaning,male,English
spelling,Variant,"""sea fort.""Variant spelling of English Marlon, probably meaning ""little one of the sea""",MARLIN,Merlin,meaning,male,English
form,Anglicized,"""devotee of Maedóc""",MARMADUKE,"Irish Mael-Maedóc",meaning,male,Old
spelling,Variant,"""governor of a border country""",MARQUISE,Marquis,meaning,male,English
spelling,Variant,"""keeper of horses"" or ""shoeing smith""",MARSHAL,Marshall,"meaning either",male,English
form,English,"""of/like Mars""",MARTIAL,"Latin Martialis",meaning,male,Roman
form,Pet,"""of/like Mars""",MARTIE,Martin,meaning,male,English
form,English,"""of/like Mars""",MARTIN,"Latin Martinus",meaning,male,Roman
form,Pet,"""of/like Mars""",MARTY,Martin,meaning,male,English
spelling,Variant,"""marrow-eminent""",MARVIN,Mervin,meaning,male,English
spelling,Variant,"""marrow-eminent""",MARVYN,Marvin,meaning,male,English
spelling,Variant,"""gift of God""",MAT,Matt,meaning,male,English
spelling,Variant,"""gift of God""",MATANIA,Mattaniah,meaning,male,English
spelling,Variant,"""gift of God""",MATHEW,Matthew,meaning,male,English
spelling,Variant,"""gift of God""",MATHIAS,Matthias,meaning,male,English
form,Short,"""gift of God""",MATT,Matthew,meaning,male,English
form,Anglicized,"""gift of God""",MATTANIAH,Mattanyah,meaning,male,Hebrew
form,Anglicized,"""gift of God""",MATTATHIAH,Mattathias,meaning,male,Greek
form,English,"""gift of God""",MATTHEW,Mathieu,meaning,male,French
form,Anglicized,"""gift of God""",MATTHIAS,Maththias,meaning,male,Greek
form,Pet,"""gift of God""",MATTIE,Matthew,meaning,male,English
form,Anglicized,"""gift of God""",MATTITHIAH,Mattithyah,meaning,male,Hebrew
spelling,Variant,"""gift of God""",MATTY,Mattie,meaning,male,English
form,Contracted,"""dark-skinned; Moor""",MAURICE,"Latin Mauricius",meaning,male,Roman
form,Short,"""the greatest rival""",MAXIMILIAN,Maximilianus,meaning,male,Latin
spelling,Variant,"""strong and hardy""",MAYNERD,Maynard,meaning,male,English
spelling,Variant,"""stone-worker""",MAYSON,Mason,meaning,male,English
spelling,Variant,"""comely, finely made""",MCKENZIE,"unisex Mackenzie",meaning,male,English
spelling,Variant,"""lives by a meadow""",MEADE,"unisex Mead",meaning,male,English
form,Anglicized,"""love""",MEDAD,Meydad,meaning,male,Hebrew
spelling,Variant,"""lives by a meadow""",MEED,"unisex Mead",meaning,male,English
form,Anglicized,"""king""",MELECH,Melek,meaning,male,Hebrew
spelling,Variant,"""bad settlement""",MELVYN,Melvin,meaning,male,English
form,Anglicized,"""comforter""",MENAHEM,Menachem,meaning,male,Hebrew
form,Anglicized,"""bitter, unhappy""",MERARI,Merariy,meaning,male,Hebrew
spelling,Variant,"""boundary gate""",MERIT,"unisex Merritt",meaning,male,English
form,English,"""sea-fort."" Merlin was introduced into Arthurian legend by Geoffrey of Monmouth. According to Geoffrey, Merlin was the son of a demon and a princess. He became known for his prophetic abilities at a very young age and was consulted by King Vortigern to explain why his castle kept collapsing. Merlin revealed that there was an underground lake in which two dragons slept, a white one and a red one, representing the Saxons and Britons, and this was the portent for things to come. He is also called Myrddin Emrys, meaning ""Merlin the Immortal""",MERLIN,"Merlinus, the name of a famous wizard of Arthurian legend",meaning,male,Latin
form,Unisex,"""sea fort""",MERLYN,Merlin,meaning,male,English
form,Short,"""marrow-eminent""",MERV,Mervin,meaning,male,English
spelling,Variant,"""marrow-eminent""",MERVIN,Mervyn,meaning,male,English
form,Anglicized,"""marrow-eminent""",MERVYN,Merfyn,meaning,male,Welsh
form,Variant,"""sea-bright""",MERYL,"unisex Merrill",meaning,male,English
spelling,Variant,"""sea-bright""",MERYLE,"unisex Merrill",meaning,male,English
form,Anglicized,"""to draw""",MESECH,Meshek,meaning,male,Hebrew
form,Anglicized,"""to draw""",MESHECH,Meshek,meaning,male,Hebrew
form,Anglicized,"""man of God""",METHUSAEL,Methuwshael,meaning,male,Hebrew
form,Anglicized,"""man of the dart""",METHUSELAH,Methuwshelach,meaning,male,Hebrew
spelling,Variant,"""man of God""",METUSHAEL,Methusael,meaning,male,English
form,Anglicized,"""who is like God?""",MICAH,Miyka,meaning,male,Hebrew
form,Anglicized,"""who is like God?""",MICAIAH,Miyka,meaning,male,Hebrew
spelling,Variant,"""who is like God?""",MICAJAH,Micaiah,meaning,male,English
spelling,Variant,"""who is like God?""",MICHA,Michah,meaning,male,English
form,Anglicized,"""who is like God?"" or literally ""El's likeness."" In the Old Testament bible, this is the name of many characters, including the prince of Angels, the first archangel who was closest to God and became the guardian angel of Israel. In the New Testament, he leads the angelic host against the Apocalyptic Dragon. The Dead Sea Scrolls contain a story entitled ""The War of the Sons of Light and the Sons of Darkness,"" in which Michael is described as the ""viceroy of heaven""",MICHAEL,"Michaēl (Hebrew Miyka'el)",meaning,male,Greek
form,Anglicized,"""who is like God?""",MICHAH,Miykah,meaning,male,Hebrew
spelling,Variant,"""who is like God?""",MICHAYA,Micaiah,meaning,male,English
form,Pet,"""who is like God?""",MICK,Michael,meaning,male,English
"pet form",Unisex,"""who is like God?""",MICKEY,"Michael and Michaela, both",meaning,male,English
form,Pet,"""who is like God?""",MICKY,Michael,meaning,male,English
form,Anglicized,"""strife, war""",MIDIAN,Midyan,meaning,male,Hebrew
form,Pet,"""who is like God?""",MIKE,Michael,meaning,male,English
form,Pet,"""who is like God?""",MIKI,Michael,meaning,male,English
form,Short,"""who is like God?""",MITCH,Mitchell,meaning,male,English
form,Pet,"""dark-skinned; Moor""",MO,Morris,meaning,male,English
form,Anglicized,"""water,"" i.e. ""seed,"" hence ""of his father""",MOAB,Mowab,meaning,male,Hebrew
form,Pet,"""drawn out""",MOE,Moses,meaning,male,English
form,"Middle English","""drawn out""",MOISE,Moisé,meaning,male,French
spelling,Variant,"""pointed mountain""",MONTE,Monty,meaning,male,English
form,Anglicized,"""devotee of Marduk (Mars)"" or ""little man""",MORDECAI,Mordekay,meaning,male,Hebrew
spelling,Variant,"""devotee of Marduk (Mars)"" or ""little man""",MORDECHAI,Mordecai,meaning,male,English
"variant spelling",English,"""sea circle""",MORGEN,"Morgan, probably",meaning,male,Welsh
form,"Medieval English","""dark-skinned; Moor""",MORRIS,"Latin Maurice",meaning,male,Roman
form,Anglicized,"""mariner, seaman."" English surname transferred to forename use, from the Norman baronial name Mortemer, composed of the Old French elements morte ""dead"" and mer ""sea,"" hence ""dead sea""",MORTIMER,"Gaelic Muiriartach",meaning,male,Irish
form,Short,"""drawn out""",MOSE,Moses,meaning,male,English
form,Anglicized,"""drawn out""",MOSES,"Moshe and Greek Mouses",meaning,male,Hebrew
form,Pet,"""sea warrior""",MURDANIE,Murdoch,meaning,male,English
form,Pet,"""sea warrior""",MURDIE,Murdoch,meaning,male,English
form,Pet,"""sea warrior""",MURDO,Murdoch,meaning,male,English
form,Anglicized,"""sea warrior""",MURDOCH,"Gaelic Muireadhach",meaning,male,Scottish
form,Pet,"""sea warrior""",MURDY,Murdoch,meaning,male,English
form,Pet,"""sea warrior""",MURTY,Murdock,meaning,male,English
spelling,Variant,"""son of Mile""",MYLES,Miles,meaning,male,English
form,Anglicized,"""my strife"" or ""wrestling""",NAFTALI,Naphtaliy,meaning,male,Hebrew
form,Anglicized,"""snoring"" or ""snorting""",NAHOR,"Nachor (Hebrew Nachowr)",meaning,male,Greek
form,Anglicized,"""comfort""",NAHUM,Nachuwm,meaning,male,Hebrew
form,Pet,"""ardent for peace""",NANDY,Ferdinand,meaning,male,English
form,Anglicized,"""my strife"" or ""wrestling""",NAPHTALI,Naphtaliy,meaning,male,Hebrew
form,Anglicized,"""a giver"" or ""given of God""",NATHAN,Natham,meaning,male,Greek
form,English,"""given of God"" or ""whom God gave""",NATHANIEL,Nathanael,meaning,male,Greek
spelling,Variant,"""champion""",NEAL,Neil,meaning,male,English
form,Anglicized,"""man of force""",NEAS,"Gaelic Eighneachan","possibly meaning",male,Irish
form,Anglicized,"""Nebo, defend my crown"" or ""Nebo, defend my firstborn son""",NEBUCHADNEZZAR,Nebuwkadnetstsar,meaning,male,Hebrew
form,Anglicized,"""Nebo, defend my crown"" or ""Nebo, defend my firstborn son""",NEBUCHADREZZAR,Nebuwkadnetstsar,meaning,male,Hebrew
form,Pet,"""guardian of prosperity""",NED,Edward,meaning,male,English
form,Anglicized,"""whom Jehovah impels""",NEDABIAH,Nedabyah,meaning,male,Hebrew
form,Pet,"""champion""",NEELY,Neal,meaning,male,English
form,Anglicized,"""Jehovah comforts"" or ""whom Jehovah comforts""",NEHEMIAH,Nechemyah,meaning,male,Hebrew
form,Anglicized,"""champion""",NEIL,"Gaelic Niall, arrived at this form via Norman French Nel",meaning,male,Irish
spelling,Variant,"""champion""",NEILL,Neil,meaning,male,English
form,Anglicized,"""distinguished""",NEKODA,Neqowda,meaning,male,Hebrew
form,Anglicized,"""given of God"" or ""whom God gave""",NETHANEEL,Nethanel,meaning,male,Hebrew
form,Anglicized,"""given of Jehovah"" or ""whom Jehovah gave""",NETHANIAH,Nethanyah,meaning,male,Hebrew
spelling,Variant,"""little bone"" or ""little saint""",NEVAN,Nevin,"meaning either",male,English
spelling,Variant,"""new town""",NEVIL,Neville,meaning,male,English
form,Short,"""new settlement""",NEWT,Newton,meaning,male,English
form,Anglicized,"""excellent valor."" English form of French Nicolas, meaning ""victor of the people""",NICHOLAS,"Gaelic Aonghus",meaning,male,Irish
form,Short,"""victor of the people""",NICK,Nicholas/Nickolas,meaning,male,English
spelling,Variant,"""victor of the people""",NICKOLAS,Nicholas,meaning,male,English
"pet form",Unisex,"""victor of the people""",NICKY,"Nichole and Nicholas",meaning,male,English
form,Anglicized,"""dreaded striker""",NIDHOGG,"Norse Níðhöggr",meaning,male,Old
spelling,Variant,"""champion""",NIEL,Neil,meaning,male,English
form,"Middle English","""champion""",NIGEL,Nigellus,meaning,male,Latin
form,Anglicized,"""rebel""",NIMROD,Nimrowd,meaning,male,Hebrew
form,Anglicized,"""little saint""",NIVEN,Naomhán,"meaning either",male,Irish
form,Anglicized,"""rest""",NOAH,"Noe (Hebrew Noach)",meaning,male,Greek
form,English,"""day of birth""",NOEL,Noël,meaning,male,French
form,Anglicized,"""shining splendor""",NOGAH,Nogahh,meaning,male,Hebrew
spelling,Variant,"""little champion"" or ""little chariot fighter""",NOLAND,Nolan,meaning,male,English
"pet form",Medieval,"""elf army""",NOLL,"Oliver, probably",meaning,male,English
form,Short,"""northman""",NORM,Norman,meaning,male,English
form,English,"""northman""",NORMAN,Nordemann,meaning,male,Teutonic
form,English,"""north protection""",NORMAND,Normund,meaning,male,Norwegian
form,Pet,"""northman""",NORRIE,Norman,meaning,male,English
spelling,Variant,"""day of birth""",NOWELL,Noel,meaning,male,English
form,Anglicized,"""fish""",NUN,Nuwn,meaning,male,Hebrew
form,Anglicized,"""servant of God""",OBADIAH,Obadyah,meaning,male,Hebrew
form,Anglicized,"""servant of Edom"" or ""he who serves the Edomites""",OBED-EDOM,"Obed Edown",meaning,male,Hebrew
form,Anglicized,"""serving, worshiping""",OBED,Owbed,meaning,male,Hebrew
form,English,"""elf ruler."" In Shakespeare's ""A Midsummer Night's Dream""",OBERON,Auberon,meaning,male,French
form,Anglicized,"""restorer""",ODED,Owded,meaning,male,Hebrew
form,Anglicized,"""little sallow one""",ODRAN,"Gaelic Odhrán",meaning,male,Irish
spelling,Variant,"""gold"" or ""reducing to ashes""",OFER,Ofir,meaning,male,English
spelling,Variant,"""gold"" or ""reducing to ashes""",OFIR,Ophir,meaning,male,English
form,Short,"""elf army""",OLI,"Oliver, probably",meaning,male,English
form,English,"""elf army""",OLIVER,"Olivier, probably",meaning,male,French
"pet form",Unisex,"""elf army""",OLLIE,"Oliver and Olivia, both probably",meaning,male,English
form,Anglicized,"""eloquent, talkative"" or ""speaker""",OMAR,Owmar,meaning,male,Hebrew
form,Anglicized,"""pupil of Jehovah"" or ""servant of Jehovah""",OMRI,Omriy,meaning,male,Hebrew
form,Anglicized,"""vigor"" or ""wealth""",ON,Own,meaning,male,Hebrew
form,Anglicized,"""vigorous, strong""",ONAM,Ownam,meaning,male,Hebrew
spelling,Variant,"""gold"" or ""reducing to ashes""",OPHER,Ophir,meaning,male,English
form,Anglicized,"""gold"" or ""reducing to ashes""",OPHIR,Owphiyr,meaning,male,Hebrew
form,Anglicized,"""little sallow one""",ORAN,"Gaelic Odhrán",meaning,male,Irish
form,Anglicized,"""privileged birth""",ORIAN,"Welsh Urien",meaning,male,Middle
spelling,Variant,"""descendant of Ruadh""",ORMONDE,Ormond,meaning,male,English
spelling,Variant,"""little sallow one""",ORRIN,Oran,meaning,male,English
spelling,Variant,"""golden city""",ORVAL,"Orville, probably",meaning,male,English
form,"Middle English","""god-bright""",OSBERT,Osbeorht,meaning,male,Anglo-Saxon
form,"Middle English","""divine-bear""",OSBORN,Osbeorn,meaning,male,Anglo-Saxon
form,"Middle English","""god-spear""",OSCAR,Osgar,meaning,male,Anglo-Saxon
spelling,Variant,"""divine protection""",OSMAN,Osmond,meaning,male,English
form,English,"""divine protection""",OSMOND,Osmund,meaning,male,Anglo-Saxon
form,Anglicized,"""little deer""",OSSIAN,"Gaelic Oisín",meaning,male,Irish
form,"Middle English","""divine power"" or ""divine ruler""",OSWALD,Osweald,meaning,male,Anglo-Saxon
form,Anglicized,"""lion of God""",OTHNIEL,Othniyel,meaning,male,Hebrew
spelling,Variant,"""lion of God""",OTNIEL,Othniel,meaning,male,English
spelling,Variant,"""son of Otto""",OTTIS,Otis,meaning,male,English
form,Anglicized,"""born of yew""",OWEN,"Gaelic Eóghan",meaning,male,Irish
"short form",English,"""god""",OZ,"names beginning with Os-",meaning,male,longer
spelling,Variant,"""divine power"" or ""divine ruler""",OZZIE,"English Oswald",meaning,male,Middle
spelling,Variant,"""divine power"" or ""divine ruler""",OZZY,"English Ozzie",meaning,male,Middle
form,Pet,"""Passover; Easter""",PACEY,Pace,meaning,male,English
form,Anglicized,"""patrician; of noble birth""",PADDY,"Gaelic Paidí",meaning,male,Irish
form,Anglicized,"""little patrician"" or ""little noble""",PADEN,"Gaelic Páidín",meaning,male,Irish
form,Anglicized,"""governor of Moab"" and ""pit of Moab""",PAHATH-MOAB,Pachath-mowab,meaning,male,Hebrew
form,Short,"""church""",PAISE,"unisex Paisley",meaning,male,English
form,Anglicized,"""distinguished""",PALLU,Palluw,meaning,male,Hebrew
spelling,Variant,"""distinguished""",PALU,Pallu,meaning,male,English
spelling,Variant,"""wanderer.""Welsh surname transferred to forename use, from an Anglicized form of ap Harry, meaning ""son of Harry""",PARRY,Perry,meaning,male,English
form,Anglicized,"""patrician; of noble descent""",PATRICK,"Gaelic Pádraig",meaning,male,Irish
form,"English and French","""small""",PAUL,Paulus,meaning,male,Latin
"pet form",English,"""small""",PAULIE,Paul,meaning,male,English/French
spelling,Variant,"""rock, stone""",PEARCE,Piers,meaning,male,English
spelling,Variant,"""rock, stone""",PEERS,Piers,meaning,male,English
form,Anglicized,"""Jehovah sees"" or ""whose eyes Jehovah opened""",PEKAHIAH,Peqachyah,meaning,male,Hebrew
form,Short,"""pierced valley""",PERCE,Percival,meaning,male,English
form,English,"""pierced valley."" In Arthurian legend, this is the name of the pure and innocent knight of King Arthur's court who was known as ""the Welshman""",PERCIVAL,Percevel,meaning,male,French
form,Pet,"""wanderer."" In some cases, it may be the transferred use of the topographic surname, meaning ""lives by a pear tree""",PERRY,Peregrine,meaning,male,English
form,Short,"""rock, stone""",PETE,Peter,meaning,male,English
form,Pet,"""rock, stone""",PETERKIN,Peter,meaning,male,English
spelling,Variant,"""Pæga's settlement""",PEYTON,"unisex Payton",meaning,male,English
form,Anglicized,"""distinguished""",PHALLU,Palluw,meaning,male,Hebrew
form,Anglicized,"""little wolf""",PHELAN,"Gaelic Faolán",meaning,male,Irish
form,Anglicized,"""hospitable""",PHELIM,"Gaelic Féidhlim","possibly meaning",male,Irish
form,Short,"""lover of horses""",PHIL,Philip,meaning,male,English
form,Anglicized,"""hospitable.""Anglicized form of Greek Philippos (Latin Philippus), meaning ""lover of horses""",PHILIP,"Gaelic Féidhlim","possibly meaning",male,Irish
spelling,Variant,"""lover of horses""",PHILIPE,Philip,meaning,male,English
spelling,Variant,"""lover of horses""",PHILLIP,Philip,meaning,male,English
spelling,Variant,"""mouth of brass""",PHINEAS,Phinehas,meaning,male,English
form,Anglicized,"""mouth of brass""",PHINEHAS,"Piynechac, a form of Egyptian Panhsj (""the Nubian""), but translated from Hebrew pinechac",meaning,male,Hebrew
form,Latin,"""crimson""",PHOENIX,Phoinix,meaning,male,Greek
spelling,Variant,"""rock, stone""",PIERCE,Piers,meaning,male,English
form,French,"""rock, stone""",PIERRE,Petrus,meaning,male,Latin
form,"Middle English","""rock, stone""",PIERS,Pierres,meaning,male,French
form,Pet,"""lover of horses""",PIP,Philip,meaning,male,English
form,English,"""display, solemn procession""",POMPEY,"Latin Pompeius","possibly meaning",male,Roman
form,Anglicized,"""cunning""",PREMISLAS,Premislaus,meaning,male,Latin
form,Anglicized,"""cunning""",PREMYSLAS,Premislaus,meaning,male,Latin
form,Short,"""fifth""",QUIN,Quinton,meaning,male,English
spelling,Variant,"""fifth""",QUINCEY,Quincy,meaning,male,English
spelling,Variant,"""red cliff""",RADCLYFFE,Radcliff,meaning,male,English
spelling,Variant,"""wise protector""",RAE,Ray,meaning,male,English
form,Medieval,"""wise wolf""",RAFE,Ralph,meaning,male,English
spelling,Variant,"""wise ruler""",RAINARD,Reynard,meaning,male,English
form,English,"""wise wolf""",RALPH,"French Raulf",meaning,male,Norman
form,Pet,"""wise wolf""",RALPHIE,Ralph,meaning,male,English
form,Anglicized,"""a lofty place""",RAMA,"Rhama (Hebrew Ramah)",meaning,male,Greek
form,"Scottish Anglicized","""wise ruler""",RANALD,"Gaelic Raghnall",meaning,male,Irish
form,Medieval,"""shield-wolf""",RANDAL,Randolf,meaning,male,English
spelling,Variant,"""shield-wolf""",RANDALL,Randal,meaning,male,English
spelling,Variant,"""shield-wolf""",RANDELL,Randal,meaning,male,English
spelling,Variant,"""shield-wolf""",RANDOLF,"English Randulf",meaning,male,Middle
form,"Modern English","""shield-wolf""",RANDOLPH,"English Randolf",meaning,male,Middle
form,"Middle English","""shield-wolf""",RANDULF,Randwulf,meaning,male,Anglo-Saxon
form,Pet,"""shield-wolf""",RANDY,"Randall and Randolph, both",meaning,male,English
form,Elaborated,"""God is gracious""",RASHAUN,Shaun,meaning,male,English
form,Elaborated,"""God is gracious""",RASHAWN,Shawn,meaning,male,English
form,Short,"""beloved""",RASTUS,Erastus,meaning,male,Latin
form,Short,"""wise protector""",RAY,Raymond,meaning,male,English
form,English,"""wise protector""",RAYMOND,"French Raimund",meaning,male,Old
spelling,Variant,"""wise protector""",RAYMUND,Raymond,meaning,male,English
spelling,Variant,"""wise and strong""",RAYNARD,Reynard,meaning,male,English
form,English,"""wise warrior""",RAYNER,Rainer,meaning,male,German
form,Anglicized,"""little poet-king""",REARDEN,"Gaelic Rórdán",meaning,male,Irish
spelling,Variant,"""red-headed; ruddy complexioned""",REDD,Red,meaning,male,English
form,Anglicized,"""wise protector""",REDMOND,"Gaelic Réamann",meaning,male,Irish
spelling,Variant,"""wise protector""",REDMUND,Redmond,meaning,male,English
spelling,Variant,"""ardor, heat of passion""",REECE,Reese,meaning,male,English
spelling,Variant,"""red-headed; ruddy complexioned""",REED,Read,meaning,male,English
form,Anglicized,"""ardor, heat of passion""",REES,Rhys,meaning,male,Welsh
form,Anglicized,"""ardor, heat of passion""",REESE,Rhys,meaning,male,Welsh
form,Short,"""wise ruler""",REG,Reginald,meaning,male,English
form,Pet,"""wise ruler""",REGGIE,Reginald,meaning,male,English
spelling,Variant,"""wise ruler""",REGINOLD,Reginald,meaning,male,English
form,Anglicized,"""who enlarges the people""",REHOBOAM,Rechabam,meaning,male,Hebrew
spelling,Variant,"""red-headed; ruddy complexioned""",REID,Read,meaning,male,English
form,Anglicized,"""behold, a son!""",REUBEN,"Rhouben (Hebrew Reuwben)",meaning,male,Greek
spelling,Variant,"""behold a son!""",REUBHEN,Reuben,meaning,male,English
form,Anglicized,"""friend of God""",REUEL,"Rəuwel",meaning,male,Hebrew
form,English,"""wise ruler""",REYNARD,"French Reynaud",meaning,male,Norman
form,Short,"""powerful ruler""",RICH,Richard,meaning,male,English
form,English,"""powerful ruler""",RICHARD,"French Richaud",meaning,male,Norman
form,Pet,"""powerful ruler""",RICHIE,Richard,meaning,male,English
form,Pet,"""powerful ruler""",RICK,Richard,meaning,male,English
spelling,Variant,"""powerful ruler""",RICKEY,Ricky,meaning,male,English
spelling,Variant,"""powerful ruler""",RICKI,Rickie,meaning,male,English
spelling,Variant,"""powerful ruler""",RICKIE,Ricky,meaning,male,English
form,Pet,"""powerful ruler""",RICKY,Richard,meaning,male,English
form,Short,"""man of God"" or ""warrior of God""",RIEL,Gabriel,meaning,male,English
spelling,Variant,"""powerful ruler""",RIK,Rick,meaning,male,English
spelling,Variant,"""powerful ruler""",RIKKI,Ricky,meaning,male,English
form,Anglicized,"""pomegranate""",RIMMON,Rimmown,meaning,male,Hebrew
form,Unisex,"""pomegranate""",RIMON,Rimmon,meaning,male,English
form,Anglicized,"""little poet-king""",RIORDAN,"Gaelic Rórdán",meaning,male,Irish
spelling,Variant,"""powerful ruler""",RITCHIE,Richie,meaning,male,English
form,Short,"""bright fame""",ROB,Robert,meaning,male,English
"pet form",Unisex,"""bright fame""",ROBBIE,"Robert and Roberta",meaning,male,English
form,Pet,"""bright fame""",ROBBY,Robert,meaning,male,English
form,English,"""bright fame""",ROBERT,Hreodbeorht,meaning,male,Anglo-Saxon
"pet form",Unisex,"""bright fame""",ROBIN,"Robert and Roberta",meaning,male,English
form,Pet,"""famous power,"" ""red king,"" or ""reddish-brown""",RODDY,Roderick,meaning,male,English
spelling,Variant,"""famous power""",RODERIC,Roderick,meaning,male,English
form,Anglicized,"""reddish-brown.""English form of Old High German Hrodric, meaning ""famous power.""Scottish Anglicized form of Irish Gaelic Ruaidhrí, meaning ""red king""",RODERICK,"Welsh Rhydderch",meaning,male,Old
form,Short,"""famous spear""",RODGE,Rodger,meaning,male,English
spelling,Variant,"""famous spear""",RODGER,Roger,meaning,male,English
form,Anglicized,"""little red one""",ROHAN,"Gaelic Ruadhán",meaning,male,Irish
form,Contracted,"""famous wolf""",ROLF,"High German Hrodwulf",meaning,male,Old
"variant spelling",English,"""famous land""",ROLLAND,"French Roland",meaning,male,Norman
form,Pet,"""famous land""",ROLLO,Rolland,meaning,male,English
form,Pet,"""famous land""",ROLLY,Rolland,meaning,male,English
spelling,Variant,"""famous land""",ROLO,Rollo,meaning,male,English
spelling,Variant,"""famous land""",ROLY,Rolly,meaning,male,English
form,Short,"""wise ruler""",RON,Ronald,meaning,male,English/Scottish
form,Pet,"""wise ruler""",RONNIE,Ronald,meaning,male,English/Scottish
spelling,Variant,"""wise ruler""",RONNY,Ronnie,meaning,male,English/Scottish
spelling,Variant,"""red king""",RORIE,Rory,meaning,male,English
form,Anglicized,"""red king."" Anglicized form of Scottish Gaelic Ruaraidh, meaning ""red king""",RORY,"Gaelic Ruairí",meaning,male,Irish
form,"Medieval English","""famous land""",ROWLAND,"French Roland",meaning,male,Norman
form,Pet,"""famous land""",ROWLEY,Rowland,meaning,male,English
spelling,Variant,"""king""",ROYALE,Royal,meaning,male,English
form,Pet,"""behold, a son!""",RUBE,Reuben,meaning,male,English
form,Pet,"""behold, a son""",RUBY,Reuben,meaning,male,English
form,Pet,"""famous wolf""",RUDY,Rudolph,meaning,male,English
form,Short,"""little red one""",RUSS,Russell,meaning,male,English
spelling,Variant,"""little red one""",RUSSEL,Russell,meaning,male,English
form,Masculine,"""rye clearing""",RYLEY,"unisex Riley",meaning,male,English
form,Pet,"""roe-buck leap""",SACHIE,Sacheverell,meaning,male,English
form,Anglicized,"""righteous faith""",SALADIN,Salah-al-Din,meaning,male,Arabic
form,Anglicized,"""a missile, weapon""",SALAH,Shelach,meaning,male,Hebrew
form,Anglicized,"""borrowed from God""",SALATHIEL,Shealtiyel,meaning,male,Hebrew
form,Anglicized,"""shady""",SALMON,Tsalmown,meaning,male,Hebrew
