"id","name","derivation","form","kind","meaning","rating","original","sex","source"
"3466","Shaye","Variant spelling of English unisex Shea, possibly meaning "hawk-like"","spelling","Variant",""hawk-like"","unisex Shea","possibly meaning","female","English"
"3468","Shayla","Variant spelling of English Sheila, meaning "blind"","spelling","Variant",""blind"","Sheila","meaning","female","English"
"3470","Shayne","Variant spelling of English Shane, meaning "God is gracious"","spelling","Variant",""God is gracious"","Shane","meaning","male","English"
"3469","Shayne","Feminine form of English Shane, meaning "God is gracious"","form","Feminine",""God is gracious"","Shane","meaning","female","English"
"3471","Shealtiel","Anglicized form of Hebrew Shealtiyel, meaning "borrowed from God"","form","Anglicized",""borrowed from God"","Shealtiyel","meaning","male","Hebrew"
"3472","Sheamus","Variant spelling of English Shamus, meaning "supplanter"","spelling","Variant",""supplanter"","Shamus","meaning","male","English"
"3473","Shebah","Anglicized form of Hebrew Shibah, meaning "oath" or "seven"","form","Anglicized",""oath" or "seven"","Shibah","meaning","female","Hebrew"
"3474","Sheelagh","Anglicized form of Irish Gaelic SÃ­le, meaning "blind"","form","Anglicized",""blind"","Gaelic SÃ­le","meaning","female","Irish"
"3475","Sheena","Anglicized form of Irish Gaelic SÃ­ne, meaning "God is gracious"","form","Anglicized",""God is gracious"","Gaelic SÃ­ne","meaning","female","Irish"
"3476","Sheenagh","Anglicized form of Irish Gaelic SÃ­ne, meaning "God is gracious"","form","Anglicized",""God is gracious"","Gaelic SÃ­ne","meaning","female","Irish"
"3477","Sheila","Anglicized form of Irish Gaelic SÃ­le, meaning "blind"","form","Anglicized",""blind"","Gaelic SÃ­le","meaning","female","Irish"
"3478","Shelagh","Variant spelling of English Sheelagh, meaning "blind"","spelling","Variant",""blind"","Sheelagh","meaning","female","English"
"3479","Shelah","Hebrew name, meaning "a petition, prayer"","name","Hebrew",""a petition, prayer"","-","meaning","male","-"
"3480","Shelena","English variant form of Latin Selena, meaning "moon"","variant form","English",""moon"","Selena","meaning","female","Latin"
"3481","Shelia","Variant form of English Sheila, meaning "blind"","form","Variant",""blind"","Sheila","meaning","female","English"
"3483","Shell","Short form of English unisex Shelley, meaning "clearing near a ledge/slope"","form","Short",""clearing near a ledge/slope"","unisex Shelley","meaning","male","English"
"3482","Shell","Short form of English unisex Shelley, meaning "clearing near a ledge/slope"","form","Short",""clearing near a ledge/slope"","unisex Shelley","meaning","female","English"
"3484","Shelomi","Anglicized form of Hebrew Shelomiy, meaning "my peace" or "peaceful"","form","Anglicized",""my peace" or "peaceful"","Shelomiy","meaning","male","Hebrew"
"3485","Shelomith","Anglicized form of Hebrew Shelomiyth, meaning "peaceful"","form","Anglicized",""peaceful"","Shelomiyth","meaning","female","Hebrew"
"3486","Shelumiel","Anglicized form of Hebrew Shelumiyel, meaning "friend of God"","form","Anglicized",""friend of God"","Shelumiyel","meaning","male","Hebrew"
"3487","Shemaiah","Anglicized form of Hebrew Shemayah, meaning "whom Jehovah has answered" or "whom Jehovah has heard"","form","Anglicized",""whom Jehovah has answered" or "whom Jehovah has heard"","Shemayah","meaning","male","Hebrew"
"3488","Shemuel","Anglicized form of Hebrew Shemuwel, meaning "heard of God," "his name is El," or "name of God"","form","Anglicized",""heard of God," "his name is El," or "name of God"","Shemuwel","meaning","male","Hebrew"
"3489","Shena","Variant spelling of English Sheena, meaning "God is gracious"","spelling","Variant",""God is gracious"","Sheena","meaning","female","English"
"3490","Sheona","Variant spelling of English Seona, meaning "God is gracious"","spelling","Variant",""God is gracious"","Seona","meaning","female","English"
"3491","Shephatiah","Anglicized form of Hebrew Shephatyah, meaning "whom Jehovah defends"","form","Anglicized",""whom Jehovah defends"","Shephatyah","meaning","male","Hebrew"
"3492","Sherah","Anglicized form of Hebrew She'era, meaning "kinswoman"","form","Anglicized",""kinswoman"","She'era","meaning","female","Hebrew"
"3493","Sheree","Variant spelling of English Sherry, meaning "darling"","spelling","Variant",""darling"","Sherry","meaning","female","English"
"3494","Sheri","Variant spelling of English Sherry, meaning "darling"","spelling","Variant",""darling"","Sherry","meaning","female","English"
"3495","Sherie","Variant spelling of English Sherry, meaning "darling"","spelling","Variant",""darling"","Sherry","meaning","female","English"
"3496","Sherill","Variant spelling of English Cheryl, possibly meaning "darling beryl"","spelling","Variant",""darling beryl"","Cheryl","possibly meaning","female","English"
"3497","Sherilyn","Variant spelling of English Cherilyn, meaning "darling lake"","spelling","Variant",""darling lake"","Cherilyn","meaning","female","English"
"3498","Sherisse","Modern English form of French Cerise, meaning "cherry"","form","Modern English",""cherry"","Cerise","meaning","female","French"
"3499","Sherley","Variant spelling of English Shirley, meaning "bright clearing"","spelling","Variant",""bright clearing"","Shirley","meaning","female","English"
"3500","Sherri","Variant spelling of English Sherrie, meaning "darling"","spelling","Variant",""darling"","Sherrie","meaning","female","English"
"3501","Sherrie","Variant spelling of English Sherry, meaning "darling"","spelling","Variant",""darling"","Sherry","meaning","female","English"
"3502","Sherry","Variant spelling of English Cherie, meaning "darling"","spelling","Variant",""darling"","Cherie","meaning","female","English"
"3503","Sheryl","Variant spelling of English Cheryl, possibly meaning "darling beryl"","spelling","Variant",""darling beryl"","Cheryl","possibly meaning","female","English"
"3504","Sheryll","Variant spelling of English Cheryl, possibly meaning "darling beryl"","spelling","Variant",""darling beryl"","Cheryl","possibly meaning","female","English"
"3505","Shevaun","Anglicized form of Irish Gaelic SiobhÃ¡n, meaning "God is gracious"","form","Anglicized",""God is gracious"","Gaelic SiobhÃ¡n","meaning","female","Irish"
"3506","Shevon","Variant spelling of English Shevaun, meaning "God is gracious"","spelling","Variant",""God is gracious"","Shevaun","meaning","female","English"
"3507","Shiloh","Anglicized form of Hebrew Shiyloh, of uncertain etymology, possibly meaning "he who is to be sent," "he whose it is," "peaceable one" "place of rest" or "rest, tranquility"","form","Anglicized",""he who is to be sent," "he whose it is," "peaceable one" "place of rest" or "rest, tranquility"","Shiyloh, of uncertain etymology","possibly meaning","male","Hebrew"
"3508","Shimea","Anglicized form of Hebrew Shimiy, meaning "famous, renowned"","form","Anglicized",""famous, renowned"","Shimiy","meaning","male","Hebrew"
"3509","Shimei","Anglicized form of Hebrew Shimiy, meaning "famous, renowned"","form","Anglicized",""famous, renowned"","Shimiy","meaning","male","Hebrew"
"3510","Shimhi","Anglicized form of Hebrew Shimiy, meaning "famous, renowned"","form","Anglicized",""famous, renowned"","Shimiy","meaning","male","Hebrew"
"3511","Shimi","Anglicized form of Hebrew Shimiy, meaning "famous, renowned"","form","Anglicized",""famous, renowned"","Shimiy","meaning","male","Hebrew"
"3512","Shirlee","Variant spelling of English Shirley, meaning "bright clearing"","spelling","Variant",""bright clearing"","Shirley","meaning","female","English"
"3513","Sholto","Anglicized form of Scottish Gaelic SÃ¬oltach, meaning "sowing," i.e., "fruitful, seed-bearing, producing many offspring"","form","Anglicized",""sowing," i.e., "fruitful, seed-bearing, producing many offspring"","Gaelic SÃ¬oltach","meaning","male","Scottish"
"3514","Shona","Anglicized form of Scottish Gaelic SeÃ²naid, meaning "God is gracious"","form","Anglicized",""God is gracious"","Gaelic SeÃ²naid","meaning","female","Scottish"
"3515","Shonda","Variant spelling of English Shawnda, meaning "God is gracious"","spelling","Variant",""God is gracious"","Shawnda","meaning","female","English"
"3516","Shulamit","Short form of English Shulamite, meaning "peaceful"","form","Short",""peaceful"","Shulamite","meaning","female","English"
"3517","Shulamite","Anglicized form of Hebrew Shuwlammiyth, meaning "peaceful"","form","Anglicized",""peaceful"","Shuwlammiyth","meaning","female","Hebrew"
"3518","Shulammite","Variant spelling of English Shulamite, meaning "peaceful"","spelling","Variant",""peaceful"","Shulamite","meaning","female","English"
"3519","Shyla","Variant form of English Sheila, meaning "blind"","form","Variant",""blind"","Sheila","meaning","female","English"
"3520","Sib","Pet form of Middle English Sibald, meaning "bold victory"","form","Pet",""bold victory"","English Sibald","meaning","male","Middle"
"3521","Sibald","Variant spelling of Middle English Sybald, meaning "bold victory"","spelling","Variant",""bold victory"","English Sybald","meaning","male","Middle"
"3522","Sibbe","Pet form of Middle English Sibald, meaning "bold victory"","form","Pet",""bold victory"","English Sibald","meaning","male","Middle"
"3523","Sibyl","Short form of Greek Sibylla, meaning "prophetess." The sibyls are first mentioned by Heraclitus in the 5th century BC. "The Sibyl, with frenzied mouth uttering things not to be laughed at, unadorned and unperfumed, yet reaches to a thousand years with her voice by aid of the god"","form","Short",""prophetess." The sibyls are first mentioned by Heraclitus in the 5th century BC. "The Sibyl, with frenzied mouth uttering things not to be laughed at, unadorned and unperfumed, yet reaches to a thousand years with her voice by aid of the god"","Sibylla","meaning","female","Greek"
"3524","Sid","Masculine short form of English unisex Sidney, meaning "St Denis"","short form","Masculine",""St Denis"","unisex Sidney","meaning","male","English"
"3525","Siena","Variant spelling of English Sienna, meaning "reddish-orange"","spelling","Variant",""reddish-orange"","Sienna","meaning","female","English"
"3526","Silas","Contracted form of Greek Silouanos, meaning "from the forest"","form","Contracted",""from the forest"","Silouanos","meaning","male","Greek"
"3527","Silvia","Feminine form of Roman Latin Silvius, meaning "from the forest"","form","Feminine",""from the forest"","Latin Silvius","meaning","female","Roman"
"3528","Sim","Short form of English Simon, meaning "hearkening"","form","Short",""hearkening"","Simon","meaning","male","English"
"3529","Simeon","Anglicized form of Greek Symeon, meaning "hearkening"","form","Anglicized",""hearkening"","Symeon","meaning","male","Greek"
"3530","Simon","English and French form of Greek SimÅn, meaning "hearkening." In the New Testament bible, this is the name of many characters, including a sorcerer and a brother of Jesus. It is often confused with Simon (2). Greek byname derived from the word simÃ³s, meaning "flat- or snub-nosed"","form","English and French",""hearkening." In the New Testament bible, this is the name of many characters, including a sorcerer and a brother of Jesus. It is often confused with Simon (2). Greek byname derived from the word simÃ³s, meaning "flat- or snub-nosed"","SimÅn","meaning","male","Greek"
"3531","Sindy","Variant spelling of English Cindy, meaning "woman from Kynthos"","spelling","Variant",""woman from Kynthos"","Cindy","meaning","female","English"
"3532","Sissie","Variant spelling of English Sissy, meaning "blind"","spelling","Variant",""blind"","Sissy","meaning","female","English"
"3533","Sissy","Pet form of English Cecily, meaning "blind"","form","Pet",""blind"","Cecily","meaning","female","English"
"3534","Sive","Anglicized form of Irish Gaelic Sadhbh, meaning "sweet"","form","Anglicized",""sweet"","Gaelic Sadhbh","meaning","female","Irish"
"3535","Siward","Middle English form of Anglo-Saxon Siweard, meaning "sea-guard"","form","Middle English",""sea-guard"","Siweard","meaning","male","Anglo-Saxon"
"3536","Skidbladnir","Anglicized form of Old Norse SkÃ­Ã°blaÃ°nir, possibly meaning "wood leaf" or "wood blade"","form","Anglicized",""wood leaf" or "wood blade"","Norse SkÃ­Ã°blaÃ°nir","possibly meaning","male","Old"
"3538","Skuyler","Variant spelling of English unisex Skyler, meaning "protection, shelter"","spelling","Variant",""protection, shelter"","unisex Skyler","meaning","male","English"
"3537","Skuyler","Variant spelling of English unisex Skyler, meaning "protection, shelter"","spelling","Variant",""protection, shelter"","unisex Skyler","meaning","female","English"
"3540","Skye","Variant spelling of English unisex Sky, meaning "cloud" or "sky"","spelling","Variant",""cloud" or "sky"","unisex Sky","meaning","male","English"
"3539","Skye","Variant spelling of English unisex Sky, meaning "cloud" or "sky"","spelling","Variant",""cloud" or "sky"","unisex Sky","meaning","female","English"
"3541","Skylar","Variant spelling of English unisex Schuyler, meaning "protection, shelter"","spelling","Variant",""protection, shelter"","unisex Schuyler","meaning","female","English"
"3542","Skylar","Variant spelling of English unisex Schuyler, meaning "protection, shelter"","spelling","Variant",""protection, shelter"","unisex Schuyler","meaning","male","English"
"3544","Skyler","Variant spelling of English unisex Skylar, meaning "protection, shelter"","spelling","Variant",""protection, shelter"","unisex Skylar","meaning","male","English"
"3543","Skyler","Variant spelling of English unisex Skylar, meaning "protection, shelter"","spelling","Variant",""protection, shelter"","unisex Skylar","meaning","female","English"
"3546","Sloan","Variant spelling of English unisex Sloane, meaning "little raider"","spelling","Variant",""little raider"","unisex Sloane","meaning","male","English"
"3545","Sloan","Variant spelling of English unisex Sloane, meaning "little raider"","spelling","Variant",""little raider"","unisex Sloane","meaning","female","English"
"3547","Sly","Pet form of English Sylvester, meaning "from the forest"","form","Pet",""from the forest"","Sylvester","meaning","male","English"
"3548","Sodi","Anglicized form of Hebrew Cowdiy, meaning "an acquaintance of God"","form","Anglicized",""an acquaintance of God"","Cowdiy","meaning","male","Hebrew"
"3549","Sofia","Variant spelling of Greek Sophia, meaning "wisdom"","spelling","Variant",""wisdom"","Sophia","meaning","female","Greek"
"3550","Sol","Short form of English Solomon, meaning "peaceable"","form","Short",""peaceable"","Solomon","meaning","male","English"
"3551","Solly","Pet form of English Solomon, meaning "peaceable"","form","Pet",""peaceable"","Solomon","meaning","male","English"
"3552","Solomon","Anglicized form of Greek SolomÅn, meaning "peaceable"","form","Anglicized",""peaceable"","SolomÅn","meaning","male","Greek"
"3553","Sommer","Variant spelling of English Summer, meaning "summer"","spelling","Variant",""summer"","Summer","meaning","female","English"
"3554","Sondra","English variant form of Italian Sandra, meaning "defender of mankind"","variant form","English",""defender of mankind"","Sandra","meaning","female","Italian"
"3555","Sonnie","Variant spelling of English Sonny, meaning "youngster"","spelling","Variant",""youngster"","Sonny","meaning","male","English"
"3556","Sophia","Greek name, meaning "wisdom"","name","Greek",""wisdom"","-","meaning","female","-"
"3557","Sophie","French form of Greek Sophia, meaning "wisdom"","form","French",""wisdom"","Sophia","meaning","female","Greek"
"3558","Sophy","English variant spelling of French Sophie, meaning "wisdom"","variant spelling","English",""wisdom"","Sophie","meaning","female","French"
"3559","Stacee","Feminine variant spelling of English unisex Stacey, meaning "resurrection"","variant spelling","Feminine",""resurrection"","unisex Stacey","meaning","female","English"
"3560","Staci","Feminine variant spelling of English unisex Stacey, meaning "resurrection"","variant spelling","Feminine",""resurrection"","unisex Stacey","meaning","female","English"
"3561","Stacia","Short form of English Eustacia, meaning "fruitful"","form","Short",""fruitful"","Eustacia","meaning","female","English"
"3562","Stacie","Feminine variant spelling of English unisex Stacey, meaning "resurrection"","variant spelling","Feminine",""resurrection"","unisex Stacey","meaning","female","English"
"3563","Stacy","Variant spelling of English unisex Stacey, meaning "resurrection"","spelling","Variant",""resurrection"","unisex Stacey","meaning","female","English"
"3564","Stacy","Variant spelling of English unisex Stacey, meaning "resurrection"","spelling","Variant",""resurrection"","unisex Stacey","meaning","male","English"
"3565","Stan","Short form of English Stanley, meaning "stone clearing," and other names containing Old English stan, meaning "stone"","form","Short",""stone clearing," and other names containing Old English stan, meaning "stone"","Stanley","meaning","male","English"
"3566","Standish","Anglicized form of Irish Gaelic AnÃ©islis, meaning "careful, thoughtful"","form","Anglicized",""careful, thoughtful"","Gaelic AnÃ©islis","meaning","male","Irish"
"3567","Starla","Elaborated form of English Star, meaning "star"","form","Elaborated",""star"","Star","meaning","female","English"
"3568","Starr","Variant spelling of English Star, meaning "star"","spelling","Variant",""star"","Star","meaning","female","English"
"3569","Ste","Short form of English Stephen, meaning "crown"","form","Short",""crown"","Stephen","meaning","male","English"
"3571","Stef","Variant spelling of English unisex Steph, meaning "crown"","spelling","Variant",""crown"","unisex Steph","meaning","male","English"
"3570","Stef","Variant spelling of English unisex Steph, meaning "crown"","spelling","Variant",""crown"","unisex Steph","meaning","female","English"
"3572","Stefanie","Variant spelling of English Stephanie, meaning "crown"","spelling","Variant",""crown"","Stephanie","meaning","female","English"
"3573","Steffie","Pet form of English Stefanie, meaning "crown"","form","Pet",""crown"","Stefanie","meaning","female","English"
"3574","Steph","Unisex short form of English Stephen and Stephanie, both, meaning "crown"","short form","Unisex",""crown"","Stephen and Stephanie, both","meaning","female","English"
"3575","Steph","Unisex short form of English Stephen and Stephanie, both, meaning "crown"","short form","Unisex",""crown"","Stephen and Stephanie, both","meaning","male","English"
"3576","Stephanas","Anglicized form of Greek Stephanos, meaning "crown"","form","Anglicized",""crown"","Stephanos","meaning","male","Greek"
"3577","Stephani","Modern variant spelling of English Stephanie, meaning "crown"","variant spelling","Modern",""crown"","Stephanie","meaning","female","English"
"3578","Stephania","Feminine form of Latin Stephanus, meaning "crown"","form","Feminine",""crown"","Stephanus","meaning","female","Latin"
"3579","Stephanie","Feminine form of English Stephen, meaning "crown"","form","Feminine",""crown"","Stephen","meaning","female","English"
"3580","Stephany","Modern variant spelling of English Stephanie, meaning "crown"","variant spelling","Modern",""crown"","Stephanie","meaning","female","English"
"3581","Stephen","Anglicized form of Greek Stephanos (Latin Stephanus), meaning "crown"","form","Anglicized",""crown"","Stephanos (Latin Stephanus)","meaning","male","Greek"
"3582","Stephenie","Feminine form of English Stephen, meaning "crown"","form","Feminine",""crown"","Stephen","meaning","female","English"
"3583","Stevania","Feminine form of English Steven, meaning "crown"","form","Feminine",""crown"","Steven","meaning","female","English"
"3584","Steve","Short form of English Steven, meaning "crown"","form","Short",""crown"","Steven","meaning","male","English"
"3585","Stevie","Unisex pet form of English Steven and Stevania, both, meaning "crown"","pet form","Unisex",""crown"","Steven and Stevania, both","meaning","female","English"
"3586","Stevie","Unisex pet form of English Steven and Stevania, both, meaning "crown"","pet form","Unisex",""crown"","Steven and Stevania, both","meaning","male","English"
"3587","Stew","Short form of English Stewart, meaning "steward"","form","Short",""steward"","Stewart","meaning","male","English"
"3588","Stirling","Variant spelling of English Sterling, meaning "little star"","spelling","Variant",""little star"","Sterling","meaning","male","English"
"3589","Stormie","Variant spelling of English Stormy, meaning "stormy"","spelling","Variant",""stormy"","Stormy","meaning","female","English"
"3590","Stu","English and Scottish short form of French Stuart, meaning "house guard; steward"","short form","English and Scottish",""house guard; steward"","Stuart","meaning","male","French"
"3591","Stuart","French form of English Stewart, meaning "house guard; steward"","form","French",""house guard; steward"","Stewart","meaning","male","English"
"3592","Sue","Short form of English Susan, meaning "lily"","form","Short",""lily"","Susan","meaning","female","English"
"3593","Sukie","Pet form of English Susan, meaning "lily"","form","Pet",""lily"","Susan","meaning","female","English"
"3594","Susan","Short form of English Susannah, meaning "lily"","form","Short",""lily"","Susannah","meaning","female","English"
"3595","Susana","Variant spelling of Latin Susanna, meaning "lily"","spelling","Variant",""lily"","Susanna","meaning","female","Latin"
"3596","Susanna","Latin form of Greek SousÃ¡nna, meaning "lily"","form","Latin",""lily"","SousÃ¡nna","meaning","female","Greek"
"3597","Susannah","English form of Latin Susanna, meaning "lily"","form","English",""lily"","Susanna","meaning","female","Latin"
"3598","Suse","Pet form of English Susannah, meaning "lily"","form","Pet",""lily"","Susannah","meaning","female","English"
"3599","Susie","Pet form of English Susannah, meaning "lily"","form","Pet",""lily"","Susannah","meaning","female","English"
"3600","Suzan","Variant spelling of English Susan, meaning "lily"","spelling","Variant",""lily"","Susan","meaning","female","English"
"3601","Suzanna","Variant spelling of English Susannah, meaning "lily"","spelling","Variant",""lily"","Susannah","meaning","female","English"
"3602","Suzanne","French form of Latin Susanna, meaning "lily"","form","French",""lily"","Susanna","meaning","female","Latin"
"3603","Suzette","Pet form of French Suzanne, meaning "lily"","form","Pet",""lily"","Suzanne","meaning","female","French"
"3604","Suzie","Variant spelling of English Susie, meaning "lily"","spelling","Variant",""lily"","Susie","meaning","female","English"
"3605","Suzy","Variant spelling of English Suzie, meaning "lily"","spelling","Variant",""lily"","Suzie","meaning","female","English"
"3606","Sweeney","Anglicized form of Gaelic Suibhne, meaning "well-going"","form","Anglicized",""well-going"","Suibhne","meaning","male","Gaelic"
"3607","Swithun","Variant spelling of Old English Swithin, meaning "strong"","spelling","Variant",""strong"","English Swithin","meaning","male","Old"
"3608","Sybald","Middle English form of Anglo-Saxon Sigebeald, meaning "bold victory"","form","Middle English",""bold victory"","Sigebeald","meaning","male","Anglo-Saxon"
"3609","Sybella","English form of Greek Sibylla, meaning "prophetess"","form","English",""prophetess"","Sibylla","meaning","female","Greek"
"3610","Sybil","English form of Greek Sibyl, meaning "prophetess"","form","English",""prophetess"","Sibyl","meaning","female","Greek"
"3611","Sybilla","English form of Greek Sibylla, meaning "prophetess"","form","English",""prophetess"","Sibylla","meaning","female","Greek"
"3612","Syd","Short form of English unisex Sydney, meaning "St Denis"","form","Short",""St Denis"","unisex Sydney","meaning","female","English"
"3613","Syd","Short form of English unisex Sydney, meaning "St Denis"","form","Short",""St Denis"","unisex Sydney","meaning","male","English"
"3614","Sydne","Feminine form of English unisex Sydney, meaning "St Denis"","form","Feminine",""St Denis"","unisex Sydney","meaning","female","English"
"3616","Sydney","Variant spelling of English unisex Sidney, meaning "St Denis"","spelling","Variant",""St Denis"","unisex Sidney","meaning","male","English"
"3615","Sydney","Variant spelling of English unisex Sidney, meaning "St Denis"","spelling","Variant",""St Denis"","unisex Sidney","meaning","female","English"
"3617","Sydnie","Feminine form of English unisex Sydney, meaning "St Denis"","form","Feminine",""St Denis"","unisex Sydney","meaning","female","English"
"3618","Sylva","Latin name, meaning "from the forest"","name","Latin",""from the forest"","-","meaning","female","-"
"3619","Sylvester","English form of French Sylvestre, meaning "from the forest"","form","English",""from the forest"","Sylvestre","meaning","male","French"
"3620","Sylvia","Variant spelling of Roman Latin Silvia, meaning "from the forest"","spelling","Variant",""from the forest"","Latin Silvia","meaning","female","Roman"
"3621","Tabatha","English variant spelling of Greek Tabitha, meaning "female gazelle"","variant spelling","English",""female gazelle"","Tabitha","meaning","female","Greek"
"3622","Tabby","English pet form of Greek Tabitha, meaning "female gazelle"","pet form","English",""female gazelle"","Tabitha","meaning","female","Greek"
"3623","Tad","Pet form of English Thaddeus, meaning "courageous, large-hearted."Irish Anglicized form of Gaelic Tadhg, meaning "poet"","form","Pet",""courageous, large-hearted."Irish Anglicized form of Gaelic Tadhg, meaning "poet"","Thaddeus","meaning","male","English"
"3624","Taegan","Variant spelling of English Teagan, meaning "little poet"","spelling","Variant",""little poet"","Teagan","meaning","male","English"
"3625","Taffy","Pet form of Welsh Dafydd, meaning "beloved"","form","Pet",""beloved"","Dafydd","meaning","male","Welsh"
"3626","Tahath","Anglicized form of Hebrew Terach, meaning "delay" and "station"","form","Anglicized",""delay" and "station"","Terach","meaning","male","Hebrew"
"3627","Tahnee","Variant spelling of English Tawny, meaning "light brown, tawny"","spelling","Variant",""light brown, tawny"","Tawny","meaning","female","English"
"3628","Tajuana","Modern English elaborated form of Spanish Juana, meaning "God is gracious"","elaborated form","Modern English",""God is gracious"","Juana","meaning","female","Spanish"
"3629","Taletta","English variant spelling of Aramaic Talitha, meaning "damsel, maiden"","variant spelling","English",""damsel, maiden"","Talitha","meaning","female","Aramaic"
"3630","Tallula","Anglicized form of Irish Gaelic Tuilelaith, meaning "princess of abundance"","form","Anglicized",""princess of abundance"","Gaelic Tuilelaith","meaning","female","Irish"
"3631","Tallulah","Variant spelling of English Tallula, meaning "princess of abundance"","spelling","Variant",""princess of abundance"","Tallula","meaning","female","English"
"3632","Talmai","Anglicized form of Hebrew Talmay, meaning "abounding in furrows"","form","Anglicized",""abounding in furrows"","Talmay","meaning","male","Hebrew"
"3633","Talulla","Variant spelling of English Tallula, meaning "princess of abundance"","spelling","Variant",""princess of abundance"","Tallula","meaning","female","English"
"3634","Talullah","Variant spelling of English Tallula, meaning "princess of abundance"","spelling","Variant",""princess of abundance"","Tallula","meaning","female","English"
"3635","Tameka","Variant spelling of English Tamika, possibly meaning "friendly"","spelling","Variant",""friendly"","Tamika","possibly meaning","female","English"
"3636","Tami","Variant spelling of English Tammy, meaning "palm tree"","spelling","Variant",""palm tree"","Tammy","meaning","female","English"
"3637","Tammara","English variant spelling of Russian Tamara, meaning "palm tree"","variant spelling","English",""palm tree"","Tamara","meaning","female","Russian"
"3638","Tammie","Variant spelling of English Tammy, meaning "palm tree"","spelling","Variant",""palm tree"","Tammy","meaning","female","English"
"3639","Tammy","English pet form of Russian Tamara, meaning "palm tree"","pet form","English",""palm tree"","Tamara","meaning","female","Russian"
"3640","Tamra","English contracted form of Russian Tamara, meaning "palm tree"","contracted form","English",""palm tree"","Tamara","meaning","female","Russian"
"3641","Tamsen","English variant spelling of Cornish Tamsin, meaning "twin"","variant spelling","English",""twin"","Tamsin","meaning","female","Cornish"
"3642","Tamson","English form of Cornish Tamsin, meaning "twin"","form","English",""twin"","Tamsin","meaning","female","Cornish"
"3643","Tamsyn","English form of Cornish Tamsin, meaning "twin"","form","English",""twin"","Tamsin","meaning","female","Cornish"
"3644","Tamzen","English form of Cornish Tamsin, meaning "twin"","form","English",""twin"","Tamsin","meaning","female","Cornish"
"3645","Tania","English pet form of Latin Tatiana, probably, meaning "father"","pet form","English",""father"","Tatiana, probably","meaning","female","Latin"
"3646","Tanzi","Variant spelling of English Tansy, meaning "tansy flower" and "immortal"","spelling","Variant",""tansy flower" and "immortal"","Tansy","meaning","female","English"
"3647","Tanzy","Variant spelling of English Tansy, meaning "tansy flower" and "immortal"","spelling","Variant",""tansy flower" and "immortal"","Tansy","meaning","female","English"
"3648","Tarah","English feminine form of Hebrew Terach, meaning "delay" and "station." In the bible, this is the name of a place in the wilderness where the Israelites stopped on their Exodus. Variant spelling of English Tara, meaning "hill"","feminine form","English",""delay" and "station." In the bible, this is the name of a place in the wilderness where the Israelites stopped on their Exodus. Variant spelling of English Tara, meaning "hill"","Terach","meaning","female","Hebrew"
"3649","Tarina","Elaborated form of English Tara, meaning "hill"","form","Elaborated",""hill"","Tara","meaning","female","English"
"3650","Taskill","Anglicized form of Scottish Gaelic Tasgall, meaning "divine kettle"","form","Anglicized",""divine kettle"","Gaelic Tasgall","meaning","male","Scottish"
"3651","Tawnee","Variant spelling of English Tawny, meaning "light brown, tawny"","spelling","Variant",""light brown, tawny"","Tawny","meaning","female","English"
"3652","Tawnie","Variant spelling of English Tawny, meaning "light brown, tawny"","spelling","Variant",""light brown, tawny"","Tawny","meaning","female","English"
"3653","Tayler","Variant spelling of English unisex Taylor, meaning "cutter of cloth, tailor"","spelling","Variant",""cutter of cloth, tailor"","unisex Taylor","meaning","female","English"
"3654","Tayler","Variant spelling of English unisex Taylor, meaning "cutter of cloth, tailor"","spelling","Variant",""cutter of cloth, tailor"","unisex Taylor","meaning","male","English"
"3655","Teagan","Diminutive form of English Teague (, meaning "poet"), hence "little poet"","form","Diminutive",""poet"), hence "little poet"","Teague (","meaning","male","English"
"3656","Teague","Irish Anglicized form of Gaelic Tadhg, meaning "poet"","form","Irish Anglicized",""poet"","Tadhg","meaning","male","Gaelic"
"3657","Teale","Variant spelling of English Teal, meaning "blue-green" or "teal duck"","spelling","Variant",""blue-green" or "teal duck"","Teal","meaning","female","English"
"3658","Ted","Pet form of English Edward, meaning "guardian of prosperity" and Theodore "gift of God"","form","Pet",""guardian of prosperity" and Theodore "gift of God"","Edward","meaning","male","English"
"3659","Teddy","Pet form of English Edward, meaning "guardian of prosperity" and Theodore "gift of God"","form","Pet",""guardian of prosperity" and Theodore "gift of God"","Edward","meaning","male","English"
"3660","Teige","Variant spelling of English Teigue, meaning "poet"","spelling","Variant",""poet"","Teigue","meaning","male","English"
"3661","Teigue","Irish Anglicized form of Gaelic Tadhg, meaning "poet"","form","Irish Anglicized",""poet"","Tadhg","meaning","male","Gaelic"
"3662","Tel","Pet form of English Terence, possibly meaning "rub, turn, twist"","form","Pet",""rub, turn, twist"","Terence","possibly meaning","male","English"
"3663","Teman","Anglicized form of Hebrew Teyman, meaning "on the right, south"","form","Anglicized",""on the right, south"","Teyman","meaning","male","Hebrew"
"3664","Temani","Variant spelling of English Temeni, meaning "from Teman"","spelling","Variant",""from Teman"","Temeni","meaning","male","English"
"3665","Temeni","Anglicized form of Hebrew Teymeniy, meaning "from Teman" or "southerner"","form","Anglicized",""from Teman" or "southerner"","Teymeniy","meaning","male","Hebrew"
"3666","Tenney","Medieval pet form of English Dennis, meaning "little follower of Dionysos"","pet form","Medieval",""little follower of Dionysos"","Dennis","meaning","male","English"
