Symbol|Security Name|Market Category|Test Issue|Financial Status|Round Lot Size
ICLR|ICON plc - American Depository Shares, representing Ordinary Shares|Q|N|N|100
ICON|Iconix Brand Group, Inc. - Common Stock|Q|N|N|100
ICUI|ICU Medical, Inc. - Common Stock|Q|N|N|100
IDCC|InterDigital, Inc. - Common Stock|Q|N|N|100
IDIX|Idenix Pharmaceuticals, Inc. - Common Stock|G|N|N|100
IDRA|Idera Pharmaceuticals, Inc. - Common Stock|G|N|N|100
IDSA|Industrial Services of America, Inc. - Common Stock|S|N|N|100
IDSY|I.D. Systems, Inc. - Common Stock|G|N|N|100
IDTI|Integrated Device Technology, Inc. - Common Stock|Q|N|N|100
IDXX|IDEXX Laboratories, Inc. - Common Stock|Q|N|N|100
IEP|Icahn Enterprises L.P. - Common Stock|Q|N|N|100
IESC|Integrated Electrical Services, Inc. - Common Stock|G|N|N|100
IFAS|iShares FTSE EPRA/NAREIT Asia Index Fund|G|N|N|100
IFEU|iShares FTSE EPRA/NAREIT Europe Index Fund|G|N|N|100
IFGL|iShares FTSE EPRA/NAREIT Global Real Estate ex-U.S. Index Fund|G|N|N|100
IFNA|iShares FTSE EPRA/NAREIT North America Index Fund|G|N|N|100
IFON|InfoSonics Corp - Common Stock|S|N|D|100
IFSIA|Interface, Inc. - Class A Common Stock|Q|N|N|100
IFSM|iShares FTSE Developed Small Cap ex-North America Index Fund|G|N|N|100
IGLD|Internet Gold Golden Lines Ltd. - Ordinary Shares|Q|N|N|100
IGOI|iGo, Inc - Common Stock|G|N|N|100
IGOV|iShares S&P/Citigroup International Treasury Bond Fund|G|N|N|100
IGTE|iGATE Corporation - Common Stock|Q|N|N|100
III|Information Services Group, Inc. - Common Stock|G|N|N|100
IIIN|Insteel Industries, Inc. - Common Stock|Q|N|N|100
IIJI|Internet Initiative Japan, Inc. - ADS represents common stock|Q|N|N|100
IILG|Interval Leisure Group, Inc. - Common Stock|Q|N|N|100
IIN|IntriCon Corporation - Common Stock|G|N|N|100
IIVI|II-VI Incorporated - Common Stock|Q|N|N|100
IKAN|Ikanos Communications, Inc. - Common Stock|G|N|D|100
IKNX|Ikonics Corporation - Common Stock|S|N|N|100
ILMN|Illumina, Inc. - Common Stock|Q|N|N|100
IMGN|ImmunoGen, Inc. - Common Stock|Q|N|N|100
IMI|Intermolecular, Inc. - Common Stock|Q|N|N|100
IMKTA|Ingles Markets, Incorporated - Class A Common Stock|Q|N|N|100
IMMR|Immersion Corporation - Common Stock|Q|N|N|100
IMMU|Immunomedics, Inc. - Common Stock|G|N|N|100
IMOS|ChipMOS TECHNOLOGIES (Bermuda) LTD. - Common Shares|S|N|N|100
IMRS|Imris Inc - Common Shares|G|N|N|100
INAP|Internap Network Services Corporation - Common Stock|Q|N|N|100
INCB|Indiana Community Bancorp - Common Stock|G|N|N|100
INCY|Incyte Corporation - Common Stock|Q|N|N|100
INDB|Independent Bank Corp. - Common Stock|Q|N|N|100
INDY|iShares S&P India Nifty 50 Index Fund|G|N|N|100
INFA|Informatica Corporation - Common Stock|Q|N|N|100
INFI|Infinity Pharmaceuticals, Inc. - Common Stock|Q|N|N|100
INFN|Infinera Corporation - Common Stock|Q|N|N|100
INFY|Infosys Limited - American Depositary Shares each represented by one Equity Share|Q|N|N|100
ININ|Interactive Intelligence Group, Inc. - Common Stock|Q|N|N|100
INMD|IntegraMed America, Inc. - Common Stock|G|N|N|100
INOC|Innotrac Corporation - Common Stock|S|N|N|100
INOD|Innodata Isogen Inc - Common Stock|G|N|N|100
INPH|Interphase Corporation - Common Stock|G|N|N|100
INSM|Insmed, Inc. - Common Stock|S|N|N|100
INSP|InfoSpace, Inc. - Common Stock|Q|N|N|100
INTC|Intel Corporation - Common Stock|Q|N|N|100
INTG|The Intergroup Corporation - Common Stock|S|N|N|100
INTL|INTL FCStone Inc. - Common Stock|Q|N|N|100
INTT|inTest Corporation - Common Stock|S|N|N|100
INTU|Intuit Inc. - Common Stock|Q|N|N|100
INTX|Intersections, Inc. - Common Stock|G|N|N|100
INVE|Identive Group, Inc. - Common Stock|G|N|N|100
INWK|InnerWorkings, Inc. - Common Stock|Q|N|N|100
IOSP|Innospec Inc. - Common Stock|Q|N|N|100
IPAR|Inter Parfums, Inc. - Common Stock|Q|N|N|100
IPAS|iPass Inc. - Common Stock|Q|N|N|100
IPCC|Infinity Property and Casualty Corporation - Common Stock|Q|N|N|100
IPCI|Intellipharmaceutics International Inc. - Common Stock|S|N|N|100
IPCM|IPC The Hospitalist Company, Inc. - Common Stock|Q|N|N|100
IPGP|IPG Photonics Corporation - common stock|Q|N|N|100
IPHS|Innophos Holdings, Inc. - Common Stock|Q|N|N|100
IPSU|Imperial Sugar Company - Common Stock|Q|N|N|100
IPXL|Impax Laboratories, Inc. - Common Stock|Q|N|N|100
IQNT|Neutral Tandem, Inc. - Common Stock|Q|N|N|100
IRBT|iRobot Corporation - Common Stock|Q|N|N|100
IRDM|Iridium Communications Inc - Common Stock|Q|N|N|100
IRDMU|Iridium Communications Inc - GHL ACQUISITION CP - One (1) share of common stock and one (1) warrant|Q|N|N|100
IRDMW|Iridium Communications Inc - Warrants 02/14/2013|Q|N|N|100
IRDMZ|Iridium Communications Inc - Warrants 02/14/2015|Q|N|N|100
IRET|Investors Real Estate Trust - Shares of Beneficial Interest|Q|N|N|100
IRETP|Investors Real Estate Trust - Series A Cumulative Redeemable Preferred Shares of Beneficial Interest|Q|N|N|100
IRIS|IRIS International, Inc. - Common Stock|Q|N|N|100
IRIX|IRIDEX Corporation - Common Stock|G|N|N|100
IROQ|IF Bancorp, Inc. - Common Stock|S|N|N|100
IRWD|Ironwood Pharmaceuticals, Inc. - Class A Common Stock|Q|N|N|100
ISBC|Investors Bancorp, Inc. - Common Stock|Q|N|N|100
ISCA|International Speedway Corporation - Class A Common Stock|Q|N|N|100
ISHG|iShares S&P/Citigroup 1-3 Year International Treasury Bond Fund|G|N|N|100
ISIG|Insignia Systems, Inc. - Common Stock|S|N|N|100
ISIL|Intersil Corporation - Class A Common Stock|Q|N|N|100
ISIS|Isis Pharmaceuticals, Inc. - Common Stock|Q|N|N|100
ISLE|Isle of Capri Casinos, Inc. - Common Stock|Q|N|N|100
ISM|SLM Corporation - Medium Term Notes, Series A, CPI-Linked Notes due January 16, 2018|G|N|N|100
ISNS|Image Sensing Systems, Inc. - Common Stock|S|N|N|100
ISRG|Intuitive Surgical, Inc. - Common Stock|Q|N|N|100
ISRL|Isramco, Inc. - Common Stock|S|N|N|100
ISSC|Innovative Solutions and Support, Inc. - Common Stock|Q|N|N|100
ISSI|Integrated Silicon Solution, Inc. - Common Stock|Q|N|N|100
ISTA|ISTA Pharmaceuticals, Inc. - Common Stock|G|N|N|100
ITIC|Investors Title Company - Common Stock|G|N|N|100
ITMN|InterMune, Inc. - Common Stock|Q|N|N|100
ITRI|Itron, Inc. - Common Stock|Q|N|N|100
ITRN|Ituran Location and Control Ltd. - Ordinary Shares|Q|N|N|100
IVAC|Intevac, Inc. - Common Stock|Q|N|N|100
IVAN|Ivanhoe Energy, Inc. - Common Shares|S|N|N|100
IXYS|IXYS Corporation - Common Stock|Q|N|N|100
JACK|Jack In The Box Inc. - Common Stock|Q|N|N|100
JADE|LJ International, Inc. - Common Stock|G|N|N|100
JAKK|JAKKS Pacific, Inc. - Common Stock|Q|N|N|100
JASO|JA Solar Holdings, Co., Ltd. - American depositary shares, each representing one ordinary share|Q|N|N|100
JAX|J. Alexander's Corporation - Common Stock|G|N|N|100
JAXB|Jacksonville Bancorp, Inc. - Common Stock|G|N|N|100
JAZZ|Jazz Pharmaceuticals plc - Ordinary Shares|Q|N|N|100
JBHT|J.B. Hunt Transport Services, Inc. - Common Stock|Q|N|N|100
JBLU|JetBlue Airways Corporation - Common Stock|Q|N|N|100
JBSS|John B. Sanfilippo & Son, Inc. - Common Stock|G|N|N|100
JCDA|Jacada Ltd. - Ordinary Shares|G|N|N|100
JCOM|j2 Global, Inc. - Common Stock|Q|N|N|100
JCS|Communications Systems, Inc. - Common Stock|G|N|N|100
JCTCF|Jewett-Cameron Trading Company - Common Shares|S|N|N|100
JDAS|JDA Software Group, Inc. - Common Stock|Q|N|N|100
JDSU|JDS Uniphase Corporation - Common Stock|Q|N|N|100
JFBC|Jeffersonville Bancorp - Common Stock|S|N|N|100
JFBI|Jefferson Bancshares, Inc. - Common Stock|G|N|N|100
JIVE|Jive Software, Inc. - Common Stock|Q|N|N|100
JJSF|J & J Snack Foods Corp. - Common Stock|Q|N|N|100
JKHY|Jack Henry & Associates, Inc. - Common Stock|Q|N|N|100
JMBA|Jamba, Inc. - Common Stock|G|N|N|100
JNGW|Jingwei International Limited - Common Stock|G|N|N|100
JOBS|51job, Inc. - American Depositary Shares, each representing two common shares|Q|N|N|100
JOEZ|Joe's Jeans Inc. - Common Stock|S|N|D|100
JOSB|Jos. A. Bank Clothiers, Inc. - Common Stock|Q|N|N|100
JOUT|Johnson Outdoors Inc. - Class A Common Stock|G|N|N|100
JRCC|James River Coal Company - Common Stock|Q|N|N|100
JRJC|China Finance Online Co. Limited - American Depositary Shares representing 5 ordinary shares|Q|N|N|100
JSDA|Jones Soda Co. - Common Stock|S|N|D|100
JSM|SLM Corporation - 6% Senior Notes due December 15, 2043|G|N|N|100
JST|Jinpan International Limited - Common Stock|Q|N|N|100
JVA|Coffee Holding Co., Inc. - Common Stock|S|N|N|100
JXSB|Jacksonville Bancorp Inc. - Common Stock|S|N|N|100
KALU|Kaiser Aluminum Corporation - Common Stock|Q|N|N|100
KBALB|Kimball International, Inc. - Class B Common Stock|Q|N|N|100
KCAP|Kohlberg Capital Corporation - common stock|Q|N|E|100
KCLI|Kansas City Life Insurance Company - Common Stock|S|N|N|100
KELYA|Kelly Services, Inc. - Class A Common Stock|Q|N|N|100
KELYB|Kelly Services, Inc. - Class B Common Stock|Q|N|N|100
KEQU|Kewaunee Scientific Corporation - Common Stock|G|N|N|100
KERX|Keryx Biopharmaceuticals, Inc. - Common Stock|S|N|N|100
KEYN|Keynote Systems, Inc. - Common Stock|Q|N|N|100
KEYW|The KEYW Holding Corporation - Common Stock|Q|N|N|100
KFFB|Kentucky First Federal Bancorp - Common Stock|G|N|N|100
KFFG|Kaiser Federal Financial Group, Inc. - Common Stock|Q|N|N|100
KFRC|Kforce, Inc. - Common Stock|Q|N|N|100
KGJI|Kingold Jewelry Inc. - Common Stock|S|N|N|100
KINS|Kingstone Companies, Inc - Common Stock|S|N|N|100
KIOR|KiOR, Inc. - Class A Common Stock|Q|N|N|100
KIPO|Keating Capital, Inc. - Common Stock|S|N|N|100
KIPS|Kips Bay Medical, Inc. - Common Stock|G|N|N|100
KIRK|Kirkland's, Inc. - Common Stock|Q|N|N|100
KITD|KIT digital, Inc. - Common Stock|Q|N|N|100
KLAC|KLA-Tencor Corporation - Common Stock|Q|N|N|100
KLIC|Kulicke and Soffa Industries, Inc. - Common Stock|Q|N|N|100
KMGB|KMG Chemicals, Inc. - Common Stock|Q|N|N|100
KNDI|Kandi Technolgies, Corp. - Common Stock|G|N|N|100
KNOL|Knology, Inc. - Common Stock|G|N|N|100
KNSY|Kensey Nash Corporation - Common Stock|Q|N|N|100
KONA|Kona Grill, Inc. - Common Stock|G|N|D|100
KONE|Kingtone Wirelessinfo Solution Holding Ltd - American Depositary Shares|S|N|D|100
KONG|KongZhong Corporation - American Depositary Shares, each representing 40 ordinary shares|Q|N|N|100
KOOL|THERMOGENESIS Corp. - Common Stock|S|N|N|100
KOPN|Kopin Corporation - Common Stock|Q|N|N|100
KOSS|Koss Corporation - Common Stock|G|N|N|100
KRNY|Kearny Financial - Common Stock|Q|N|N|100
KSW|KSW Inc - Common Stock|G|N|N|100
KSWS|K-Swiss Inc. - Class A Common Stock|Q|N|N|100
KTCC|Key Tronic Corporation - Common Stock|G|N|N|100
KTEC|Key Technology, Inc. - Common Stock|G|N|N|100
KTOS|Kratos Defense & Security Solutions, Inc. - Common Stock|Q|N|N|100
KUTV|Ku6 Media Co., Ltd. - American Depositary Shares, each representing 100 ordinary shares|G|N|N|100
KVHI|KVH Industries, Inc. - Common Stock|Q|N|N|100
LABC|Louisiana Bancorp, Inc. - Common Stock|G|N|N|100
LABL|Multi-Color Corporation - Common Stock|Q|N|N|100
LACO|Lakes Entertainment, Inc. - Common Stock|G|N|N|100
LAKE|Lakeland Industries, Inc. - Common Stock|G|N|N|100
LAMR|Lamar Advertising Company - Class A Common Stock|Q|N|N|100
LANC|Lancaster Colony Corporation - Common Stock|Q|N|N|100
LARK|Landmark Bancorp Inc. - Common Stock|G|N|N|100
LAVA|Magma Design Automation, Inc. - Common Stock|G|N|N|100
LAWS|Lawson Products, Inc. - Common Stock|Q|N|N|100
LAYN|Layne Christensen Company - Common Stock|Q|N|N|100
LBAI|Lakeland Bancorp, Inc. - Common Stock|Q|N|N|100
LBIX|Leading Brands Inc - Common Shares|S|N|N|100
LBTYA|Liberty Global, Inc. - Series A Common Stock|Q|N|N|100
LBTYB|Liberty Global, Inc. - Series B Common Stock|Q|N|N|100
LBTYK|Liberty Global, Inc. - Series C Common Stock|Q|N|N|100
LCAV|LCA-Vision Inc. - Common Stock|Q|N|N|100
LCNB|LCNB Corporation - Common Stock|S|N|N|100
LCRY|LeCroy Corporation - Common Stock|G|N|N|100
LCUT|Lifetime Brands, Inc. - Common Stock|Q|N|N|100
LEAP|Leap Wireless International, Inc. - Common Stock|Q|N|N|100
LECO|Lincoln Electric Holdings, Inc. - Common Shares|Q|N|N|100
LEDR|Market Leader, Inc - Common Stock|Q|N|N|100
LEDS|SemiLEDS Corporation - Common Stock|Q|N|D|100
LFUS|Littelfuse, Inc. - Common Stock|Q|N|N|100
LGCY|Legacy Reserves LP - Units Representing Limited Partner Interests|Q|N|N|100
LGND|Ligand Pharmaceuticals Incorporated - Common Stock|G|N|N|100
LHCG|LHC Group - common stock|Q|N|N|100
LIFE|Life Technologies Corporation - Common Stock|Q|N|N|100
LIME|Lime Energy Co. - Common Stock|S|N|N|100
LINC|Lincoln Educational Services Corporation - Common Stock|Q|N|N|100
LINE|Linn Energy, LLC - Common Units representing limited liability company interests|Q|N|N|100
LINTA|Liberty Interactive Corporation - Series A Liberty Interactive common stock|Q|N|N|100
LINTB|Liberty Interactive Corporation - Series B Liberty Interactive common stock|Q|N|N|100
LION|Fidelity Southern Corporation - Common Stock|Q|N|N|100
LIOX|Lionbridge Technologies, Inc. - Common Stock|G|N|N|100
LIVE|LiveDeal, Inc. - Common Stock|S|N|N|100
LIWA|Lihua International, Inc. - Common Stock|S|N|N|100
LKFN|Lakeland Financial Corporation - Common Stock|Q|N|N|100
LKQX|LKQ Corporation - Common Stock|Q|N|N|100
LLEN|L&L Energy, Inc. - Common Stock|Q|N|N|100
LLNW|Limelight Networks, Inc. - Common Stock|Q|N|N|100
LLTC|Linear Technology Corporation - Common Stock|Q|N|N|100
LMAT|LeMaitre Vascular, Inc. - Common Stock|G|N|N|100
LMCA|Liberty Media Corporation - Liberty Media Class A|Q|N|N|100
LMCB|Liberty Media Corporation - Liberty Media Class B|Q|N|N|100
LMIA|LMI Aerospace, Inc. - Common Stock|Q|N|N|100
LMLP|LML Payment Systems, Inc. - Common Stock|S|N|N|100
LMNR|Limoneira Co - Common Stock|G|N|N|100
LMNX|Luminex Corporation - Common Stock|Q|N|N|100
LMOS|Lumos Networks Corp. - Common Stock|Q|N|N|100
LNBB|LNB Bancorp, Inc. - Common Stock|G|N|N|100
LNCE|Lance, Inc. - Common Stock|Q|N|N|100
LNCR|Lincare Holdings Inc. - Common Stock|Q|N|N|100
LNDC|Landec Corporation - Common Stock|Q|N|N|100
LNET|LodgeNet Interactive Corporation - Common Stock|Q|N|N|100
LOAN|Manhattan Bridge Capital, Inc - Common Stock|S|N|N|100
LOCM|Local.com Corporation - Common Stock|S|N|N|100
LOGI|Logitech International S.A. - Registered Shares|Q|N|N|100
LOGM|LogMein, Inc. - Common Stock|Q|N|N|100
LOJN|LoJack Corporation - Common Stock|Q|N|N|100
LONG|eLong, Inc. - American Depositary Shares representing 2 Ordinary Shares|G|N|N|100
LOOK|LookSmart, Ltd. - Common Stock|G|N|N|100
LOOP|LoopNet, Inc. - Common Stock|Q|N|N|100
LOPE|Grand Canyon Education, Inc. - Common Stock|Q|N|N|100
LORL|Loral Space and Communications, Inc. - Common Stock|Q|N|N|100
LPHI|Life Partners Holdings Inc - Common Stock|Q|N|N|100
LPLA|LPL Investment Holdings Inc. - Common Stock|Q|N|N|100
LPNT|LifePoint Hospitals, Inc. - Common Stock|Q|N|N|100
LPSB|LaPorte Bancorp, Inc. - Common Stock|S|N|N|100
LPSN|LivePerson, Inc. - Common Stock|S|N|N|100
LPTH|LightPath Technologies, Inc. - Class A Common Stock|S|N|N|100
LQDT|Liquidity Services, Inc. - Common Stock|Q|N|N|100
LRAD|LRAD Corporation - Common Stock|S|N|N|100
LRCX|Lam Research Corporation - Common Stock|Q|N|N|100
LSBI|LSB Financial Corp. - Common Stock|G|N|N|100
LSBK|Lake Shore Bancorp, Inc. - Common Stock|G|N|N|100
LSCC|Lattice Semiconductor Corporation - Common Stock|Q|N|N|100
LSTR|Landstar System, Inc. - Common Stock|Q|N|N|100
LTBR|Lightbridge Corporation - Common Stock|S|N|N|100
LTON|Linktone Ltd. - American Depositary Shares, each representing 10 ordinary shares|G|N|N|100
LTRE|Learning Tree International, Inc. - Common Stock|G|N|N|100
LTRX|Lantronix, Inc. - Common Stock|S|N|N|100
LTXC|LTX-Credence Corporation - Common Stock|Q|N|N|100
LUFK|Lufkin Industries, Inc. - Common Stock|Q|N|N|100
LULU|lululemon athletica inc. - Common Stock|Q|N|N|100
LUNA|Luna Innovations Incorporated - Common Stock|S|N|N|100
LWAY|Lifeway Foods, Inc. - Common Stock|G|N|N|100
LXRX|Lexicon Pharmaceuticals, Inc. - Common Stock|Q|N|N|100
LYTS|LSI Industries Inc. - Common Stock|Q|N|N|100
LZEN|Lizhan Environmental Corporation - Ordinary Shares|G|N|D|100
MAG|Magnetek, Inc. - Common Stock|G|N|N|100
MAGS|Magal Security Systems Ltd. - Ordinary Shares|G|N|N|100
MAKO|MAKO Surgical Corp. - Common Stock|Q|N|N|100
MALL|PC Mall, Inc. - Common Stock|G|N|N|100
MANH|Manhattan Associates, Inc. - Common Stock|Q|N|N|100
MANT|ManTech International Corporation - Class A Common Stock|Q|N|N|100
MAPP|MAP Pharmaceuticals, Inc. - Common Stock|Q|N|N|100
MARK|Remark Media, Inc. - Common Stock|S|N|N|100
MARPS|Marine Petroleum Trust - Units of Beneficial Interest|S|N|N|100
MASC|Material Sciences Corporation - Common Stock|S|N|N|100
MASI|Masimo Corporation - Common Stock|Q|N|N|100
MAT|Mattel, Inc. - Common Stock|Q|N|N|100
MATR|Mattersight Corporation - Common Stock|G|N|N|100
MATW|Matthews International Corporation - Class A Common Stock|Q|N|N|100
MAXY|Maxygen, Inc. - Common Stock|Q|N|N|100
MAYS|J. W. Mays, Inc. - Common Stock|S|N|N|100
MBFI|MB Financial Inc. - Common Stock|Q|N|N|100
MBLX|Metabolix, Inc. - Common Stock|G|N|N|100
MBND|Multiband Corporation - Common Stock|S|N|N|100
MBRG|Middleburg Financial Corporation - Common Stock|S|N|N|100
MBTF|M B T Financial Corp - Common Stock|Q|N|N|100
MBVT|Merchants Bancshares, Inc. - Common Stock|Q|N|N|100
MBWM|Mercantile Bank Corporation - Common Stock|Q|N|N|100
MCBC|Macatawa Bank Corporation - Common Stock|Q|N|N|100
MCBF|Monarch Community Bancorp, Inc. - Common Stock|S|N|N|100
MCBI|MetroCorp Bancshares, Inc. - Common Stock|Q|N|N|100
MCEP|Mid-Con Energy Partners, LP - Common Units|G|N|N|100
MCGC|MCG Capital Corporation - Closed End Fund|Q|N|N|100
MCHP|Microchip Technology Incorporated - Common Stock|Q|N|N|100
MCHX|Marchex, Inc. - Class B Common Stock|Q|N|N|100
MCOX|Mecox Lane Limited - American Depositary Shares|Q|N|N|100
MCRI|Monarch Casino & Resort, Inc. - Common Stock|Q|N|N|100
MCRL|Micrel, Incorporated - Common Stock|Q|N|N|100
MCRS|MICROS Systems, Inc. - Common Stock|Q|N|N|100
MDAS|MedAssets, Inc. - Common Stock|Q|N|N|100
MDCA|MDC Partners Inc. - Class A Subordinate Voting Shares|Q|N|N|100
MDCI|Medical Action Industries Inc. - Common Stock|Q|N|N|100
MDCO|The Medicines Company - Common Stock|Q|N|N|100
MDH|MHI Hospitality Corporation - Common Stock|G|N|N|100
MDRX|Allscripts Healthcare Solutions, Inc. - common stock|Q|N|N|100
MDSO|Medidata Solutions, Inc. - Common Stock|Q|N|N|100
MDTH|MedCath Corporation - Common Stock|Q|N|N|100
MDVN|Medivation, Inc. - Common Stock|G|N|N|100
MEAD|Meade Instruments Corp. - Common Stock|S|N|N|100
MEAS|Measurement Specialties, Inc. - Common Stock|Q|N|N|100
MEDW|MEDIWARE Information Systems, Inc. - Common Stock|S|N|N|100
MELA|MELA Sciences, Inc - Common Stock|S|N|N|100
MELI|MercadoLibre, Inc. - Common Stock|Q|N|N|100
MEMP|Memorial Production Partners LP - Common Units|Q|N|N|100
MEMS|MEMSIC, Inc. - Common Stock|G|N|N|100
MENT|Mentor Graphics Corporation - Common Stock|Q|N|N|100
MEOH|Methanex Corporation - Common Stock|Q|N|N|100
MERC|Mercer International Inc. - Common Stock|Q|N|N|100
MERU|Meru Networks, Inc. - Common Stock|G|N|N|100
METR|Metro Bancorp, Inc - Common Stock|Q|N|N|100
MFI|MicroFinancial Incorporated - Common Stock|G|N|N|100
MFLR|Mayflower Bancorp, Inc. - Common Stock|G|N|N|100
MFLX|Multi-Fineline Electronix, Inc. - Common Stock|Q|N|N|100
MFNC|Mackinac Financial Corporation - Common Stock|S|N|N|100
MFRI|MFRI, Inc. - Common Stock|G|N|N|100
MFRM|Mattress Firm Holding Corp. - Common Stock|Q|N|N|100
MFSF|MutualFirst Financial Inc. - Common Stock|G|N|N|100
MGAM|Multimedia Games Holding Company, Inc. - Common Stock|Q|N|N|100
MGEE|MGE Energy Inc. - Common Stock|Q|N|N|100
MGIC|Magic Software Enterprises Ltd. - Ordinary Shares|Q|N|N|100
MGLN|Magellan Health Services, Inc. - Common Stock|Q|N|N|100
MGPI|MGP Ingredients, Inc. - Common Stock|Q|N|N|100
MGRC|McGrath RentCorp - Common Stock|Q|N|N|100
MGYR|Magyar Bancorp, Inc. - Common Stock|G|N|N|100
MHGC|Morgans Hotel Group Co. - Common Stock|G|N|N|100
MHLD|Maiden Holdings, Ltd. - Common Stock|Q|N|N|100
MIDD|The Middleby Corporation - Common Stock|Q|N|N|100
MIND|Mitcham Industries, Inc. - Common Stock|Q|N|N|100
MINI|Mobile Mini, Inc. - Common Stock|Q|N|N|100
MIPS|MIPS Technologies, Inc. - Common Stock|Q|N|N|100
MITI|Micromet, Inc. - Common Stock|Q|N|N|100
MITK|Mitek Systems, Inc. - Common Stock|S|N|N|100
MITL|Mitel Networks Corporation - Common Shares|G|N|N|100
MKSI|MKS Instruments, Inc. - Common Stock|Q|N|N|100
MKTAY|Makita Corp. - ADS each representing one share of the registrant?s Common Stock|Q|N|N|100
MKTG|Responsys, Inc. - Common Stock $.0001 par value|Q|N|N|100
MKTX|MarketAxess Holdings, Inc. - Common Stock|Q|N|N|100
MLAB|Mesa Laboratories, Inc. - Common Stock|G|N|N|100
MLHR|Herman Miller, Inc. - Common Stock|Q|N|N|100
MLNK|ModusLink Global Solutions, Inc - Common Stock|Q|N|N|100
MLNX|Mellanox Technologies, Ltd. - Ordinary Shares|Q|N|N|100
MLVF|Malvern Federal Bancorp, Inc. - Common Stock|G|N|N|100
MMLP|Martin Midstream Partners L.P. - Common Units Representing Limited Partnership Interests|Q|N|N|100
MMSI|Merit Medical Systems, Inc. - Common Stock|Q|N|N|100
MMUS|MakeMusic, Inc. - Common Stock|S|N|N|100
MMYT|MakeMyTrip Limited - Ordinary Shares|Q|N|N|100
MNDO|MIND C.T.I. Ltd. - Ordinary Shares|G|N|N|100
MNEL|Mission NewEnergy Limited - Ordinary Shares|G|N|D|100
MNGL|Blue Wolf Mongolia Holdings Corp. - Ordinary Shares|S|N|N|100
MNGLU|Blue Wolf Mongolia Holdings Corp. - Unit|S|N|N|100
MNGLW|Blue Wolf Mongolia Holdings Corp. - Warrant|S|N|N|100
MNKD|MannKind Corporation - Common Stock|G|N|N|100
MNOV|MediciNova, Inc. - Common Stock|G|N|N|100
MNRK|Monarch Financial Holdings, Inc. - Common Stock|S|N|N|100
MNRKP|Monarch Financial Holdings, Inc. - Series B Noncumulative Convertible Perpetual Preferred Stock|S|N|N|100
MNRO|Monro Muffler Brake, Inc. - Common Stock|Q|N|N|100
MNST|Monster Beverage Corporation - Common Stock|Q|N|N|100
MNTA|Momenta Pharmaceuticals, Inc. - Common Stock|Q|N|N|100
MNTG|MTR Gaming Group, Inc. - Common Stock|Q|N|N|100
MNTX|Manitex International, Inc. - common stock|S|N|N|100
MOBI|Sky-mobi Limited - ADS|G|N|N|100
MOCO|MOCON, Inc. - Common Stock|G|N|N|100
MODL|MModal Inc. - Common Stock|Q|N|N|100
MOFG|MidWestOne Financial Group, Inc. - Common Stock|Q|N|N|100
MOLX|Molex Incorporated - Common Stock|Q|N|N|100
MOLXA|Molex Incorporated - Class A Common Stock|Q|N|N|100
MORN|Morningstar, Inc. - Common Stock|Q|N|N|100
MOSY|MoSys, Inc. - Common Stock|G|N|N|100
MOTR|Motricity, Inc. - Common Stock|Q|N|N|100
MOVE|Move, Inc. - Common Stock|Q|N|N|100
MPAA|Motorcar Parts of America, Inc. - Common Stock|Q|N|E|100
MPAC|MOD-PAC CORP. - Common Stock|G|N|N|100
MPB|Mid Penn Bancorp - Common Stock|G|N|N|100
MPEL|Melco Crown Entertainment Limited - American depositary shares each representing three ordinary shares|Q|N|N|100
MPET|Magellan Petroleum Corporation - Common Stock|S|N|N|100
MPWR|Monolithic Power Systems, Inc. - Common Stock|Q|N|N|100
MRCY|Mercury Computer Systems - Common Stock|Q|N|N|100
MRGE|Merge Healthcare Incorporated. - Common Stock|Q|N|N|100
MRLN|Marlin Business Services Corp. - Common Stock|Q|N|N|100
MRTN|Marten Transport, Ltd. - Common Stock|Q|N|N|100
MRVL|Marvell Technology Group Ltd. - Common Stock|Q|N|N|100
MSBF|MSB Financial Corp. - common stock|G|N|N|100
MSCC|Microsemi Corporation - Common Stock|Q|N|N|100
MSDXP|BB&T Corporation - Mason-Dixon Capital Trust - $2.5175 Preferred Securities|G|N|N|100
MSEX|Middlesex Water Company - Common Stock|Q|N|N|100
MSFG|MainSource Financial Group, Inc. - Common Stock|Q|N|N|100
MSFT|Microsoft Corporation - Common Stock|Q|N|N|100
MSG|The Madison Square Garden Company - Class A Common Stock|Q|N|N|100
MSHL|Marshall Edwards, Inc. - Common Stock|S|N|N|100
MSLI|Merus Labs International Inc. - Common Stock|S|N|N|100
MSON|MISONIX, Inc. - Common Stock|G|N|N|100
MSPD|Mindspeed Technologies, Inc. - Common Stock|Q|N|N|100
MSTR|MicroStrategy Incorporated - Class A Common Stock|Q|N|N|100
MSW|Mission West Properties, Inc. - Common Stock|Q|N|N|100
MTEX|Mannatech, Incorporated - Common Stock|Q|N|N|100
MTGE|American Capital Mortgage Investment Corp. - Common Stock|Q|N|N|100
MTOX|Medtox Scientific, Inc. - Common Stock|Q|N|N|100
MTRX|Matrix Service Company - Common Stock|Q|N|N|100
MTSC|MTS Systems Corporation - Common Stock|Q|N|N|100
MTSL|MER Telemanagement Solutions Ltd. - Ordinary Shares|S|N|N|100
MTSN|Mattson Technology, Inc. - Common Stock|Q|N|N|100
MU|Micron Technology, Inc. - Common Stock|Q|N|N|100
