"release","date","author","status","maturity","version","first","distribution","abstract"
"App-numseq-0.002","2022-02-06T00:06:12","PERLANCAR","latest","released","0.002","1","App-numseq","Generate some number sequences"
"Carp-Patch-Verbose-0.001","2022-02-06T00:06:23","PERLANCAR","latest","released","0.001","1","Carp-Patch-Verbose","Set some Carp variables so stack trace is more verbose"
"Barcode-ZBar-0.05-TRIAL","2022-02-06T00:13:05","TIMLEGGE","cpan","developer","0.05","","Barcode-ZBar","Perl interface to the ZBar Barcode Reader"
"Math-Complex_C-0.15","2022-02-06T00:39:47","SISYPHUS","latest","released","0.15","","Math-Complex_C","perl interface to C's double precision complex operations."
"Symlink-DSL-0.4.0","2022-02-06T03:46:56","SHLOMIF","latest","released","0.4.0","","Symlink-DSL","a domain-specific language for setting up symbolic links."
"Math-Decimal64-0.17","2022-02-06T05:07:58","SISYPHUS","latest","released","0.17","","Math-Decimal64","perl interface to C's _Decimal64 operations."
"Net-MAC-Vendor-1.267","2022-02-06T05:09:25","ETHER","cpan","released","1.267","","Net-MAC-Vendor","Look up the vendor for a MAC"
"Duadua-0.27","2022-02-06T07:02:07","BAYASHI","latest","released","0.27","","Duadua","Detect User-Agent, do up again!"
"Math-Decimal128-0.11","2022-02-06T11:24:51","SISYPHUS","latest","released","0.11","","Math-Decimal128","perl interface to C's _Decimal128 operations."
"Math-Float128-0.14","2022-02-06T11:59:12","SISYPHUS","latest","released","0.14","","Math-Float128","perl interface to C's (quadmath) __float128 operations"
"Music-Intervals-0.0803","2022-02-06T12:51:13","GENE","backpan","released","0.0803","","Music-Intervals","Breakdown of musical intervals"
"Text-Layout-0.028","2022-02-06T15:07:48","JV","latest","released","0.028","","Text-Layout","Pango style markup formatting"
"Dist-Zilla-Plugin-SignReleaseNotes-0.0005","2022-02-06T15:17:03","TIMLEGGE","cpan","released","0.0005","","Dist-Zilla-Plugin-SignReleaseNotes","Create and signs a 'Release' notes file"
"Dist-Zilla-Plugin-SignReleaseNotes-0.0006","2022-02-06T15:29:58","TIMLEGGE","cpan","released","0.0006","","Dist-Zilla-Plugin-SignReleaseNotes","Create and signs a 'Release' notes file"
"Lang-HL-Syntax-0.04","2022-02-06T15:44:09","RAJ","cpan","released","0.04","","Lang-HL-Syntax","Syntax Check for HL"
"Barcode-ZBar-0.06-TRIAL","2022-02-06T16:40:07","TIMLEGGE","cpan","developer","0.06","","Barcode-ZBar","Perl interface to the ZBar Barcode Reader"
"Telebot-0.01","2022-02-06T17:21:57","LIOL","latest","released","0.01","1","Telebot","The Telebot command system"
"Barcode-ZBar-0.07-TRIAL","2022-02-06T20:55:47","TIMLEGGE","cpan","developer","0.07","","Barcode-ZBar","Perl interface to the ZBar Barcode Reader"
"Math-GMPf-0.46","2022-02-06T23:56:20","SISYPHUS","latest","released","0.46","","Math-GMPf","Perl interface to the GMP floating point functions"
"App-GitUtils-0.083","2022-02-07T00:05:36","PERLANCAR","latest","released","0.083","","App-GitUtils","Day-to-day command-line utilities for git"
"Text-Table-HTML-DataTables-0.010","2022-02-07T00:05:47","PERLANCAR","latest","released","0.010","","Text-Table-HTML-DataTables","Generate HTML table with jQuery and DataTables plugin"
"Math-GMPq-0.49","2022-02-07T00:17:30","SISYPHUS","latest","released","0.49","","Math-GMPq","Perl interface to the GMP rational functions"
"Math-GMPz-0.53","2022-02-07T00:53:14","SISYPHUS","latest","released","0.53","","Math-GMPz","Perl interface to the GMP integer functions"
"Math-MPFR-4.19","2022-02-07T03:54:13","SISYPHUS","latest","released","4.19","","Math-MPFR","Perl interface to the MPFR (floating point) library"
"qq-0.06","2022-02-07T04:08:33","RAJ","latest","released","0.06","","qq","command line journal app"
"SPVM-0.9502","2022-02-07T04:45:24","KIMOTO","cpan","released","0.9502","","SPVM","Static Perl Virtual Machine. Fast Calculation, Fast Array Operation, and Easy C/C++ Binding."
"Math-Complex_C-L-0.08","2022-02-07T05:10:30","SISYPHUS","latest","released","0.08","","Math-Complex_C-L","perl interface to C's long double complex operations."
"Net-MAC-Vendor-1.268","2022-02-07T05:13:19","ETHER","latest","released","1.268","","Net-MAC-Vendor","Look up the vendor for a MAC"
"Lang-HL-Syntax-0.05","2022-02-07T07:39:56","RAJ","cpan","released","0.05","","Lang-HL-Syntax",""
"FCGI-Daemon-0.20220206","2022-02-07T09:36:22","AZJADFTRE","latest","released","0.20220206","","FCGI-Daemon","Perl-aware Fast CGI daemon for use with nginx web server."
"Math-LongDouble-0.23","2022-02-07T09:53:04","SISYPHUS","latest","released","0.23","","Math-LongDouble","perl interface to C's long double operations"
"App-tldr-0.11","2022-02-07T11:20:38","SKAJI","latest","released","0.11","","App-tldr","a perl client for https://tldr.sh/"
"Sereal-4.019","2022-02-07T11:58:46","YVES","cpan","released","4.019","","Sereal","Fast, compact, powerful binary (de-)serialization"
"Sereal-Decoder-4.019","2022-02-07T11:58:57","YVES","cpan","released","4.019","","Sereal-Decoder","Fast, compact, powerful binary deserialization"
"Sereal-Encoder-4.019","2022-02-07T11:59:08","YVES","cpan","released","4.019","","Sereal-Encoder","Fast, compact, powerful binary serialization"
"Math-MPFI-0.10","2022-02-07T12:03:26","SISYPHUS","latest","released","0.10","","Math-MPFI","perl interface to the MPFI (interval arithmetic) library."
"Lang-HL-Syntax-0.07","2022-02-07T12:08:46","RAJ","latest","released","0.07","","Lang-HL-Syntax",""
"Math-MPC-1.14","2022-02-07T12:14:16","SISYPHUS","latest","released","1.14","","Math-MPC","Perl interface to the MPC (multi precision complex) library"
"Amazon-Credentials-1.0.19","2022-02-07T13:12:34","BIGFOOT","latest","released","v1.0.19","","Amazon-Credentials","AWS credentials discoverer"
"Tickit-Widget-Menu-0.15","2022-02-07T13:41:52","PEVANS","latest","released","0.15","","Tickit-Widget-Menu","display a menu of choices"
"Tickit-Widget-Tabbed-0.026","2022-02-07T13:53:46","PEVANS","latest","released","0.026","","Tickit-Widget-Tabbed","Basic tabbed window support"
"Music-Intervals-0.0804","2022-02-07T15:33:44","GENE","backpan","released","0.0804","","Music-Intervals","Breakdown of musical intervals"
"RT-Extension-ImportCustomFieldValues-0.01","2022-02-07T16:40:59","ELACOUR","cpan","released","0.05","1","RT-Extension-ImportCustomFieldValues","Allow to import customfield values from CSV file"
"RT-Extension-ImportCustomFieldValues-0.02","2022-02-07T16:53:53","ELACOUR","cpan","released","0.05","1","RT-Extension-ImportCustomFieldValues","Allow to import customfield values from CSV file"
"XML-RSSLite-0.16","2022-02-07T17:14:20","JPIERCE","cpan","released","0.16","","XML-RSSLite","lightweight, ""relaxed"" RSS (and XML-ish) parser"
"Music-Intervals-0.0900","2022-02-07T17:41:07","GENE","backpan","released","0.0900","","Music-Intervals","Breakdown of musical intervals"
"PDL-2.073","2022-02-07T20:50:38","ETJ","backpan","released","2.073","","PDL","Perl Data Language"
"Class-Utils-0.11","2022-02-07T21:25:59","SKIM","latest","released","0.11","","Class-Utils","Class utilities."
"Bencher-1.060","2022-02-08T00:05:26","PERLANCAR","latest","released","1.060","","Bencher","A benchmark framework"
"Org-To-HTML-0.234","2022-02-08T00:05:37","PERLANCAR","latest","released","0.234","","Org-To-HTML","Export Org document to HTML"
"Barcode-ZBar-0.08-TRIAL","2022-02-08T01:37:08","TIMLEGGE","backpan","developer","0.08","","Barcode-ZBar","Perl interface to the ZBar Barcode Reader"
"Alien-SWIProlog-0.002","2022-02-08T04:08:40","ZMUGHAL","latest","released","0.002","","Alien-SWIProlog","Alien package for the SWI-Prolog Prolog interpreter"
"Crypt-EAMessage-1.220390-TRIAL","2022-02-08T04:15:20","JMASLAK","cpan","developer","1.220390","","Crypt-EAMessage","Simple-to-use Abstraction of Encrypted Authenticated Messages"
"PDL-NDBin-0.025","2022-02-08T04:42:02","ETJ","latest","released","0.025","","PDL-NDBin","Multidimensional binning & histogramming"
"Lang-HL-5.002","2022-02-08T04:53:05","RAJ","cpan","released","5.002","","Lang-HL",""
"PDL-2.074","2022-02-08T06:26:41","ETJ","latest","released","2.074","","PDL","Perl Data Language"
"Net-Fortinet-FortiManager-0.003000","2022-02-08T06:45:47","ABRAXXA","cpan","released","0.003000","","Net-Fortinet-FortiManager","Fortinet FortiManager REST API client library"
"SPVM-0.9503","2022-02-08T07:29:45","KIMOTO","cpan","released","0.9503","","SPVM","Static Perl Virtual Machine. Fast Calculation, Fast Array Operation, and Easy C/C++ Binding."
"CDS-0.26","2022-02-08T08:56:46","LOCHMATT","cpan","released","0.26","","CDS","Condensation Data System (condensation.io), support for folder and HTTP stores, command line interface"
"Parser-FIT-0.01","2022-02-08T09:37:32","GHANDI","cpan","released","0.01","1","Parser-FIT","A parser for garmin FIT (Flexible and Interoperable Data Transfer) files"
"Mojolicious-Plugin-OAuth2-2.02","2022-02-08T09:50:33","JHTHORSEN","latest","released","2.02","","Mojolicious-Plugin-OAuth2","Auth against OAuth2 APIs including OpenID Connect"
"App-Music-ChordPro-5.987","2022-02-08T10:16:09","JV","latest","released","5.987","","App-Music-ChordPro","A lyrics and chords formatting program"
"Parser-FIT-0.02","2022-02-08T10:34:12","GHANDI","cpan","released","0.02","","Parser-FIT","A parser for garmin FIT (Flexible and Interoperable Data Transfer) files"
"Data-Tools-1.25","2022-02-08T10:42:12","CADE","latest","released","1.25","","Data-Tools",""
"Sys-Cmd-0.99.0_2","2022-02-08T11:28:02","MLAWREN","cpan","developer","v0.99.0_2","","Sys-Cmd","run a system command or spawn a system processes"
"Barcode-ZBar-0.09-TRIAL","2022-02-08T11:44:40","TIMLEGGE","cpan","developer","0.09","","Barcode-ZBar","Perl interface to the ZBar Barcode Reader"
"experimental-0.026","2022-02-08T13:41:24","LEONT","cpan","released","0.026","","experimental","Experimental features made easy"
"Term-ANSIColorx-ColorNicknames-2.7193","2022-02-08T13:44:15","JETTERO","latest","released","2.7193","","Term-ANSIColorx-ColorNicknames","highlight things in a stream of output"
"Net-Fortinet-FortiManager-0.003001","2022-02-08T13:54:46","ABRAXXA","latest","released","0.003001","","Net-Fortinet-FortiManager","Fortinet FortiManager REST API client library"
"Barcode-ZBar-0.10","2022-02-08T16:15:02","TIMLEGGE","latest","released","0.10","","Barcode-ZBar","Perl interface to the ZBar Barcode Reader"
"experimental-0.027","2022-02-08T17:42:22","LEONT","latest","released","0.027","","experimental","Experimental features made easy"
"Test2-Harness-1.000105","2022-02-08T18:01:36","EXODIST","cpan","released","1.000105","","Test2-Harness","A new and improved test harness with better Test2 integration."
"Test2-Harness-UI-0.000108","2022-02-08T18:03:03","EXODIST","latest","released","0.000108","","Test2-Harness-UI","Web interface for viewing and inspecting yath test logs"
"Test2-Harness-1.000106","2022-02-08T18:17:21","EXODIST","cpan","released","1.000106","","Test2-Harness","A new and improved test harness with better Test2 integration."
"Geo-Coder-GooglePlaces-0.05","2022-02-08T21:05:38","NHORNE","latest","released","0.05","","Geo-Coder-GooglePlaces","Google Maps Geocoding API"
"Crypt-EAMessage-1.220391","2022-02-08T21:47:36","JMASLAK","latest","released","1.220391","","Crypt-EAMessage","Simple-to-use Abstraction of Encrypted Authenticated Messages"
"Slovo-2022.02.02","2022-02-08T23:40:11","BEROV","backpan","released","v2022.02.02","","Slovo","Искони бѣ Слово"
"App-CekBpom-0.017","2022-02-09T00:06:15","PERLANCAR","latest","released","0.017","","App-CekBpom","Check BPOM products/manufacturers (""sarana"") via the command-line (CLI interface for cekbpom.pom.go.id)"
"End-Eval-Env-0.003","2022-02-09T00:06:26","PERLANCAR","cpan","released","0.003","","End-Eval-Env","Take code from environment variable(s), then eval them in END block"
"MIDI-Praxis-Variation-0.0607","2022-02-09T00:48:25","GENE","latest","released","0.0607","","MIDI-Praxis-Variation","Variation techniques used in music composition"
"Geo-H3-0.07","2022-02-09T01:42:57","MRDVT","latest","released","0.07","","Geo-H3","H3 Geospatial Hexagon Indexing System"
"XML-Grammar-Fiction-0.26.2","2022-02-09T04:18:34","SHLOMIF","cpan","released","0.26.2","","XML-Grammar-Fiction","CPAN distribution implementing an XML grammar and a lightweight markup language for stories, novels and other fiction."
"Test-WWW-WebKit2-0.113","2022-02-09T13:55:51","PVH","latest","released","0.113","","Test-WWW-WebKit2","Perl extension for using an embedding WebKit2 engine for tests"
"Music-Intervals-0.0901","2022-02-09T14:37:46","GENE","backpan","released","0.0901","","Music-Intervals","Breakdown of musical intervals"
"Geo-Coder-Postcodes-0.07","2022-02-09T15:17:17","NHORNE","latest","released","0.07","","Geo-Coder-Postcodes","Provides a geocoding functionality using https://postcodes.io."
"Devel-Trace-Subs-0.23","2022-02-09T17:21:10","STEVEB","cpan","released","0.23","","Devel-Trace-Subs","Generate, track, store and print code flow and stack traces"
"Hash-Wrap-0.20","2022-02-09T19:24:15","DJERIUS","backpan","released","0.20","","Hash-Wrap","create on-the-fly objects from hashes"
"Hash-Wrap-0.21","2022-02-09T19:34:40","DJERIUS","backpan","released","0.21","","Hash-Wrap","create on-the-fly objects from hashes"
"Hash-Wrap-0.22","2022-02-09T19:41:17","DJERIUS","latest","released","0.22","","Hash-Wrap","create on-the-fly objects from hashes"
"Geo-Coder-CA-0.12","2022-02-09T19:45:22","NHORNE","latest","released","0.12","","Geo-Coder-CA","Provides a Geo-Coding functionality using http:://geocoder.ca for both Canada and the US."
"Devel-Trace-Subs-0.24","2022-02-09T20:36:05","STEVEB","latest","released","0.24","","Devel-Trace-Subs","Generate, track, store and print code flow and stack traces"
"HTTP-Daemon-6.13","2022-02-09T20:41:36","OALDERS","latest","released","6.13","","HTTP-Daemon","A simple http server class"
"App-GitHubUtils-0.009","2022-02-10T00:06:09","PERLANCAR","latest","released","0.009","","App-GitHubUtils","Utilities related to GitHub"
"PDL-Drawing-Prima-0.13","2022-02-10T01:32:29","DCMERTENS","cpan","released","0.13","","PDL-Drawing-Prima","PDL-aware drawing functions for Prima widgets"
"XML-RSSLite-0.17","2022-02-10T02:54:48","JPIERCE","latest","released","0.17","","XML-RSSLite","lightweight, ""relaxed"" RSS (and XML-ish) parser"
"JSON-Schema-Modern-Document-OpenAPI-0.020","2022-02-10T02:58:53","ETHER","cpan","released","0.020","","JSON-Schema-Modern-Document-OpenAPI","One OpenAPI v3.1 document"
"Text-Table-Any-0.110","2022-02-10T06:26:23","PERLANCAR","cpan","released","0.110","","Text-Table-Any","Generate text table using one of several backends"
"Text-Table-Any-0.111","2022-02-10T06:26:34","PERLANCAR","latest","released","0.111","","Text-Table-Any","Generate text table using one of several backends"
"Net-Curl-0.50_1","2022-02-10T07:23:44","SYP","cpan","developer","0.50_1","","Net-Curl","Perl interface for libcurl"
"App-CSVUtils-0.035","2022-02-10T07:50:27","PERLANCAR","cpan","released","0.035","","App-CSVUtils","CLI utilities related to CSV"
"App-CSVUtils-0.036","2022-02-10T08:09:45","PERLANCAR","latest","released","0.036","","App-CSVUtils","CLI utilities related to CSV"
"Module-Install-RTx-0.43","2022-02-10T08:32:49","BPS","latest","released","0.43","","Module-Install-RTx","RT extension installer"
"Git-Critic-0.5","2022-02-10T08:52:13","OVID","latest","released","0.5","","Git-Critic","Only run Perl::Critic on lines changed in the current branch"
"Podman-20220210.0","2022-02-10T13:31:09","TSCHAEFER","cpan","released","20220210.0","","Podman","Library of bindings to use the RESTful API of Podman."
"Log-Dispatch-Gelf-1.4.0","2022-02-10T14:26:03","JASEI","latest","released","1.4.0","","Log-Dispatch-Gelf","Log::Dispatch plugin for Graylog's GELF format."
"Date-5.2.11","2022-02-10T14:26:14","SYBER","latest","released","v5.2.11","","Date","extremely fast Date framework with timezones, microseconds, relative dates and intervals support."
"Exception-Backtrace-1.1.1","2022-02-10T14:26:25","SYBER","latest","released","v1.1.1","","Exception-Backtrace","Get C and Perl backtraces"
"XS-librangeV3-1.11.0","2022-02-10T14:26:36","SYBER","latest","released","v1.11.0","","XS-librangeV3","C++ range v3 library for XS"
"Config-MorePerl-1.2.3","2022-02-10T14:28:03","SYBER","latest","released","v1.2.3","","Config-MorePerl","Convenient and flexible config loader in perl format."
"Protocol-WebSocket-Fast-1.2.5","2022-02-10T14:28:10","SYBER","latest","released","v1.2.5","","Protocol-WebSocket-Fast","very fast WebSocket protocol implementation"
"UniEvent-1.2.10","2022-02-10T14:28:21","SYBER","latest","released","v1.2.10","","UniEvent","Object-oriented, fast and extendable event loop abstraction framework with Perl and C++ interface."
"UniEvent-HTTP-1.2.0","2022-02-10T14:28:33","SYBER","latest","released","v1.2.0","","UniEvent-HTTP","extremely fast sync/async http client and server framework"
"UniEvent-HTTP-Manager-1.1.2","2022-02-10T14:28:42","SYBER","latest","released","v1.1.2","","UniEvent-HTTP-Manager","extremely fast asynchronous preforking / threading event based web server"
"XLog-File-1.1.0","2022-02-10T14:28:49","SYBER","latest","released","v1.1.0","","XLog-File","XLog backend for logging to file"
"UniEvent-WebSocket-1.0.0","2022-02-10T14:29:09","SYBER","latest","released","v1.0.0","1","UniEvent-WebSocket","Extremely efficient asynchronous WebSocket Client and Server"
"Repo-RPM-0.01","2022-02-10T16:09:00","KXRCL","latest","released","0.01","1","Repo-RPM","perl module to create RPMs requires tree"
"CDS-0.27","2022-02-10T17:03:35","LOCHMATT","latest","released","0.27","","CDS","Condensation Data System (condensation.io), support for folder and HTTP stores, command line interface"
"Test2-Aggregate-0.17","2022-02-10T17:16:42","DKECHAG","latest","released","0.17","","Test2-Aggregate","Aggregate tests for increased speed"
"Test2-Harness-1.000107","2022-02-10T17:16:53","EXODIST","cpan","released","1.000107","","Test2-Harness","A new and improved test harness with better Test2 integration."
"HealthCheck-Diagnostic-SFTP-v1.4.1","2022-02-10T17:35:14","GSG","latest","released","v1.4.1","","HealthCheck-Diagnostic-SFTP","Check for SFTP access and operations in a HealthCheck"
"Language-Prolog-Yaswi-0.22_01","2022-02-10T17:45:52","ZMUGHAL","cpan","developer","0.22_01","","Language-Prolog-Yaswi","Yet another interface to SWI-Prolog"
"Parse-Man-0.03","2022-02-10T19:32:17","PEVANS","latest","released","0.03","","Parse-Man","parse nroff-formatted manpages"
"Net-DNS-Resolver-Unbound-1.06","2022-02-10T20:48:43","RWF","cpan","released","1.06","","Net-DNS-Resolver-Unbound","Unbound resolver base for Net::DNS"
"Test-MockFile-0.027","2022-02-10T22:24:49","TODDR","cpan","released","0.027","","Test-MockFile","Allows tests to validate code that can interact with files without touching the file system."
"App-sdview-0.06","2022-02-10T22:50:31","PEVANS","latest","released","0.06","","App-sdview","a terminal document viewer for POD and other syntaxes"
"App-ListNewCPANDists-0.016","2022-02-11T00:05:47","PERLANCAR","latest","released","0.016","","App-ListNewCPANDists","List new CPAN distributions in a given time period"
"Rinci-1.1.100","2022-02-11T00:05:58","PERLANCAR","latest","released","1.1.100","","Rinci","Language-neutral metadata for your code"
"Alien-SWIG-0.01","2022-02-11T01:14:26","ZMUGHAL","cpan","released","0.01","","Alien-SWIG","Find or build SWIG C/C++ interface generator"
"QQ-weixin-work-0.06","2022-02-11T02:12:55","YOURSELF","backpan","released","0.06","","QQ-weixin-work","QQ::weixin::work - api for 腾讯企业微信"
"QQ-weixin-work-v0.06","2022-02-11T02:44:41","YOURSELF","latest","released","0.06","","QQ-weixin-work","QQ::weixin::work - api for 腾讯企业微信"
"JSON-Schema-Modern-0.543","2022-02-11T04:14:47","ETHER","cpan","released","0.543","","JSON-Schema-Modern","Validate data against a schema"
"JSON-Schema-Modern-Document-OpenAPI-0.021","2022-02-11T04:46:02","ETHER","cpan","released","0.021","","JSON-Schema-Modern-Document-OpenAPI","One OpenAPI v3.1 document"
"Parallel-Queue-v3.4.0","2022-02-11T04:52:46","LEMBARK","cpan","released","v3.4.0","","Parallel-Queue","fork subref's N-way parallel as static list or as  generated by an object."
"Devel-PatchPerl-Plugin-Darwin-getcwd-0.001","2022-02-11T07:26:52","SKAJI","cpan","released","0.001","1","Devel-PatchPerl-Plugin-Darwin-getcwd","a workaround for getcwd in macOS"
"Devel-PatchPerl-Plugin-Darwin-getcwd-0.002","2022-02-11T07:33:29","SKAJI","latest","released","0.002","","Devel-PatchPerl-Plugin-Darwin-getcwd","a workaround for getcwd in macOS"
"Podman-20220211.0","2022-02-11T08:09:06","TSCHAEFER","latest","released","20220211.0","","Podman","Library of bindings to use the RESTful API of Podman."
"Crypt-OpenSSL-Guess-0.15","2022-02-11T08:53:54","AKIYM","latest","released","0.15","","Crypt-OpenSSL-Guess","Guess OpenSSL include path"
"Lang-HL-5.005","2022-02-11T10:11:07","RAJ","cpan","released","5.005","","Lang-HL",""
"Pg-Explain-2.0","2022-02-11T10:37:55","DEPESZ","latest","released","2.0","","Pg-Explain","Object approach at reading explain analyze output"
"Mail-Message-3.012","2022-02-11T10:38:06","MARKOV","latest","released","3.012","","Mail-Message","Processing MIME messages"
"User-Identity-1.01","2022-02-11T10:38:17","MARKOV","latest","released","1.01","","User-Identity","Collect information about a user"
"Devel-Deanonymize-0.2.0","2022-02-11T11:37:31","TOBIB","latest","released","v0.2.0","","Devel-Deanonymize","A tool do make anonymous sub visible to Devel::Cover"
"Mojolicious-Command-coverage-0.0.2","2022-02-11T12:05:34","TOBIB","cpan","released","v0.0.2","","Mojolicious-Command-coverage","Start you mojo app in coverage mode"
"RT-Extension-ImportCustomFieldValues-0.03","2022-02-11T16:59:38","ELACOUR","latest","released","0.05","1","RT-Extension-ImportCustomFieldValues","Allow to import customfield values from CSV file"
"Music-Intervals-0.0902","2022-02-11T22:29:48","GENE","backpan","released","0.0902","","Music-Intervals","Breakdown of musical intervals"
"Bible-OBML-1.18","2022-02-11T22:37:47","GRYPHON","latest","released","1.18","","Bible-OBML","Open Bible Markup Language parser and renderer"
"App-perlimports-0.000033","2022-02-11T23:24:49","OALDERS","cpan","released","0.000033","","App-perlimports","Make implicit imports explicit"
"Test2-Harness-1.000108","2022-02-11T23:29:17","EXODIST","latest","released","1.000108","","Test2-Harness","A new and improved test harness with better Test2 integration."
"App-TaggedDirUtils-0.002","2022-02-12T00:05:54","PERLANCAR","latest","released","0.002","","App-TaggedDirUtils","CLI utilities related to tagged directories"
"PDL-Fit-Levmar-0.0104","2022-02-12T00:50:24","ETJ","backpan","released","0.0104","","PDL-Fit-Levmar","Nonlinear fit and optimization routines for pdl"
"Mojo-IOLoop-ReadWriteFork-2.00","2022-02-12T02:54:20","JHTHORSEN","latest","released","2.00","","Mojo-IOLoop-ReadWriteFork","Fork a process and read/write from it"
"Text-Amuse-1.80","2022-02-12T07:01:48","MELMOTHX","latest","released","1.80","","Text-Amuse","Generate HTML and LaTeX documents from Emacs Muse markup."
"Excel-ValueReader-XLSX-1.08","2022-02-12T08:19:40","DAMI","latest","released","1.08","","Excel-ValueReader-XLSX","extracting values from Excel workbooks in XLSX format, fast"
"App-Greple-8.56","2022-02-12T08:49:10","UTASHIRO","cpan","released","8.56","","App-Greple","extensible grep with lexical expression and region handling"
"Text-Amuse-Compile-1.80","2022-02-12T08:54:19","MELMOTHX","cpan","released","1.80","","Text-Amuse-Compile","Compiler for Text::Amuse"
"Net-Curl-0.50_2","2022-02-12T08:56:50","SYP","cpan","developer","0.50_2","","Net-Curl","Perl interface for libcurl"
"HTTP-UserAgentClientHints-0.01","2022-02-12T11:14:30","BAYASHI","cpan","released","0.01","1","HTTP-UserAgentClientHints","To Handle User Agent Client Hints"
"Robots-Validate-v0.2.5","2022-02-12T11:29:57","RRWO","backpan","released","v0.2.5","","Robots-Validate","Validate that IP addresses are associated with known robots"
"Robots-Validate-v0.2.6","2022-02-12T11:37:49","RRWO","latest","released","v0.2.6","","Robots-Validate","Validate that IP addresses are associated with known robots"
"Text-Minify-XS-v0.5.2","2022-02-12T11:39:16","RRWO","cpan","released","v0.5.2","","Text-Minify-XS","remove indentation and trailing whitespace"
"Term-CLI-0.055001","2022-02-12T11:49:35","SBAKKER","cpan","released","0.055001","","Term-CLI","CLI interpreter based on Term::ReadLine"
"Hash-Match-v0.7.2","2022-02-12T11:56:05","RRWO","latest","released","v0.7.2","","Hash-Match","match contents of a hash against rules"
"HTTP-UserAgentClientHints-0.02","2022-02-12T12:00:09","BAYASHI","cpan","released","0.02","","HTTP-UserAgentClientHints","To Handle User Agent Client Hints"
"Text-Minify-XS-v0.5.3-TRIAL","2022-02-12T14:55:42","RRWO","backpan","developer","v0.5.3","","Text-Minify-XS","remove indentation and trailing whitespace"
"Text-Minify-XS-v0.5.4-TRIAL","2022-02-12T15:02:14","RRWO","backpan","developer","v0.5.4","","Text-Minify-XS","remove indentation and trailing whitespace"
"App-Greple-8.5601","2022-02-12T15:50:22","UTASHIRO","latest","released","8.5601","","App-Greple","extensible grep with lexical expression and region handling"
"Alien-ZMQ-latest-0.007","2022-02-12T16:59:38","ZMUGHAL","latest","released","0.007","","Alien-ZMQ-latest","Alien package for the ZeroMQ library"
"Music-Intervals-0.0903","2022-02-12T17:06:14","GENE","backpan","released","0.0903","","Music-Intervals","Breakdown of musical intervals"
"Geo-Elevation-HGT-0.08","2022-02-12T17:19:15","ULIBUCK","latest","released","0.08","","Geo-Elevation-HGT","Elevation service with terrain data provided by Mapzen and Amazon AWS S3"
"Venus-0.06","2022-02-12T17:59:54","CPANERY","cpan","released","0.06","","Venus","OO Library for Perl 5"
"Language-Prolog-Yaswi-0.23","2022-02-12T18:07:06","ZMUGHAL","latest","released","0.23","","Language-Prolog-Yaswi","Yet another interface to SWI-Prolog"
"Test-MockFile-0.028","2022-02-12T18:30:15","TODDR","cpan","released","0.028","","Test-MockFile","Allows tests to validate code that can interact with files without touching the file system."
"App-easyDifferentialGeneCoexpressionWrapper-1","2022-02-12T19:12:19","AALAMEER","latest","released","1","1","App-easyDifferentialGeneCoexpressionWrapper","easyDifferentialGeneCoexpressionWrapper is a wrapper program for the easyDifferentialGeneCoexpression.r R script (developed by Davide Chicco)."
"Music-Intervals-0.0904","2022-02-12T21:35:06","GENE","latest","released","0.0904","","Music-Intervals","Breakdown of musical intervals"
"Regexp-Pattern-License-v3.9.4","2022-02-12T22:03:14","JONASS","latest","released","v3.9.4","","Regexp-Pattern-License","regular expressions for legal licenses"
"Inline-Java-0.67","2022-02-12T23:38:10","ETJ","latest","released","0.67","","Inline-Java","Write Perl classes in Java."
"Acme-CPANModules-Foozilla-0.001","2022-02-13T00:05:09","PERLANCAR","latest","released","0.001","1","Acme-CPANModules-Foozilla","Ideas for module/script/project name using 'zilla'"
"Begin-Eval-Env-0.001","2022-02-13T00:05:20","PERLANCAR","latest","released","0.001","1","Begin-Eval-Env","Take code from environment variable(s), then eval them"
"Mojo-UserAgent-SecureServer-0.04","2022-02-13T01:55:25","JHTHORSEN","latest","released","0.04","","Mojo-UserAgent-SecureServer","Secure application server for Mojo::UserAgent"
"XML-Grammar-Fiction-0.26.3","2022-02-13T05:01:03","SHLOMIF","latest","released","0.26.3","","XML-Grammar-Fiction","CPAN distribution implementing an XML grammar and a lightweight markup language for stories, novels and other fiction."
"PDL-Fit-Levmar-0.0105","2022-02-13T05:11:00","ETJ","latest","released","0.0105","","PDL-Fit-Levmar","Nonlinear fit and optimization routines for pdl"
"Dist-Milla-v1.0.21","2022-02-13T05:20:10","MIYAGAWA","latest","released","v1.0.21","","Dist-Milla","Distribution builder, Opinionated but Unobtrusive"
"Carmel-v0.1.39","2022-02-13T05:21:37","MIYAGAWA","latest","released","v0.1.39","","Carmel","CPAN Artifact Repository Manager"
"PDL-Parallel-threads-0.04","2022-02-13T05:34:20","DCMERTENS","latest","released","0.04","","PDL-Parallel-threads","sharing PDL data between Perl threads"
"Text-Amuse-Compile-1.81","2022-02-13T07:48:19","MELMOTHX","cpan","released","1.81","","Text-Amuse-Compile","Compiler for Text::Amuse"
"Venus-0.07","2022-02-13T08:08:32","CPANERY","latest","released","0.07","","Venus","OO Library for Perl 5"
