code,title,description
84234,"BADAN NASIONAL PENANGGULANGAN BENCANA DAN PEMADAM KEBAKARAN","Kelompok ini mencakup kegiatan Badan Nasional Penanggulangan Bencana dan lembaga pemerintahanan dalam bidang pemadam dan pencegah kebakaran, seperti administrasi dan operasi pasukan pemadam api umum maupun khusus untuk pencegahan kebakaran, pemadaman, penyelamatan manusia dan hewan, bantuan terhadap bencana nasional, banjir dan kecelakaan di jalan dan penyediaan bantuan untuk keadaan darurat dalam negeri seperti keadaan damai setelah bencana dan lain-lain."
843,"JAMINAN SOSIAL WAJIB","Golongan ini mencakup kegiatan pendanaan dan administrasi jaminan sosial wajib yang diselenggarakan oleh pemerintah, seperti jaminan sosial kesehatan, kecelakaan kerja, pengangguran, pensiun, program yang menjamin kehilangan pendapatan yang disebabkan oleh kelahiran, cacat tubuh dan status kejandaan dan lain-lain."
8430,"JAMINAN SOSIAL WAJIB","Subgolongan ini mencakup pendanaan dan administrasi dari program jaminan sosial wajib yang diselenggarakan pemerintah.Subgolongan ini mencakup :- Jaminan sosial kesehatan dan keselamatan kerja dan pengangguran- Pensiun- Program untuk mengatasi masalah kehilangan pendapatan yang diakibatkan oleh persalinan, cacat sementara, status janda dan lain-lainSubgolongan ini tidak mencakup :- Jaminan sosial yang tidak diwajibkan, lihat 6531, 6532- Penyediaan jasa kesejahteraan dan kerja sosial (tanpa akomodasi), lihat 8810, 8891, 8899"
84300,"JAMINAN SOSIAL WAJIB","Kelompok ini mencakup usaha pendanaan dan administrasi jaminan sosial wajib yang diselenggarakan oleh pemerintah, seperti jaminan sosial kesehatan, kecelakaan, pengangguran dan pensiun, program untuk mengatasi masalah kehilangan pendapatan yang diakibatkan oleh persalinan, cacat sementara, status janda dan lain-lain."
85,PENDIDIKAN,"Golongan pokok ini mencakup kegiatan pendidikan dasar, pendidikan menengah, pendidikan tinggi dan pendidikan lain. Golongan pokok ini juga mencakup jasa penunjang pendidikan dan pendidikan anak usia dini (pra sekolah)."
851,"PENDIDIKAN ANAK USIA DINI DAN DASAR","Golongan ini mencakup kegiatan yang menyediakan pendidikan akademis dan pendidikan terkait yang memberi siswa, pada umumnya anak-anak, suatu pendidikan dasar yang kuat dalam hal membaca, menulis dan berhitung serta pemahaman dasar mengenai subjek lain seperti sejarah, geografi, ilmu alam, ilmu sosial, seni dan musik. Pendidikan semacam ini juga disediakan untuk anak dengan usia di atas usia untuk masuk sekolah dasar.Golongan ini juga mencakup kegiatan penyediaan jasa pendidikan anak usia dini untuk anak usia pra sekolah dalam persiapan memasuki masa pendidikan selanjutnya. Golongan ini mencakup kegiatan penyediaan jasa pendidikan anak usia dini yang ditujukan kepada anak sejak lahir sampai dengan usia 6 (enam) tahun yang dilakukan melalui pemberian rangsangan pendidikan untuk membantu pertumbuhan dan perkembangan jasmani dan rohani agar anak memiliki kesiapan dalam memasuki pendidikan lebih lanjut."
8511,"PENDIDIKAN DASAR PEMERINTAH","Subgolongan ini mencakup penyediaan pendidikan akademis dan pelatihan yang dikelola oleh pemerintah yang memberikan siswanya dasar untuk membaca, menulis, matematika dan pengetahuan dasar untuk bidang pelajaran lain seperti sejarah, geografi, ilmu pengetahuan alam, ilmu pengetahuan sosial, kesenian dan musik. Pendidikan seperti ini umumnya diberikan untuk anak-anak, bagaimanapun penyediaan program baca tulis (literatur) baik di dalam atau di luar sistem sekolah, yang mirip dengan program pendidikan dasar tetapi ditujukan untuk anak dengan usia di atas usia untuk memasuki sekolah dasar, juga termasuk di sini.Subgolongan ini juga mencakup penyediaan program untuk jenjang yang sama untuk anak- anak dengan kebutuhan pendidikan khusus. Pendidikan dapat dilakukan di kelas atau melalui siaran radio, televisi, internet atau surat menyurat.Subgolongan ini juga mencakup :- Pendidikan dasar- Pendidikan khusus untuk anak dengan kelainan atau cacat jasmani - Penyediaan program baca tulis (literatur) untuk orang dewasaSubgolongan ini tidak mencakup :- Pendidikan untuk orang dewasa atau pendidikan kursus, seperti yang dimaksud pada golongan 854- Kegiatan perawatan harian untuk anak-anak, lihat 8899"
85111,"PENDIDIKAN DASAR/IBTIDAIYAH PEMERINTAH","Kelompok ini mencakup pendidikan sekolah dasar dan berlangsung selama enam tahun yang dikelola oleh pemerintah termasuk sekolah dasar keagamaan dan pendidikan khusus yang sederajat, seperti Sekolah Dasar Negeri, Madrasah Ibtidaiyah Negeri dan Sekolah Luar Biasa Tingkat Dasar Negeri. Termasuk dalam kelompok ini adalah program pemberantasan buta huruf yang diselenggarakan pemerintah bagi anak-anak yang tidak mempunyai kesempatan bersekolah, juga pendidikan bagi anak-anak terbelakang pada jenjang pendidikan yang sederajat."
85112,"PENDIDIKAN MENENGAH PERTAMA/TSANAWIYAH PEMERINTAH","Kelompok ini mencakup pendidikan sekolah menengah pertama yang berlangsung selama tiga tahun yang dikelola oleh pemerintah termasuk sekolah menengah keagamaan dan pendidikan khusus yang sederajat, seperti Sekolah Menengah Pertama Negeri, Madrasah Tsanawiyah Negeri dan Sekolah Luar Biasa Menengah Pertama Negeri."
8512,"PENDIDIKAN DASAR SWASTA","Subgolongan ini mencakup penyediaan pendidikan akademis dan pelatihan yang dikelola oleh swasta yang memberikan siswanya dasar untuk membaca, menulis, matematika dan pengetahuan dasar untuk bidang pelajaran lainseperti sejarah, geografi, ilmu pengetahuan alam, ilmu pengetahuan sosial, kesenian dan musik. Pendidikan seperti ini umumnya diberikan untuk anak- anak, bagaimanapun penyediaan program baca tulis (literature) baik di dalam atau di luar sistem sekolah, yang mirip dengan program pendidikan dasar tetapi ditujukan untuk anak dengan usia di atas usia untuk memasuki sekolah dasar, juga termasuk di sini.Subgolongan ini juga mencakup penyediaan program untuk jenjang yang sama untuk anak-anak dengan kebutuhan pendidikan khusus. Pendidikan dapat dilakukan di kelas atau melalui siaran radio, televisi, internet atau surat menyurat.Subgolongan ini juga mencakup :- Pendidikan dasar- Pendidikan khusus untuk anak dengan kelainan atau cacat jasmani- Penyediaan program baca tulis (literatur) untuk orang dewasa- Paket A setara SD- Paket B setara SMP- Pendidikan Kesetaraan yang diselenggarakan oleh pesantren untuk paket Setara SD dan SMPSubgolongan ini tidak mencakup :- Pendidikan untuk orang dewasa atau pendidikan kursus, seperti yang dimaksud pada golongan 854- Kegiatan perawatan harian untuk anak-anak, lihat 8899"
85121,"PENDIDIKAN DASAR/IBTIDAIYAH SWASTA","Kelompok ini mencakup pendidikan sekolah dasar dan berlangsung selama enam tahun yang dikelola oleh swasta termasuk sekolah dasar keagamaan dan pendidikan khusus yang sederajat, seperti Sekolah Dasar, Madrasah Ibtidaiyah dan Sekolah Luar Biasa Tingkat Dasar. Termasuk dalam kelompok ini adalah program pemberantasan buta huruf yang diselenggarakan pemerintah bagi anak-anak yang tidak mempunyai kesempatan bersekolah, juga pendidikan bagi anak-anak terbelakang pada jenjang pendidikan yang sederajat."
85122,"PENDIDIKAN MENENGAH PERTAMA/TSANAWIYAH SWASTA","Kelompok ini mencakup pendidikan sekolah menengah pertama yang berlangsung selama tiga tahun yang dikelola oleh swasta termasuk sekolah menengah keagamaan dan pendidikan khusus yang sederajat, seperti Sekolah Menengah Pertama, Madrasah Tsanawiyah dan Sekolah Luar Biasa Menengah Pertama."
8513,"PENDIDIKAN ANAK USIA DINI","Subgolongan ini mencakup kegiatan penyediaan jasa pendidikan anak usia dini untuk anak sejak lahir sampai dengan usia enam tahun yang dilakukan melalui pemberian rangsangan pendidikan untuk membantu pertumbuhan dan perkembangan jasmani dan rohani agar anak memiliki kesiapan dalam memasuki pendidikan lebih lanjut (pendidikan dasar), dalam bentuk Taman Kanak-Kanak, Taman Kanak-kanak Luar Biasa, Raudatul Athfal, Bustanul Athfal,Kelompok Bermain, Taman Penitipan Anak, dan Satuan PAUD Sejenis. Baik yang diselenggarakan oleh pemerintah maupun oleh masyarakat."
85131,"PENDIDIKAN TAMAN KANAK-KANAK PEMERINTAH","Kelompok ini mencakup pendidikan pra sekolah untuk anak usia dini dengan program pendidikan bagi anak berusia 4 (empat) tahun sampai dengan 6 (enam) tahun dengan prioritas usia 5 (lima) dan 6 (enam) tahun, yang berlangsung selama satu sampai dua tahun yang dikelola oleh pemerintah, seperti Taman Kanak-kanak."
85132,"PENDIDIKAN TAMAN KANAK-KANAK SWASTA/RAUDATUL ATHFAL/BUSTANUL ATHFAL","Kelompok ini mencakup pendidikan pra sekolah untuk anak usia dini dengan program pendidikan bagi anak berusia 4 (empat) tahun sampai dengan 6 (enam) tahun dengan prioritas usia 5 (lima) dan 6 (enam) tahun, yang berlangsung selama satu sampai dua tahun yang dikelola oleh swasta, seperti Taman Kanak-kanak, Raudatul Athfal (RA) dan Bustanul Athfal (BA)."
85133,"PENDIDIKAN KELOMPOK BERMAIN","Kelompok ini mencakup pendidikan pra sekolah untuk anak usia dini yang mendapatkan program pendidikan sekaligus program kesejahteraan bagi anak sejak lahir sampai dengan 6 (enam) tahun dengan prioritas usia 2 (dua) sampai 4 (empat) tahun yang dikelola oleh pemerintah maupun masyarakat, sepertiKelompok Bermain."
85134,"PENDIDIKAN TAMAN PENITIPAN ANAK","Kelompok ini mencakup pendidikan untuk anak usia dini dengan program pendidikan bagi anak sejak lahir sampai dengan 6 (enam) tahun dengan prioritas sejak lahir sampai dengan usia 4 (empat) tahun, baik yang diselenggarakan oleh pemerintah maupun oleh masyarakat."
85135,"PENDIDIKAN TAMAN KANAK-KANAK LUAR BIASA","Kelompok ini mencakup pendidikan untuk anak usia dini dengan program pendidikan khusus bagi anak berusia 4 (empat) tahun sampai dengan 6 (enam) tahun dengan prioritas usia 5 (lima) dan 6 (enam) tahun, baik yang diselenggarakan oleh pemerintah maupun oleh masyarakat."
85139,"PENDIDIKAN ANAK USIA DINI SEJENIS LAINNYA","Kelompok ini mencakup pendidikan pra sekolah untuk anak usia dini dengan program pendidikan bagi anak usia lahir sampai dengan 6 (enam) tahun yang belum termasuk dalam kelompok 85131 s.d. 85135."
8514,"SATUAN PENDIDIKAN KERJASAMA PENDIDIKAN ANAK USIA DINI DAN PENDIDIKAN DASAR","Kelompok ini mencakup satuan pendidikan jenjang pendidikan anak usia dini dan pendidikan dasar yang diselenggarakan atau dikelola atas dasar kerja sama antara Lembaga Pendidikan Asing (LPA) yang terakreditasi/diakui di negaranya dengan Lembaga Pendidikan Indonesia (LPI) pada jalur formal yang sesuai dengan ketentuan perundang- undangan."
85141,"SATUAN PENDIDIKAN KERJASAMA KELOMPOK BERMAIN","Kelompok ini mencakup satuan pendidikan jenjangKelompok Bermain yang diselenggarakan atau dikelola atas dasar kerja sama antara Lembaga Pendidikan Asing yang terakreditasi/diakui di negaranya dengan Lembaga Pendidikan di Indonesia pada jalur formal yang sesuai dengan ketentuan perundang-undangan."
85142,"SATUAN PENDIDIKAN KERJASAMA TAMAN KANAK-KANAK","Kelompok ini mencakup satuan pendidikan jenjang TK yang diselenggarakan atau dikelola atas dasar kerja sama antara Lembaga Pendidikan Asing yang terakreditasi/diakui di negaranya dengan Lembaga Pendidikan di Indonesia pada jalur formal yang sesuai dengan ketentuan perundang-undangan."
85143,"SATUAN PENDIDIKAN KERJASAMA PENDIDIKAN DASAR","Kelompok ini mencakup satuan pendidikan jenjang Sekolah Dasar yang diselenggarakan atau dikelola atas dasar kerja sama antara Lembaga Pendidikan Asing yang terakreditasi/diakui di negaranya dengan Lembaga Pendidikan di Indonesia pada jalur formal yang sesuai dengan ketentuan perundang-undangan."
85144,"SATUAN PENDIDIKAN KERJASAMA PENDIDIKAN MENENGAH PERTAMA","Kelompok ini mencakup satuan pendidikan jenjang Sekolah Menengah Pertama yang diselenggarakan atau dikelola atas dasar kerja sama antara Lembaga Pendidikan Asing yang terakreditasi/diakui di negaranya dengan Lembaga Pendidikan di Indonesia pada jalur formal yang sesuai dengan ketentuan perundang-undangan."
8515,"PENDIDIKAN PESANTREN DAN PENDIDIKAN KEAGAMAAN ISLAM ANAK USIA DINI DAN DASAR","Subgolongan ini mencakup kegiatan penyediaan jasa pendidikan pesantren dan pendidikan keagamaan Islam pada jenjang pendidikan anak usia dini dan jenjang pendidikan dasar yang diselenggarakan pada jalur pendidikan formal.Subgolongan ini juga mencakup pendidikan pesantren jenjang pendidikan dasar yang lulusannya diakui sama dengan pendidikan formal sederajat setelah dinyatakan lulus ujian.Subgolongan ini tidak mencakup pendidikan keagamaan Islam pada jenjang pendidikan anak usia dini dan jenjang pendidikan dasar yang diselenggarakan pada jalur pendidikan nonformal."
85151,"SATUAN PENDIDIKAN ANAK USIA DINI/PAUD AL-QURAN","Kelompok ini mencakup satuan pendidikan keagamaan Islam yang bertujuan untuk meningkatkan kemampuan peserta didik dalam membaca, menulis,menghafal,memahami,dan mengamalkan kandungan Al Qur&#039;an serta penguatan pendidikan karakter yang diselenggarakan pada jenjang pendidikan anak usia dini pada jalur pendidikan formal, dalam bentuk satuan pendidikan anak usia dini/PAUD al-Qur\&#039;an."
85152,"SATUAN PENDIDIKAN MUADALAH/PENDIDIKAN DINIYAH FORMAL ULA","Kelompok ini mencakup satuan pendidikan pesantren pada jenjang pendidikan dasar yang diselenggarakan pada jalur pendidikan formal sederajat dengan sekolah dasar/madrasah ibtidaiyah, meliputi satuan pendidikan muadalah ula dan satuan pendidikan diniyah formal ula."
85153,"SATUAN PENDIDIKAN MUADALAH/PENDIDIKAN DINIYAH FORMAL WUSTHA","Kelompok ini mencakup satuan pendidikan pesantren pada jenjang pendidikan dasar yang diselenggarakan pada jalur pendidikan formal sederajat dengan sekolah menengah pertama/madrasah tsanawiyah, meliputi satuan pendidikan muadalah wustha dan satuan pendidikan diniyah formal wustha."
85154,"SATUAN PENDIDIKAN PESANTREN PENGKAJIAN KITAB KUNING ULA","Kelompok ini mencakup satuan pendidikan pesantren pada jenjang pendidikan dasar yang lulusannya diakui sama dengan pendidikan formal sederajat dengan sekolah dasar/madrasah ibtidaiyah setelah dinyatakan lulus ujian. Termasuk dalam kelompok ini: pendidikan pesantren berbentuk pengkajian kitab kuning jenjang ula; dan pendidikan kesetaraan pada pondok pesantren salafiyah jenjang ula"
85155,"SATUAN PENDIDIKAN PESANTREN PENGKAJIAN KITAB KUNING WUSTHA","Kelompok ini mencakup satuan pendidikan pesantren pada jenjang pendidikan dasar yang lulusannya diakui sama dengan pendidikan formal sederajat dengan sekolah menengah pertama/madrasah tsanawiyah setelah dinyatakan lulus ujian. Termasuk dalam kelompok ini: pendidikan pesantren berbentuk pengkajian kitab kuning jenjang wustha; dan pendidikan kesetaraan pada pondok pesantren salafiyah jenjang wustha."
8516,"PENDIDIKAN KEAGAMAAN ANAK USIA DINI DAN DASAR","Subgolongan ini mencakup kegiatan penyediaan jasa pendidikan keagamaan selain pendidikan keagamaan Islam (lihat 8515) pada jenjang pendidikan anak usia dini dan jenjang pendidikan dasar yang diselenggarakan pada jalur pendidikan formal.Subgolongan ini tidak mencakup pendidikan keagamaan pada jenjang pendidikan anak usia dini dan jenjang pendidikan dasar yang diselenggarakan pada jalur pendidikan nonformal."
85161,"SATUAN PENDIDIKAN KEAGAMAAN ANAK USIA DINI","Kelompok ini mencakup satuan pendidikan keagamaan selain pendidikan keagamaan Islam (lihat 8515) pada jenjang pendidikan anak usia dini yang diselenggarakan pada jalur pendidikan formal."
85162,"SATUAN PENDIDIKAN KEAGAMAAN DASAR","Kelompok ini mencakup satuan pendidikan keagamaan selain pendidikan keagamaan Islam (lihat 8515) pada jenjang pendidikan dasar yang diselenggarakan pada jalur pendidikan formal sederajat dengan sekolah dasar/madrasah ibtidaiyah."
85163,"SATUAN PENDIDIKAN KEAGAMAAN MENENGAH PERTAMA","Kelompok ini mencakup satuan pendidikan keagamaan selain pendidikan keagamaan Islam (lihat 8515) pada jenjang pendidikan dasar yang diselenggarakan pada jalur pendidikan formal sederajat dengan sekolah menengah pertama/madrasah tsanawiyah."
852,"PENDIDIKAN MENENGAH","Golongan ini mencakup kegiatan yang menyediakan pendidikan menengah umum dan kejuruan. Pendidikan semacam ini biasanya terdiri lebih dari satu bidang studi yang membutuhkan banyak pengajar bidang studi tertentu dan lebih sering memperkerjakan beberapa pengajar unit memimpin kelas bidang studi tertentu. Program semacam ini dirancang agar siswa memenuhi syarat baik pendidikan umum untuk memasuki pendidikan yang lebih tinggi tanpa persyaratan bidang studi tertentu. Untuk pendidikan menengah kejuruan, tujuan dari program ini dapat mermacam-macam dari persiapan untuk lapangan pekerjaan umum atau pekerjaan yang sangat spesifik."
8521,"PENDIDIKAN MENENGAH ATAS/ALIYAH PEMERINTAH","Subgolongan ini mencakup penyediaan pendidikan yang merujuk pada pendidikan jangka panjang dan pengembangan manusia dan mampu memberikan kesempatan pendidikan lebih lanjut yang dikelola oleh pemerintah. Jasa pendidikan ini menyediakan program yang umumnya lebih pada pembentukan yang berorientasi hal yang pokok dengan memakai pengajar khusus dan bahkan mempekerjakan pengajar untuk mengajar di kelas yang sesuai spesifikasinya. Pendidikan dapat dilakukan di kelas atau melalui siaran radio, siaran televisi, internet dan suratmenyurat.Subyek khusus pada jenjang ini biasanya dimulai untuk memberi dampak dan pengalaman yang mendidik untuk mengikuti program umum. Program ini dibuat untuk meningkatkan kualitas siswa memasuki pendidikan yang lebih tinggi tanpa bidang khusus sebagai prasyarat.Subgolongan ini mencakup :- Pendidikan sekolah umum dan sekolah keagamaan pada jenjang pendidikan menengah yang pada prinsipnya memberikan akses menuju pendidikan yang lebih tinggi- Pendidikan khusus untuk siswa cacat pada jenjang pendidikan menengahSubgolongan ini tidak mencakup :- Pendidikan untuk orang dewasa atau pendidikan kursus, seperti yang dimaksud pada golongan 854"
85210,"PENDIDIKAN MENENGAH ATAS/ALIYAH PEMERINTAH","Kelompok ini mencakup pendidikan sekolah menengah tingkat atas yang bersifat umum dan berlangsung selama tiga tahun yang dikelola oleh pemerintah, termasuk sekolah keagamaan dan pendidikan khusus sederajat, seperti Sekolah Menengah Umum Negeri, Madrasah Aliyah Negeri dan Sekolah Luar Biasa Menengah Tingkat Atas Negeri."
8522,"PENDIDIKAN MENENGAH/ALIYAH SWASTA","Subgolongan ini mencakup penyediaan pendidikan yang merujuk pada pendidikan jangka panjang dan pengembangan manusia dan mampu memberikan kesempatan pendidikan lebih lanjut yang dikelola oleh swasta. Jasa pendidikan ini menyediakan program yang umumnya lebih pada pembentukan yang berorientasi hal yang pokok dengan memakai pengajar khusus dan bahkan mempekerjakan pengajar untuk mengajar di kelas yang sesuai spesifikasinya. Pendidikan dapat dilakukan di kelas atau melalui siaran radio, siaran televisi, internet dan surat menyurat. Subyek khusus pada jenjang ini biasanya dimulai untuk memberi dampak dan pengalaman yang mendidik untuk mengikuti program umum. Program ini dibuat untuk meningkatkan kualitas siswa untuk memasuki pendidikan yang lebih tinggi tanpa bidang khusus sebagai prasyarat.Subgolongan ini mencakup :- Pendidikan sekolah umum dan sekolah keagamaan pada jenjang pendidikan menengah yang pada prinsipnya memberikan akses menuju pendidikan yang lebih tinggi- Pendidikan khusus untuk siswa cacat pada jenjang pendidikan menengah - Paket C setara SMA- Pendidikan Kesetaraan yang diselenggarakan oleh pesantren untuk paket Setara SMASubgolongan ini tidak mencakup :- Pendidikan untuk orang dewasa atau pendidikan kursus, seperti yang dimaksud pada golongan 854"
85220,"PENDIDIKAN MENENGAH/ALIYAH SWASTA","Kelompok ini mencakup pendidikan sekolah menengah atas yang bersifat umum dan berlangsung selama tiga tahun yang dikelola oleh swasta, termasuk sekolah keagamaan dan pendidikan khusus sederajat, seperti Sekolah Menengah Umum, Madrasah Aliyah dan Sekolah Luar Biasa Menengah Tingkat Atas."
8523,"PENDIDIKAN MENENGAH KEJURUAN DAN TEKNIS/ALIYAH KEJURUAN PEMERINTAH","Subgolongan ini mencakup pengajaran antara teori dan kemampuan praktik yang nantinya akan berhubungan dengan masa depan atau prospek kerja yang dikelola oleh pemerintah. Tujuan program ini bervariasi mulai dari persiapan untuk bidang pekerjaan umum hingga ke pekerjaan spesifik. Pendidikan dapat dilakukan di ruang kelas atau melalui siaran radio, siaran televisi, internet atau surat menyurat.Subgolongan ini mencakup pendidikan menengah kejuruan di bawah jenjang pendidikan tinggi seperti yang dimaksud di golongan 853.Subgolongan ini mencakup :- Sekolah Menengah Kejuruan (SMK), dengan program studi yang seperti pariwisata, boga, manajemen, perkantoran, perhotelan, teknik, farmasi, kecantikan dan rambut, pertanian dan sekolah menengah kejuruan lainnya, termasuk sekolah khusus untuk peserta didik berkebutuhan khusus pada jenjang pendidikan menengah diselenggarakan oleh lembaga/badan/instansi pemerintah selain Kementerian Pendidikan dan KebudayaanSubgolongan ini tidak mencakup :- Pendidikan kejuruan pada jenjang pendidikan tinggi dan universitas, lihat 8531, 8532- Pendidikan untuk orang dewasa atau pendidikan kursus, seperti yang dimaksud pada golongan 854- Pengajaran kesenian untuk rekreasi, hobi dan tujuan pengembangan kepribadian, lihat 8542- Sekolah mengemudi yang ditujukan untuk pekerjaan sebagai pengemudi, lihat 8549- Pelatihan kerja sebagai bagian dari kegiatan sosial tanpa akomodasi, lihat 8810, 8890"
85230,"PENDIDIKAN MENENGAH KEJURUAN DAN TEKNIS/ALIYAH KEJURUAN PEMERINTAH","Kelompok ini mencakup pendidikan sekolah menengah kejuruan dan berlangsung selama tiga tahun yang dikelola oleh pemerintah, termasuk sekolah keagamaan dan pendidikan khusus yang sederajat, seperti Sekolah Menengah Kejuruan (SMK), dengan program studi seperti pariwisata, boga, manajemen, perkantoran, perhotelan, teknik, farmasi, kecantikan dan rambut, pertanian (termasuk kelautan dan perikanan) dan sekolah menengah kejuruan lainnya, termasuk sekolah khusus untuk peserta didik berkebutuhan khusus pada jenjang pendidikan menengah. Termasuk pendidikan kedinasan yang diselenggarakan oleh lembaga/badan/instansi pemerintah selain Kementerian Pendidikan dan Kebudayaan."
8524,"PENDIDIKAN MENENGAH KEJURUAN/ALIYAH KEJURUAN SWASTA","Subgolongan ini mencakup pendidikan yang menekankan pada spesisalisasi dan pengajaran antara teori dan kemampuan praktik yang nantinya akan berhubungan dengan masa depan atau prospek kerja yang dikelola oleh swasta. Tujuan program ini bervariasi mulai dari persiapan untuk bidang pekerjaan umum hingga ke pekerjaan spesifik. Pendidikan dapat dilakukan di ruang kelas atau melalui siaran radio, siaran televisi, internet atau surat menyurat.Subgolongan ini mencakup pendidikan menengah kejuruan di bawah jenjang pendidikan tinggi seperti yang dimaksud di golongan 853.Subgolongan ini mencakup :- Sekolah Menengah Kejuruan (SMK), dengan program studi yang seperti pariwisata, boga, manajemen, perkantoran, perhotelan, teknik, farmasi, kecantikan dan rambut, pertanian dan sekolah menengah kejuruan lainnya, termasuk sekolah khusus untuk peserta didik berkebutuhan khusus pada jenjang pendidikan menengahSubgolongan ini tidak mencakup :- Pendidikan kejuruan pada jenjang pendidikan tinggi dan universitas, lihat 8531, 8532- Pendidikan untuk orang dewasa atau pendidikan kursus, seperti yang dimaksud pada golongan 854- Pengajaran kesenian untuk rekreasi, hobi dan tujuan pengembangan kepribadian, lihat 8542- Sekolah mengemudi yang ditujukan untuk pekerjaan sebagai pengemudi,lihat 8549- Pelatihan kerja sebagai bagian dari kegiatan sosial tanpa akomodasi, lihat 8810, 8890"
85240,"PENDIDIKAN MENENGAH KEJURUAN/ALIYAH KEJURUAN SWASTA","Kelompok ini mencakup pendidikan sekolah menengah kejuruan dan berlangsung selama tiga tahun yang dikelola oleh swasta, seperti Sekolah Menengah Kejuruan (SMK), dengan program studi seperti pariwisata, boga, manajemen, perkantoran, perhotelan, teknik, farmasi, kecantikan dan rambut, pertanian dan sekolah menengah kejuruan lainnya, termasuk sekolah khusus untuk peserta didik berkebutuhan khusus pada jenjang pendidikan menengah."
8525,"SATUAN PENDIDIKAN KERJASAMA PENDIDIKAN MENENGAH","Subgolongan ini mencakup Satuan Pendidikan jenjang pendidikan menengah yang diselenggarakan atau dikelola atas dasar kerja sama antara Lembaga Pendidikan Asing (LPA) yang terakreditasi/diakui di negaranya dengan Lembaga Pendidikan Indonesia (LPI) pada jalur formal yang sesuai dengan ketentuan perundang-undangan."
85251,"SATUAN PENDIDIKAN KERJASAMA PENDIDIKAN MENENGAH ATAS","Kelompok ini mencakup satuan pendidikan jenjang Sekolah Menengah Atas yang diselenggarakan atau dikelola atas dasar kerja sama antara Lembaga Pendidikan Asing yang terakreditasi/diakui di negaranya dengan Lembaga Pendidikan di Indonesia pada jalur formal yang sesuai dengan ketentuan perundang-undangan."
85252,"SATUAN PENDIDIKAN KERJASAMA PENDIDIKAN MENENGAH KEJURUAN","Kelompok ini mencakup satuan pendidikan jenjang Sekolah Menengah Kejuruan yang diselenggarakan atau dikelola atas dasar kerja sama antara Lembaga Pendidikan Asing yang terakreditasi/diakui di negaranya dengan Lembaga Pendidikan di Indonesia pada jalur formal yang sesuai dengan ketentuan perundang-undangan."
8526,"PENDIDIKAN PESANTREN MENENGAH","Subgolongan ini mencakup kegiatan penyediaan jasa pendidikan pesantren pada jenjang pendidikan menengah yang diselenggarakan pada jalur pendidikan formal.Subgolongan ini juga mencakup pendidikan pesantren jenjang pendidikan menengah yang lulusannya diakui sama dengan pendidikan formal sederajat setelah dinyatakan lulus ujian, dan pendidikan muadalah yang diselenggarakan dalam waktu 6 (enam) tahun atau lebih dengan menggabungkan penyelenggaraan satuan pendidikan muadalah wustha dan satuan pendidikan muadalah ulya secara berkesinambungan."
85261,"SATUAN PENDIDIKAN MUADALAH/ PENDIDIKAN DINIYAH FORMAL ULYA","Kelompok ini mencakup satuan pendidikan pesantren pada jenjang pendidikan menengah yang diselenggarakan pada jalur pendidikan formal sederajat dengan sekolah menengah atas/madrasah aliyah, meliputi satuan pendidikan muadalah ulya dan satuan pendidikan diniyah formal ulya."
85262,"SATUAN PENDIDIKAN PESANTREN PENGKAJIAN KITAB KUNING ULYA","Kelompok ini mencakup satuan pendidikan pesantren pada jenjang pendidikan menengah yang lulusannya diakui sama dengan pendidikan formal sederajat dengan sekolah menengah atas/madrasah aliyah setelah dinyatakan lulus ujian. Termasuk dalam kelompok ini: pendidikan pesantren berbentuk pengkajian kitab kuning jenjang ulya; dan pendidikan kesetaraan pada pondok pesantren salafiyah jenjang ulya"
85263,"SATUAN PENDIDIKAN MUADALAH WUSTHA DAN ULYA BERKESINAMBUNGAN","Kelompok ini mencakup pendidikan pesantren berbentuk satuan pendidikan muadalah dengan menggabungkan penyelenggaraan satuan pendidikan muadalah wustha (lihat 85153) dan satuan pendidikan muadalah ulya (lihat 85261) secara berkesinambungan sesuai ketentuan peraturan perundang- undangan."
8527,"PENDIDIKAN KEAGAMAAN MENENGAH","Subgolongan ini mencakup kegiatan penyediaan jasa pendidikan keagamaan selain pendidikan keagamaan islam pada jenjang pendidikan menengah yang diselenggarakan pada jalur pendidikan formal sesuai ketentuan peraturan perundang-undangan.Subgolongan ini tidak mencakup pendidikan keagamaan pada jenjang pendidikan menengah yang diselenggarakan pada jalur pendidikan nonformal."
85270,"SATUAN PENDIDIKAN KEAGAMAAN MENENGAH","Kelompok ini mencakup satuan pendidikan keagamaan selain pendidikan keagamaan islam pada jenjang pendidikan menengah yang diselenggarakan pada jalur pendidikan formal sederajat dengan sekolah menengah atas/madrasah aliyah."
