"",class_name,gdp,return_on_invest
6564,goodtimes,50.797,56.558
6565,goodtimes,51.824,57.925
6566,recession,42.149,38.061
6567,goodtimes,56.004,52.653
6568,recession,43.756,52.51
6569,recession,44.892,45.586
6570,riproaringtimes,51.185,70.181
6571,riproaringtimes,49.599,66.385
6572,riproaringtimes,42.269,68.521
6573,riproaringtimes,49.934,60.837
6574,recession,50.532,44.133
6575,recession,40.512,42.806
6576,riproaringtimes,51.36,71.542
6577,recession,54.282,44.24
6578,goodtimes,56.418,55.508
6579,riproaringtimes,51.402,67.05
6580,recession,39.701,45.361
6581,recession,40.586,45.666
6582,goodtimes,56.588,55.605
6583,recession,48.08,46.058
6584,riproaringtimes,49.995,62.36
6585,riproaringtimes,47.764,64.61
6586,riproaringtimes,45.722,69.807
6587,riproaringtimes,44.502,63.323
6588,goodtimes,47.211,57.801
6589,riproaringtimes,43.434,63.422
6590,recession,53.493,54.081
6591,recession,47.821,44.292
6592,goodtimes,55.8,44.987
6593,goodtimes,42.097,59.608
6594,goodtimes,51.006,59.375
6595,recession,45.794,48.452
6596,riproaringtimes,45.878,71.173
6597,goodtimes,54.032,55.232
6598,recession,46.87,43.486
6599,recession,43.699,51.161
6600,goodtimes,61.222,60.357
6601,recession,43.77,43.646
6602,riproaringtimes,45.241,63.382
6603,goodtimes,54.067,51.865
6604,goodtimes,50.218,49.924
6605,riproaringtimes,41.031,63.255
6606,recession,50.811,46.224
6607,goodtimes,58.923,57.84
6608,goodtimes,61.115,57.971
6609,recession,43.985,50.884
6610,goodtimes,49.494,60.644
6611,goodtimes,50.144,64.956
6612,recession,45.891,40.004
6613,goodtimes,57.025,57.078
6614,recession,49.887,54.076
6615,riproaringtimes,49.904,71.164
6616,riproaringtimes,54.597,67.847
6617,riproaringtimes,42.007,62.795
6618,riproaringtimes,46.34,62.327
6619,recession,44.863,48.86
6620,recession,48.934,45.08
6621,recession,44.268,48.603
6622,recession,45.478,45.005
6623,recession,46.653,39.181
6624,recession,44.873,41.874
6625,riproaringtimes,52.201,72.299
6626,recession,44.159,48.956
6627,goodtimes,51.3,50.068
6628,riproaringtimes,58.135,66.822
6629,recession,46.951,42.453
6630,goodtimes,50.657,56.892
6631,goodtimes,51.021,55.26
6632,goodtimes,49.418,53.487
6633,riproaringtimes,53.051,60.813
6634,riproaringtimes,49.577,74.996
6635,recession,46.148,43.13
6636,recession,47.552,42.789
6637,goodtimes,52.271,60.964
6638,recession,38.428,37.73
6639,goodtimes,45.383,50.257
6640,riproaringtimes,46.938,63.568
6641,riproaringtimes,51.311,67.294
6642,recession,43.312,45.345
6643,goodtimes,57.978,51.652
6644,riproaringtimes,52.63,69.867
6645,riproaringtimes,51.872,58.792
6646,riproaringtimes,53.811,72.589
6647,goodtimes,49.681,55.848
6648,riproaringtimes,56.245,68.12
6649,recession,47.256,48.888
6650,recession,45.408,45.418
6651,goodtimes,62.208,54.311
6652,recession,48.151,52.225
6653,recession,49.114,38.767
6654,riproaringtimes,53.608,62.048
6655,recession,40.314,42.448
6656,goodtimes,57.347,54.809
6657,riproaringtimes,48.511,67.141
6658,riproaringtimes,49.683,57.827
6659,riproaringtimes,51.675,68.152
6660,recession,38.211,43.195
6661,recession,46.181,39.51
6662,recession,48.912,41.502
6663,riproaringtimes,45.698,67.119
6664,riproaringtimes,47.947,64.215
6665,goodtimes,55.723,54.606
6666,goodtimes,53.628,55.809
6667,riproaringtimes,46.113,65.897
6668,recession,45.922,49.544
6669,goodtimes,51.749,52.888
6670,goodtimes,58.107,52.383
6671,goodtimes,53.045,53.395
6672,recession,46.918,50.479
6673,goodtimes,50.579,44.015
6674,recession,44.988,46.326
6675,recession,48.47,42.376
6676,recession,48.277,54.609
6677,riproaringtimes,53.724,60.314
6678,recession,39.481,37.25
6679,recession,49.629,47.943
6680,riproaringtimes,55.405,58.004
6681,goodtimes,58.202,55.518
6682,riproaringtimes,53.262,62.381
6683,recession,41.562,44.494
6684,goodtimes,56.307,47.855
6685,goodtimes,51.211,45.1
6686,goodtimes,46.883,60.183
6687,riproaringtimes,44.658,72.604
6688,riproaringtimes,49.801,66.727
6689,riproaringtimes,45.674,66.542
6690,recession,44.962,54.21
6691,riproaringtimes,53.131,66.153
6692,riproaringtimes,50.21,67.58
6693,recession,46.585,43.772
6694,goodtimes,58.172,61.685
6695,riproaringtimes,47.668,65.456
6696,goodtimes,50.618,45.138
6697,riproaringtimes,50.675,62.749
6698,riproaringtimes,47.087,55.082
6699,riproaringtimes,45.636,69.042
6700,goodtimes,54.136,53.971
6701,goodtimes,55.763,60.529
6702,riproaringtimes,45.529,71.439
6703,riproaringtimes,53.571,72.518
6704,goodtimes,54.505,50.466
6705,goodtimes,59.184,47.311
6706,goodtimes,48.958,55.812
6707,recession,38.166,45.039
6708,recession,47.81,42.419
6709,goodtimes,54.971,44.779
6710,recession,45.575,49.204
6711,recession,43.32,44.202
6712,goodtimes,49.677,60.461
6713,riproaringtimes,47.048,60.863
6714,goodtimes,54.704,48.487
6715,goodtimes,56.094,48.551
6716,riproaringtimes,47.33,64.057
6717,riproaringtimes,51.65,63.529
6718,riproaringtimes,55.659,66.003
6719,goodtimes,59.391,60.145
6720,riproaringtimes,46.059,63.522
6721,recession,43.348,53.23
6722,riproaringtimes,40.78,65.69
6723,goodtimes,57.275,52.117
6724,riproaringtimes,47.329,64.136
6725,goodtimes,63.604,53.765
6726,riproaringtimes,52.246,67.014
6727,recession,42.355,44.889
6728,riproaringtimes,52.427,69.897
6729,riproaringtimes,40.021,61.528
6730,recession,44.154,52.539
6731,recession,45.956,45.82
6732,riproaringtimes,47.98,56.43
6733,riproaringtimes,50.002,63.455
6734,goodtimes,55.429,48.624
6735,riproaringtimes,50.638,60.161
6736,riproaringtimes,46.763,70.636
6737,goodtimes,58.475,51.4
6738,riproaringtimes,49.556,70.855
6739,recession,43.496,56.815
6740,recession,47.115,49.642
6741,recession,48.739,48.395
6742,goodtimes,50.02,48.005
6743,riproaringtimes,45.457,62.131
6744,goodtimes,50.952,54.192
6745,riproaringtimes,44.854,64.392
6746,goodtimes,58.749,57.117
6747,recession,49.178,44.743
6748,goodtimes,58.015,47.606
6749,riproaringtimes,54.185,68.331
6750,recession,43.834,50.564
6751,recession,43.61,44.239
6752,recession,55.027,50.547
6753,riproaringtimes,60.123,64.774
6754,recession,43.766,48.949
6755,goodtimes,65.21,55.955
6756,riproaringtimes,46.534,63.382
6757,goodtimes,50.775,56.776
6758,riproaringtimes,50.293,64.872
6759,riproaringtimes,44.534,66.774
6760,goodtimes,60.191,51.646
6761,goodtimes,60.907,60.173
6762,goodtimes,47.786,61.951
6763,goodtimes,49.335,55.381
6764,recession,51.091,43.092
6765,goodtimes,56.93,57.266
6766,goodtimes,55.353,52.596
6767,riproaringtimes,52.056,63.02
6768,goodtimes,51.769,53.063
6769,goodtimes,54.724,56.35
6770,recession,40.547,46.35
6771,goodtimes,54.355,59.384
6772,recession,45.123,42.464
6773,goodtimes,57.589,62.572
6774,goodtimes,57.325,57.315
6775,recession,37.486,45.918
6776,riproaringtimes,45.661,62.506
6777,recession,40.44,40.847
6778,goodtimes,60.331,47.52
6779,recession,44.857,48.08
6780,goodtimes,51.137,51.752
6781,goodtimes,47.732,55.836
6782,recession,46.393,47.833
6783,goodtimes,63.964,45.629
6784,recession,38.849,41.519
6785,riproaringtimes,50.872,62.445
6786,riproaringtimes,49.431,67.639
6787,recession,34.452,51.207
6788,recession,36.958,49.308
6789,recession,43.276,40.694
6790,riproaringtimes,58.809,64.77
6791,riproaringtimes,50.123,64.155
6792,recession,49.714,44.648
6793,recession,46.772,42.943
6794,recession,45.765,41.975
6795,recession,42.25,44.662
6796,recession,37.426,51.266
6797,riproaringtimes,46.175,61.788
6798,recession,43.704,40.375
6799,riproaringtimes,47.589,62.081
6800,recession,43.971,38.951
6801,riproaringtimes,44.836,59.897
6802,recession,47.433,48.225
6803,goodtimes,57.437,45.704
6804,riproaringtimes,47.169,65.585
6805,riproaringtimes,52.768,60.95
6806,recession,55.187,44.79
6807,recession,42.641,47.704
6808,recession,45.317,51.077
6809,goodtimes,57.88,59.443
6810,riproaringtimes,49.817,66.106
6811,recession,51.954,48.473
6812,goodtimes,53.434,54.737
6813,riproaringtimes,49.108,76.392
6814,goodtimes,63.787,50.814
6815,recession,37.336,42.222
6816,riproaringtimes,49.929,62.032
6817,riproaringtimes,48.558,64.013
6818,goodtimes,58.047,55.674
6819,riproaringtimes,50.558,67.407
6820,riproaringtimes,51.639,53.008
6821,recession,41.024,46.576
6822,goodtimes,64.537,53.721
6823,goodtimes,57.909,56.045
6824,recession,42.514,41.304
6825,riproaringtimes,52.513,66.032
6826,riproaringtimes,42.277,68.082
6827,riproaringtimes,55.543,62.361
6828,recession,45.139,46.837
6829,recession,46.418,45.351
6830,recession,42.77,52.612
6831,riproaringtimes,55.008,61.346
6832,riproaringtimes,48.035,63.682
6833,riproaringtimes,46.178,60.272
6834,riproaringtimes,58.733,66.125
6835,recession,38.879,47.888
6836,goodtimes,63.13,55.915
6837,riproaringtimes,46.535,61.596
6838,goodtimes,62.995,54.516
6839,recession,38.269,50.38
6840,goodtimes,59.294,54.091
6841,goodtimes,55.75,55.034
6842,recession,42.639,44.225
6843,riproaringtimes,47.267,69.66
6844,goodtimes,57.822,50.224
6845,recession,46.016,42.748
6846,goodtimes,55.362,50.498
6847,goodtimes,57.8,56.913
6848,goodtimes,52.913,50.379
6849,riproaringtimes,44.308,61.588
6850,riproaringtimes,52.91,61.04
6851,goodtimes,51.023,51.142
6852,recession,38.328,43.007
6853,riproaringtimes,43.61,65.373
6854,goodtimes,56.411,52.993
6855,goodtimes,56.055,59.766
6856,recession,45.447,47.907
6857,goodtimes,59.15,47.199
6858,recession,51.951,41.765
6859,goodtimes,48.279,67.397
6860,goodtimes,59.291,52.959
6861,recession,45.658,43.513
6862,riproaringtimes,47.096,62.326
6863,recession,33.646,44.862
6864,goodtimes,53.883,51.548
6865,goodtimes,54.021,54.506
6866,recession,50.184,48.209
6867,goodtimes,57.673,58.846
6868,riproaringtimes,44.925,59.119
6869,recession,48.485,51.735
6870,recession,41.302,47.566
6871,riproaringtimes,50.53,60.873
6872,goodtimes,49.567,51.891
6873,recession,41.435,48.518
6874,riproaringtimes,54.018,68.543
6875,recession,44.145,54.306
6876,riproaringtimes,50.933,64.85
6877,riproaringtimes,52.98,60.016
6878,goodtimes,51.768,61.278
6879,recession,51.454,53.424
6880,recession,49.474,34.881
6881,goodtimes,55.88,56.331
6882,recession,54.257,43.414
6883,goodtimes,51.571,54.597
6884,recession,51.214,50.503
6885,riproaringtimes,46.163,63.222
6886,recession,43.411,47.789
6887,recession,35.067,49.499
6888,goodtimes,47.496,48.87
6889,recession,34.028,43.363
6890,recession,41.238,47.809
6891,goodtimes,59.2,58.092
6892,recession,44.512,47.537
6893,riproaringtimes,51.234,68.641
6894,goodtimes,56.802,57.78
6895,goodtimes,53.191,60.634
6896,goodtimes,50.27,51.519
6897,goodtimes,58.454,48.738
6898,goodtimes,54.93,54.399
6899,riproaringtimes,46.659,58.573
6900,goodtimes,56.919,57.805
6901,riproaringtimes,52.522,55.23
6902,recession,43.541,40.715
6903,goodtimes,53.198,52.147
6904,riproaringtimes,46.786,54.225
6905,goodtimes,60.455,63.65
6906,goodtimes,58.866,60.032
6907,goodtimes,62.947,59.259
6908,riproaringtimes,49.669,56.517
6909,riproaringtimes,48.603,65.136
6910,goodtimes,64.311,50.055
6911,recession,46.322,48.057
6912,riproaringtimes,53.323,67.111
6913,riproaringtimes,58.0,61.144
6914,goodtimes,51.962,50.045
6915,recession,44.227,44.863
6916,goodtimes,54.65,52.757
6917,recession,43.402,51.842
6918,riproaringtimes,43.985,64.944
6919,riproaringtimes,53.541,66.14
6920,recession,40.46,47.621
6921,goodtimes,56.449,55.75
6922,recession,46.864,36.857
6923,goodtimes,52.715,54.358
6924,goodtimes,56.782,52.525
6925,goodtimes,53.552,52.571
6926,riproaringtimes,55.059,69.576
6927,goodtimes,57.055,62.49
6928,goodtimes,55.14,55.681
6929,goodtimes,58.619,52.341
6930,riproaringtimes,42.953,59.716
6931,recession,50.313,44.999
6932,goodtimes,54.054,53.287
6933,riproaringtimes,47.769,56.916
6934,recession,45.857,49.506
6935,riproaringtimes,60.982,71.034
6936,riproaringtimes,53.406,60.415
6937,recession,53.975,43.654
6938,goodtimes,54.522,62.008
6939,recession,52.406,38.535
6940,goodtimes,52.566,61.101
6941,goodtimes,57.052,53.137
6942,riproaringtimes,42.326,64.382
6943,goodtimes,57.94,43.103
6944,recession,42.093,49.52
6945,recession,43.586,35.063
6946,riproaringtimes,57.182,66.71
6947,goodtimes,61.901,49.172
6948,recession,43.504,38.663
6949,recession,45.008,45.379
6950,recession,40.151,39.173
6951,riproaringtimes,47.198,55.729
6952,goodtimes,65.318,48.444
6953,goodtimes,62.966,59.117
6954,goodtimes,52.381,53.515
6955,goodtimes,51.708,57.361
6956,riproaringtimes,44.382,66.637
6957,riproaringtimes,53.595,66.283
6958,recession,37.899,41.142
6959,riproaringtimes,49.771,64.368
6960,goodtimes,56.01,55.596
6961,recession,46.358,46.705
6962,riproaringtimes,51.989,65.489
6963,recession,49.659,39.604
6964,goodtimes,57.12,58.117
6965,riproaringtimes,48.337,69.341
6966,goodtimes,52.526,57.994
6967,goodtimes,52.791,48.542
6968,riproaringtimes,51.069,67.628
6969,recession,34.101,43.502
6970,recession,36.32,41.022
6971,recession,36.904,53.83
6972,recession,43.746,51.29
6973,goodtimes,60.802,58.778
6974,riproaringtimes,43.452,68.881
6975,recession,44.52,44.061
6976,riproaringtimes,47.119,65.732
6977,goodtimes,46.533,54.731
6978,riproaringtimes,56.168,67.464
6979,recession,45.029,38.713
6980,riproaringtimes,48.122,64.305
6981,goodtimes,61.701,49.819
6982,recession,39.334,47.436
6983,goodtimes,54.79,51.873
6984,goodtimes,57.101,56.928
6985,goodtimes,61.583,44.332
6986,recession,50.803,45.949
6987,goodtimes,52.733,56.061
6988,riproaringtimes,51.258,65.694
6989,goodtimes,61.307,49.861
6990,riproaringtimes,45.687,62.274
6991,recession,39.88,41.372
6992,recession,39.419,47.088
6993,riproaringtimes,49.183,73.604
6994,riproaringtimes,51.547,59.519
6995,goodtimes,52.271,47.825
6996,riproaringtimes,55.896,71.615
6997,recession,33.994,42.629
6998,riproaringtimes,53.089,66.56
6999,riproaringtimes,48.514,63.472
7000,goodtimes,58.905,51.084
7001,recession,46.368,38.265
7002,recession,47.672,43.052
7003,recession,46.612,39.768
7004,riproaringtimes,51.564,62.147
7005,goodtimes,50.084,57.447
7006,recession,51.557,45.532
7007,recession,49.9,40.957
7008,goodtimes,61.469,59.612
7009,riproaringtimes,52.348,65.428
7010,riproaringtimes,50.203,63.621
7011,recession,47.088,44.819
7012,recession,45.152,48.7
7013,riproaringtimes,48.916,62.475
7014,goodtimes,65.745,55.07
7015,riproaringtimes,47.022,61.268
7016,goodtimes,54.395,62.107
7017,recession,48.065,47.645
7018,recession,41.289,46.617
7019,goodtimes,59.483,58.027
7020,goodtimes,47.705,53.422
7021,riproaringtimes,48.559,62.606
7022,goodtimes,56.376,45.169
7023,recession,48.802,45.636
7024,recession,44.064,42.029
7025,riproaringtimes,45.345,75.929
7026,recession,47.68,44.137
7027,recession,49.108,43.582
7028,riproaringtimes,42.845,66.382
7029,recession,45.282,40.958
7030,riproaringtimes,52.054,65.64
7031,goodtimes,65.264,59.78
7032,recession,47.111,41.861
7033,recession,44.923,47.892
7034,recession,45.386,48.842
7035,riproaringtimes,46.663,66.152
7036,recession,35.842,48.919
7037,recession,48.766,43.005
7038,goodtimes,55.438,58.745
7039,recession,34.632,48.923
7040,recession,47.941,48.769
7041,goodtimes,51.094,42.535
7042,goodtimes,51.099,48.164
7043,goodtimes,56.691,55.474
7044,goodtimes,58.635,57.934
7045,goodtimes,51.416,60.992
7046,goodtimes,54.14,50.272
7047,goodtimes,52.835,53.087
7048,goodtimes,59.386,48.156
7049,recession,48.152,44.443
7050,recession,44.446,41.448
7051,riproaringtimes,53.909,62.206
7052,riproaringtimes,47.561,57.159
7053,riproaringtimes,51.796,65.585
7054,goodtimes,52.07,58.063
7055,goodtimes,51.158,52.418
7056,goodtimes,49.336,59.24
7057,riproaringtimes,44.828,62.312
7058,goodtimes,60.307,55.296
7059,recession,42.393,36.226
7060,recession,42.97,49.227
7061,riproaringtimes,50.994,60.517
7062,goodtimes,58.064,55.508
7063,goodtimes,59.281,54.181
7064,recession,43.576,40.951
7065,recession,45.912,50.13
7066,recession,45.322,48.235
7067,riproaringtimes,50.827,63.676
7068,riproaringtimes,48.773,67.222
7069,riproaringtimes,50.66,66.766
7070,riproaringtimes,45.835,60.425
7071,goodtimes,53.019,63.631
7072,recession,47.124,45.701
7073,riproaringtimes,43.667,65.028
7074,goodtimes,52.475,57.745
7075,goodtimes,53.875,55.03
7076,riproaringtimes,49.398,69.398
7077,recession,38.981,40.007
7078,riproaringtimes,52.77,60.225
7079,recession,45.282,49.137
7080,goodtimes,51.893,55.096
7081,goodtimes,64.589,51.775
7082,riproaringtimes,52.167,68.029
7083,recession,44.715,47.068
7084,riproaringtimes,43.315,63.999
7085,goodtimes,56.689,62.112
7086,recession,44.965,37.648
7087,riproaringtimes,51.476,61.813
7088,recession,47.391,50.641
7089,recession,38.921,51.109
7090,riproaringtimes,42.101,67.131
7091,goodtimes,52.562,58.444
7092,recession,46.723,43.5
7093,recession,49.516,55.504
7094,riproaringtimes,38.483,67.641
7095,recession,50.389,48.057
7096,goodtimes,49.002,63.931
7097,riproaringtimes,50.475,61.228
7098,goodtimes,58.827,53.58
7099,riproaringtimes,54.315,68.772
7100,goodtimes,54.038,59.098
7101,riproaringtimes,46.769,68.477
7102,goodtimes,47.172,57.793
7103,riproaringtimes,50.613,66.203
7104,recession,46.859,46.602
7105,goodtimes,56.172,49.905
7106,riproaringtimes,53.773,63.837
7107,recession,52.637,54.621
7108,recession,46.037,45.083
7109,riproaringtimes,52.357,65.253
7110,goodtimes,60.376,51.367
7111,recession,44.231,37.955
7112,riproaringtimes,48.851,69.729
7113,goodtimes,57.361,53.098
7114,recession,39.11,53.856
7115,goodtimes,48.791,56.108
7116,riproaringtimes,52.25,70.073
7117,riproaringtimes,51.381,59.147
7118,goodtimes,57.12,54.884
7119,recession,38.852,35.418
7120,recession,39.865,49.337
7121,recession,52.807,42.846
7122,goodtimes,47.877,49.975
7123,riproaringtimes,47.417,66.713
7124,riproaringtimes,45.758,62.224
7125,goodtimes,52.129,51.769
7126,recession,50.283,40.684
7127,riproaringtimes,41.648,67.91
7128,recession,41.146,53.171
7129,riproaringtimes,48.964,62.923
7130,riproaringtimes,50.987,58.014
7131,riproaringtimes,53.231,66.138
7132,riproaringtimes,45.814,68.341
7133,riproaringtimes,56.009,68.447
7134,riproaringtimes,49.702,70.597
7135,goodtimes,54.667,53.222
7136,recession,42.953,39.367
7137,goodtimes,64.971,49.622
7138,riproaringtimes,49.547,64.723
7139,goodtimes,63.567,48.181
7140,recession,45.028,42.561
7141,goodtimes,63.75,54.774
7142,goodtimes,46.058,48.609
7143,goodtimes,50.838,49.597
7144,riproaringtimes,54.996,65.202
7145,riproaringtimes,44.657,66.745
7146,recession,42.645,42.503
7147,riproaringtimes,49.276,64.968
7148,recession,41.555,45.335
7149,recession,46.109,48.285
7150,riproaringtimes,54.225,67.603
7151,riproaringtimes,48.281,62.688
7152,goodtimes,60.013,51.13
7153,goodtimes,53.503,53.074
7154,recession,41.977,42.275
7155,recession,40.073,38.282
7156,goodtimes,57.143,48.251
7157,riproaringtimes,51.025,69.501
7158,riproaringtimes,42.014,61.601
7159,riproaringtimes,52.637,70.923
7160,riproaringtimes,48.701,67.565
7161,riproaringtimes,50.305,71.202
7162,goodtimes,62.697,54.567
7163,goodtimes,61.683,58.867
7164,recession,46.195,43.914
7165,goodtimes,50.466,48.878
7166,goodtimes,60.928,49.195
7167,recession,50.77,47.085
7168,goodtimes,48.905,56.952
7169,goodtimes,58.006,56.869
7170,recession,48.467,40.177
7171,goodtimes,60.945,63.31
7172,riproaringtimes,51.557,66.53
7173,recession,51.673,42.73
7174,riproaringtimes,45.341,64.831
7175,recession,37.571,45.509
7176,recession,38.084,46.168
7177,recession,45.137,45.441
7178,riproaringtimes,57.962,59.728
7179,goodtimes,55.846,52.799
7180,recession,50.519,42.369
7181,goodtimes,57.92,54.201
7182,goodtimes,55.729,52.445
7183,riproaringtimes,48.366,74.643
7184,riproaringtimes,45.464,67.816
7185,goodtimes,51.446,51.614
7186,goodtimes,55.026,60.37
7187,recession,41.957,40.538
7188,goodtimes,61.086,49.171
7189,riproaringtimes,44.441,60.427
7190,goodtimes,43.394,58.123
7191,riproaringtimes,49.021,60.358
7192,recession,47.373,43.933
7193,riproaringtimes,47.234,66.779
7194,goodtimes,46.853,56.891
7195,goodtimes,44.417,54.037
7196,recession,43.034,50.798
7197,goodtimes,60.614,49.403
7198,recession,40.767,44.042
7199,recession,41.15,45.859
7200,goodtimes,50.851,54.86
7201,riproaringtimes,57.317,65.084
7202,recession,40.649,50.429
7203,recession,45.314,41.566
7204,goodtimes,55.54,59.18
7205,riproaringtimes,44.446,63.075
7206,riproaringtimes,38.181,64.18
7207,goodtimes,55.194,55.465
7208,riproaringtimes,46.933,63.496
7209,goodtimes,58.177,60.436
7210,riproaringtimes,54.28,73.734
7211,recession,44.389,47.244
7212,recession,41.253,44.274
7213,recession,48.315,51.538
7214,goodtimes,53.585,60.25
7215,recession,41.202,41.304
7216,riproaringtimes,44.075,62.374
7217,riproaringtimes,42.133,70.09
7218,riproaringtimes,56.886,69.293
7219,riproaringtimes,46.53,77.375
7220,recession,50.498,46.822
7221,goodtimes,46.067,58.849
7222,recession,43.819,42.564
7223,riproaringtimes,40.447,65.48
7224,recession,48.926,46.172
7225,riproaringtimes,49.108,66.928
7226,recession,35.953,49.34
7227,recession,46.692,45.541
7228,recession,50.268,45.942
7229,riproaringtimes,50.588,61.851
7230,riproaringtimes,54.199,65.72
7231,recession,45.358,40.054
7232,recession,45.801,46.648
7233,goodtimes,52.86,58.407
7234,recession,39.834,50.226
7235,goodtimes,56.649,59.791
7236,recession,43.712,47.544
7237,recession,48.281,44.032
7238,goodtimes,45.361,50.148
7239,recession,39.181,55.414
7240,riproaringtimes,43.529,65.304
7241,goodtimes,59.722,52.667
7242,riproaringtimes,57.571,57.118
7243,goodtimes,51.736,51.793
7244,goodtimes,53.578,43.235
7245,goodtimes,51.435,48.236
7246,riproaringtimes,60.086,57.756
7247,riproaringtimes,49.036,70.345
7248,goodtimes,55.829,49.788
7249,goodtimes,59.968,59.276
7250,riproaringtimes,43.946,64.921
7251,goodtimes,53.912,57.246
7252,riproaringtimes,50.97,66.791
7253,riproaringtimes,49.465,61.51
7254,goodtimes,53.741,50.319
7255,recession,50.693,46.838
7256,riproaringtimes,44.661,64.524
7257,riproaringtimes,43.091,73.953
7258,riproaringtimes,47.436,67.775
7259,goodtimes,55.85,46.332
7260,recession,49.916,49.631
7261,riproaringtimes,49.855,60.171
7262,recession,43.021,41.032
7263,goodtimes,52.96,53.083
7264,recession,37.961,47.482
7265,riproaringtimes,58.575,68.496
7266,recession,44.154,43.766
7267,riproaringtimes,49.45,65.893
7268,recession,50.218,52.868
7269,recession,45.23,40.058
7270,recession,51.682,45.173
7271,recession,54.051,41.767
7272,riproaringtimes,47.147,60.793
7273,recession,43.449,42.089
7274,riproaringtimes,48.915,57.001
7275,recession,46.034,45.354
7276,recession,43.698,44.394
7277,recession,42.393,53.869
7278,riproaringtimes,55.705,63.589
7279,riproaringtimes,46.355,61.891
7280,recession,43.651,45.196
7281,recession,38.472,39.915
7282,goodtimes,58.901,56.176
7283,goodtimes,56.87,57.368
7284,riproaringtimes,46.774,69.016
7285,goodtimes,56.969,58.044
7286,recession,50.496,45.285
7287,goodtimes,49.084,55.145
7288,riproaringtimes,51.241,67.337
7289,goodtimes,48.382,54.103
7290,riproaringtimes,49.2,68.973
7291,recession,39.04,42.743
7292,goodtimes,54.286,51.107
7293,riproaringtimes,44.186,69.662
7294,recession,37.189,43.162
7295,riproaringtimes,40.392,60.842
7296,goodtimes,58.501,47.359
7297,recession,46.49,45.584
7298,riproaringtimes,50.566,70.877
7299,riproaringtimes,49.357,61.555
7300,recession,48.506,49.058
7301,recession,42.273,41.592
7302,recession,44.307,40.916
7303,goodtimes,56.56,57.604
7304,goodtimes,62.74,55.04
7305,goodtimes,50.86,43.284
7306,recession,43.488,43.937
7307,riproaringtimes,49.895,67.371
7308,goodtimes,50.71,53.163
7309,recession,45.621,40.047
7310,recession,54.249,47.53
7311,riproaringtimes,45.988,72.392
7312,riproaringtimes,51.407,66.358
7313,riproaringtimes,47.8,67.952
7314,goodtimes,55.983,58.385
7315,riproaringtimes,44.047,63.726
7316,recession,41.409,50.534
7317,recession,46.165,42.264
7318,goodtimes,56.155,55.4
7319,goodtimes,60.697,48.781
7320,riproaringtimes,44.986,66.092
7321,riproaringtimes,47.903,70.241
7322,recession,40.513,43.255
7323,riproaringtimes,52.569,69.457
7324,goodtimes,58.767,53.987
7325,recession,48.309,49.468
7326,goodtimes,53.943,53.889
7327,recession,39.854,47.115
7328,goodtimes,61.97,51.991
7329,riproaringtimes,46.318,69.825
7330,riproaringtimes,53.606,61.93
7331,recession,43.897,43.436
7332,riproaringtimes,54.191,68.063
7333,riproaringtimes,46.275,68.743
7334,riproaringtimes,50.778,59.779
7335,goodtimes,53.834,50.292
7336,goodtimes,56.22,64.692
7337,recession,44.357,55.667
7338,goodtimes,63.115,50.544
7339,riproaringtimes,48.987,61.259
7340,goodtimes,53.84,52.296
7341,riproaringtimes,49.029,63.423
7342,goodtimes,62.016,61.252
7343,recession,40.692,43.17
7344,riproaringtimes,43.341,62.43
7345,goodtimes,50.17,50.134
7346,riproaringtimes,56.535,69.204
7347,goodtimes,50.957,52.918
7348,recession,36.112,47.4
7349,goodtimes,66.515,53.556
7350,recession,37.525,49.132
7351,goodtimes,54.179,53.483
7352,riproaringtimes,50.704,59.723
7353,recession,50.266,45.275
7354,recession,30.787,44.502
7355,recession,48.796,40.729
7356,riproaringtimes,45.729,61.112
7357,recession,49.672,39.495
7358,recession,38.798,51.84
7359,recession,41.097,49.147
7360,recession,43.969,41.88
7361,recession,52.893,57.328
7362,riproaringtimes,50.51,62.723
7363,recession,43.314,37.529
7364,recession,53.978,46.739
7365,recession,45.257,50.591
7366,goodtimes,54.719,60.637
7367,recession,43.129,44.835
7368,recession,40.922,39.389
7369,riproaringtimes,55.182,63.356
7370,goodtimes,56.026,60.511
7371,riproaringtimes,54.251,61.559
7372,recession,46.651,47.426
7373,recession,43.801,43.202
7374,goodtimes,58.727,63.304
7375,riproaringtimes,61.936,71.956
7376,riproaringtimes,54.159,65.872
7377,riproaringtimes,52.314,64.045
7378,goodtimes,55.775,45.705
7379,recession,43.476,44.347
7380,goodtimes,51.588,61.596
7381,recession,50.145,44.015
7382,recession,46.488,46.366
7383,riproaringtimes,50.576,66.87
7384,riproaringtimes,49.866,57.636
7385,goodtimes,56.198,58.176
7386,recession,42.826,55.25
7387,recession,51.209,47.093
7388,riproaringtimes,47.772,60.389
7389,riproaringtimes,51.749,65.329
7390,goodtimes,51.54,49.338
7391,goodtimes,54.158,59.626
7392,goodtimes,51.972,55.885
7393,riproaringtimes,52.889,64.856
7394,recession,47.753,43.23
7395,goodtimes,57.511,48.33
7396,riproaringtimes,55.506,64.75
7397,riproaringtimes,45.819,56.358
7398,recession,44.391,51.199
7399,recession,49.817,49.815
7400,recession,45.564,41.268
7401,goodtimes,55.433,59.296
7402,riproaringtimes,48.295,54.134
7403,goodtimes,55.214,53.327
7404,riproaringtimes,51.164,60.616
