[INSERT_LOG_STR] Table: 0x7ffeb6884528, Key: @çJV (Size: 8), Hash: 1311655393, Bucket: 1
[INSERT_LOG_STR] Table: 0x562ae1e8bbe8, Key: google.cloud.dataplex.v1.Entity.TABLE (Size: 37), Hash: 18146390, Bucket: 86
[INSERT_LOG_STR] Table: 0x562ae3833630, Key: TABLE (Size: 5), Hash: 3538882969, Bucket: 1
[INSERT_LOG_INT] Table: 0x562ae3833640, Key: 1, Hash: 1, Bucket: 1
[INSERT_LOG_STR] Table: 0x562ae1e8bbe8, Key: google.cloud.dataplex.v1.Entity.FILESET (Size: 39), Hash: 965453135, Bucket: 335
[INSERT_LOG_STR] Table: 0x562ae3833630, Key: FILESET (Size: 7), Hash: 1500218700, Bucket: 0
[INSERT_LOG_INT] Table: 0x562ae3833640, Key: 2, Hash: 2, Bucket: 2
[INSERT_LOG_STR] Table: 0x562ae1e8bbe8, Key: google.cloud.dataplex.v1.Entity.CompatibilityStatus (Size: 51), Hash: 1065672268, Bucket: 588
[INSERT_LOG_STR] Table: 0x562ae38339b8, Key: hive_metastore (Size: 14), Hash: 270670240, Bucket: 0
[INSERT_LOG_STR] Table: 0x562ae38339c8, Key: hiveMetastore (Size: 13), Hash: 4272646745, Bucket: 1
[INSERT_LOG_INT] Table: 0x562ae3833990, Key: 1, Hash: 1, Bucket: 1
[INSERT_LOG_STR] Table: 0x562ae38339b8, Key: bigquery (Size: 8), Hash: 1157102749, Bucket: 1
[INSERT_LOG_STR] Table: 0x562ae38339c8, Key: bigquery (Size: 8), Hash: 1157102749, Bucket: 1
[INSERT_LOG_INT] Table: 0x562ae3833990, Key: 2, Hash: 2, Bucket: 2
[INSERT_LOG_STR] Table: 0x562ae1e8bbe8, Key: google.cloud.dataplex.v1.Entity.CompatibilityStatus.Compatibility (Size: 65), Hash: 2239175257, Bucket: 601
[INSERT_LOG_STR] Table: 0x562ae3833f68, Key: compatible (Size: 10), Hash: 4228983752, Bucket: 0
[INSERT_LOG_STR] Table: 0x562ae3833f78, Key: compatible (Size: 10), Hash: 4228983752, Bucket: 0
[INSERT_LOG_INT] Table: 0x562ae3833f40, Key: 1, Hash: 1, Bucket: 1
[INSERT_LOG_STR] Table: 0x562ae3833f68, Key: reason (Size: 6), Hash: 3791504697, Bucket: 1
[INSERT_LOG_STR] Table: 0x562ae3833f78, Key: reason (Size: 6), Hash: 3791504697, Bucket: 1
[INSERT_LOG_INT] Table: 0x562ae3833f40, Key: 2, Hash: 2, Bucket: 2
[INSERT_LOG_STR] Table: 0x562ae1e8bbe8, Key: google.cloud.dataplex.v1.Partition (Size: 34), Hash: 2951563498, Bucket: 234
[INSERT_LOG_STR] Table: 0x562ae37f15c8, Key: name (Size: 4), Hash: 369661455, Bucket: 7
[INSERT_LOG_STR] Table: 0x562ae37f15d8, Key: name (Size: 4), Hash: 369661455, Bucket: 7
[INSERT_LOG_INT] Table: 0x562ae37f15a0, Key: 1, Hash: 1, Bucket: 1
[INSERT_LOG_STR] Table: 0x562ae37f15c8, Key: values (Size: 6), Hash: 1523612440, Bucket: 0
[INSERT_LOG_STR] Table: 0x562ae37f15d8, Key: values (Size: 6), Hash: 1523612440, Bucket: 0
[INSERT_LOG_INT] Table: 0x562ae37f15a0, Key: 2, Hash: 2, Bucket: 2
[INSERT_LOG_STR] Table: 0x562ae37f15c8, Key: location (Size: 8), Hash: 3488320205, Bucket: 5
[INSERT_LOG_STR] Table: 0x562ae37f15d8, Key: location (Size: 8), Hash: 3488320205, Bucket: 5
[INSERT_LOG_INT] Table: 0x562ae37f15a0, Key: 3, Hash: 3, Bucket: 3
[INSERT_LOG_STR] Table: 0x562ae37f15c8, Key: etag (Size: 4), Hash: 2157392538, Bucket: 2
[INSERT_LOG_STR] Table: 0x562ae37f15d8, Key: etag (Size: 4), Hash: 2157392538, Bucket: 2
[INSERT_LOG_INT] Table: 0x562ae37f15a0, Key: 4, Hash: 4, Bucket: 4
[INSERT_LOG_STR] Table: 0x562ae1e8bbe8, Key: google.cloud.dataplex.v1.Schema (Size: 31), Hash: 491643245, Bucket: 365
[INSERT_LOG_STR] Table: 0x562ae37f16b0, Key: user_managed (Size: 12), Hash: 3867380870, Bucket: 6
[INSERT_LOG_STR] Table: 0x562ae37f16c0, Key: userManaged (Size: 11), Hash: 3382390896, Bucket: 0
[INSERT_LOG_INT] Table: 0x562ae37f1688, Key: 1, Hash: 1, Bucket: 1
[INSERT_LOG_STR] Table: 0x562ae37f16b0, Key: fields (Size: 6), Hash: 974210616, Bucket: 0
[INSERT_LOG_STR] Table: 0x562ae37f16c0, Key: fields (Size: 6), Hash: 974210616, Bucket: 0
[INSERT_LOG_INT] Table: 0x562ae37f1688, Key: 2, Hash: 2, Bucket: 2
[INSERT_LOG_STR] Table: 0x562ae37f16b0, Key: partition_fields (Size: 16), Hash: 3123025165, Bucket: 5
[INSERT_LOG_STR] Table: 0x562ae37f16c0, Key: partitionFields (Size: 15), Hash: 560586590, Bucket: 6
[INSERT_LOG_INT] Table: 0x562ae37f1688, Key: 3, Hash: 3, Bucket: 3
[INSERT_LOG_STR] Table: 0x562ae37f16b0, Key: partition_style (Size: 15), Hash: 1932308995, Bucket: 3
[INSERT_LOG_STR] Table: 0x562ae37f16c0, Key: partitionStyle (Size: 14), Hash: 886524720, Bucket: 0
[INSERT_LOG_INT] Table: 0x562ae37f1688, Key: 4, Hash: 4, Bucket: 4
[INSERT_LOG_STR] Table: 0x562ae1e8bbe8, Key: google.cloud.dataplex.v1.Schema.Type (Size: 36), Hash: 3229428588, Bucket: 876
[INSERT_LOG_STR] Table: 0x562ae1e8bbe8, Key: google.cloud.dataplex.v1.Schema.TYPE_UNSPECIFIED (Size: 48), Hash: 2856474793, Bucket: 169
[INSERT_LOG_STR] Table: 0x562ae38355c8, Key: TYPE_UNSPECIFIED (Size: 16), Hash: 2561824368, Bucket: 16
[INSERT_LOG_STR] Table: 0x562ae1e8bbe8, Key: google.cloud.dataplex.v1.Schema.BOOLEAN (Size: 39), Hash: 3880759550, Bucket: 254
[INSERT_LOG_STR] Table: 0x562ae38355c8, Key: BOOLEAN (Size: 7), Hash: 1390085184, Bucket: 0
[INSERT_LOG_INT] Table: 0x562ae38355d8, Key: 1, Hash: 1, Bucket: 1
[INSERT_LOG_STR] Table: 0x562ae1e8bbe8, Key: google.cloud.dataplex.v1.Schema.BYTE (Size: 36), Hash: 2428830159, Bucket: 463
[INSERT_LOG_STR] Table: 0x562ae38355c8, Key: BYTE (Size: 4), Hash: 3080332739, Bucket: 3
[INSERT_LOG_INT] Table: 0x562ae38355d8, Key: 2, Hash: 2, Bucket: 2
[INSERT_LOG_STR] Table: 0x562ae1e8bbe8, Key: google.cloud.dataplex.v1.Schema.INT16 (Size: 37), Hash: 4160567430, Bucket: 134
[INSERT_LOG_STR] Table: 0x562ae38355c8, Key: INT16 (Size: 5), Hash: 1450665515, Bucket: 11
[INSERT_LOG_INT] Table: 0x562ae38355d8, Key: 3, Hash: 3, Bucket: 3
[INSERT_LOG_STR] Table: 0x562ae1e8bbe8, Key: google.cloud.dataplex.v1.Schema.INT32 (Size: 37), Hash: 1507208747, Bucket: 555
[INSERT_LOG_STR] Table: 0x562ae38355c8, Key: INT32 (Size: 5), Hash: 1703077496, Bucket: 24
[INSERT_LOG_INT] Table: 0x562ae38355d8, Key: 4, Hash: 4, Bucket: 4
[INSERT_LOG_STR] Table: 0x562ae1e8bbe8, Key: google.cloud.dataplex.v1.Schema.INT64 (Size: 37), Hash: 511940636, Bucket: 28
[INSERT_LOG_STR] Table: 0x562ae38355c8, Key: INT64 (Size: 5), Hash: 942835118, Bucket: 14
[INSERT_LOG_INT] Table: 0x562ae38355d8, Key: 5, Hash: 5, Bucket: 5
[INSERT_LOG_STR] Table: 0x562ae1e8bbe8, Key: google.cloud.dataplex.v1.Schema.FLOAT (Size: 37), Hash: 2426441356, Bucket: 652
[INSERT_LOG_STR] Table: 0x562ae38355c8, Key: FLOAT (Size: 5), Hash: 264611324, Bucket: 28
[INSERT_LOG_INT] Table: 0x562ae38355d8, Key: 6, Hash: 6, Bucket: 6
[INSERT_LOG_STR] Table: 0x562ae1e8bbe8, Key: google.cloud.dataplex.v1.Schema.DOUBLE (Size: 38), Hash: 1173908612, Bucket: 132
[INSERT_LOG_STR] Table: 0x562ae38355c8, Key: DOUBLE (Size: 6), Hash: 3610648573, Bucket: 29
[INSERT_LOG_INT] Table: 0x562ae38355d8, Key: 7, Hash: 7, Bucket: 7
[INSERT_LOG_STR] Table: 0x562ae1e8bbe8, Key: google.cloud.dataplex.v1.Schema.DECIMAL (Size: 39), Hash: 3699323988, Bucket: 84
[INSERT_LOG_STR] Table: 0x562ae38355c8, Key: DECIMAL (Size: 7), Hash: 4287440526, Bucket: 14
[INSERT_LOG_INT] Table: 0x7ffdd652ebb0, Key: 1, Hash: 1, Bucket: 1
[INSERT_LOG_INT] Table: 0x7ffdd652ebb0, Key: 2, Hash: 2, Bucket: 2
[INSERT_LOG_INT] Table: 0x7ffdd652ebb0, Key: 3, Hash: 3, Bucket: 3
[INSERT_LOG_INT] Table: 0x7ffdd652ebb0, Key: 4, Hash: 4, Bucket: 4
[INSERT_LOG_INT] Table: 0x7ffdd652ebb0, Key: 5, Hash: 5, Bucket: 5
[INSERT_LOG_INT] Table: 0x7ffdd652ebb0, Key: 6, Hash: 6, Bucket: 6
[INSERT_LOG_INT] Table: 0x7ffdd652ebb0, Key: 7, Hash: 7, Bucket: 7
[INSERT_LOG_INT] Table: 0x562ae38355d8, Key: 8, Hash: 8, Bucket: 8
[INSERT_LOG_STR] Table: 0x562ae1e8bbe8, Key: google.cloud.dataplex.v1.Schema.STRING (Size: 38), Hash: 4287940691, Bucket: 83
[INSERT_LOG_STR] Table: 0x562ae38355c8, Key: STRING (Size: 6), Hash: 1081303565, Bucket: 13
[INSERT_LOG_INT] Table: 0x562ae38355d8, Key: 9, Hash: 9, Bucket: 9
[INSERT_LOG_STR] Table: 0x562ae1e8bbe8, Key: google.cloud.dataplex.v1.Schema.BINARY (Size: 38), Hash: 1321722597, Bucket: 741
[INSERT_LOG_STR] Table: 0x562ae38355c8, Key: BINARY (Size: 6), Hash: 1023070799, Bucket: 15
[INSERT_LOG_INT] Table: 0x562ae38355d8, Key: 10, Hash: 10, Bucket: 10
[INSERT_LOG_STR] Table: 0x562ae1e8bbe8, Key: google.cloud.dataplex.v1.Schema.TIMESTAMP (Size: 41), Hash: 3182063123, Bucket: 531
[INSERT_LOG_STR] Table: 0x562ae38355c8, Key: TIMESTAMP (Size: 9), Hash: 445933716, Bucket: 20
[INSERT_LOG_INT] Table: 0x562ae38355d8, Key: 11, Hash: 11, Bucket: 11
[INSERT_LOG_STR] Table: 0x562ae1e8bbe8, Key: google.cloud.dataplex.v1.Schema.DATE (Size: 36), Hash: 4186915866, Bucket: 26
[INSERT_LOG_STR] Table: 0x562ae38355c8, Key: DATE (Size: 4), Hash: 3787396574, Bucket: 30
[INSERT_LOG_INT] Table: 0x562ae38355d8, Key: 12, Hash: 12, Bucket: 12
[INSERT_LOG_STR] Table: 0x562ae1e8bbe8, Key: google.cloud.dataplex.v1.Schema.TIME (Size: 36), Hash: 3730814731, Bucket: 779
[INSERT_LOG_STR] Table: 0x562ae38355c8, Key: TIME (Size: 4), Hash: 231610233, Bucket: 25
[INSERT_LOG_INT] Table: 0x562ae38355d8, Key: 13, Hash: 13, Bucket: 13
[INSERT_LOG_STR] Table: 0x562ae1e8bbe8, Key: google.cloud.dataplex.v1.Schema.RECORD (Size: 38), Hash: 3372646107, Bucket: 731
[INSERT_LOG_STR] Table: 0x562ae38355c8, Key: RECORD (Size: 6), Hash: 2421734147, Bucket: 3
[INSERT_LOG_INT] Table: 0x562ae38355d8, Key: 14, Hash: 14, Bucket: 14
[INSERT_LOG_STR] Table: 0x562ae1e8bbe8, Key: google.cloud.dataplex.v1.Schema.NULL (Size: 36), Hash: 595851102, Bucket: 862
[INSERT_LOG_STR] Table: 0x562ae38355c8, Key: NULL (Size: 4), Hash: 3952255513, Bucket: 25
[INSERT_LOG_INT] Table: 0x7ffdd652ebb0, Key: 1, Hash: 1, Bucket: 1
[INSERT_LOG_INT] Table: 0x7ffdd652ebb0, Key: 2, Hash: 2, Bucket: 2
[INSERT_LOG_INT] Table: 0x7ffdd652ebb0, Key: 3, Hash: 3, Bucket: 3
[INSERT_LOG_INT] Table: 0x7ffdd652ebb0, Key: 4, Hash: 4, Bucket: 4
[INSERT_LOG_INT] Table: 0x7ffdd652ebb0, Key: 5, Hash: 5, Bucket: 5
[INSERT_LOG_INT] Table: 0x7ffdd652ebb0, Key: 6, Hash: 6, Bucket: 6
[INSERT_LOG_INT] Table: 0x7ffdd652ebb0, Key: 7, Hash: 7, Bucket: 7
[INSERT_LOG_INT] Table: 0x7ffdd652ebb0, Key: 8, Hash: 8, Bucket: 8
[INSERT_LOG_INT] Table: 0x7ffdd652ebb0, Key: 9, Hash: 9, Bucket: 9
[INSERT_LOG_INT] Table: 0x7ffdd652ebb0, Key: 10, Hash: 10, Bucket: 10
[INSERT_LOG_INT] Table: 0x7ffdd652ebb0, Key: 11, Hash: 11, Bucket: 11
[INSERT_LOG_INT] Table: 0x7ffdd652ebb0, Key: 12, Hash: 12, Bucket: 12
[INSERT_LOG_INT] Table: 0x7ffdd652ebb0, Key: 13, Hash: 13, Bucket: 13
[INSERT_LOG_INT] Table: 0x7ffdd652ebb0, Key: 14, Hash: 14, Bucket: 14
[INSERT_LOG_INT] Table: 0x562ae38355d8, Key: 100, Hash: 100, Bucket: 4
[INSERT_LOG_STR] Table: 0x562ae1e8bbe8, Key: google.cloud.dataplex.v1.Schema.Mode (Size: 36), Hash: 1761108028, Bucket: 60
[INSERT_LOG_STR] Table: 0x562ae1e8bbe8, Key: google.cloud.dataplex.v1.Schema.MODE_UNSPECIFIED (Size: 48), Hash: 1311171391, Bucket: 831
[INSERT_LOG_STR] Table: 0x562ae3835660, Key: MODE_UNSPECIFIED (Size: 16), Hash: 1820444885, Bucket: 5
[INSERT_LOG_STR] Table: 0x562ae1e8bbe8, Key: google.cloud.dataplex.v1.Schema.REQUIRED (Size: 40), Hash: 4214657191, Bucket: 167
[INSERT_LOG_STR] Table: 0x562ae3835660, Key: REQUIRED (Size: 8), Hash: 1299636590, Bucket: 6
[INSERT_LOG_INT] Table: 0x562ae3835670, Key: 1, Hash: 1, Bucket: 1
[INSERT_LOG_STR] Table: 0x562ae1e8bbe8, Key: google.cloud.dataplex.v1.Schema.NULLABLE (Size: 40), Hash: 3051574744, Bucket: 472
[INSERT_LOG_STR] Table: 0x562ae3835660, Key: NULLABLE (Size: 8), Hash: 2489839937, Bucket: 1
[INSERT_LOG_INT] Table: 0x562ae3835670, Key: 2, Hash: 2, Bucket: 2
[INSERT_LOG_STR] Table: 0x562ae1e8bbe8, Key: google.cloud.dataplex.v1.Schema.REPEATED (Size: 40), Hash: 2426594380, Bucket: 76
[INSERT_LOG_STR] Table: 0x562ae3835660, Key: REPEATED (Size: 8), Hash: 2057093903, Bucket: 7
[INSERT_LOG_INT] Table: 0x562ae3835670, Key: 3, Hash: 3, Bucket: 3
[INSERT_LOG_STR] Table: 0x562ae1e8bbe8, Key: google.cloud.dataplex.v1.Schema.PartitionStyle (Size: 46), Hash: 3781148427, Bucket: 779
[INSERT_LOG_STR] Table: 0x562ae1e8bbe8, Key: google.cloud.dataplex.v1.Schema.PARTITION_STYLE_UNSPECIFIED (Size: 59), Hash: 3253509371, Bucket: 251
[INSERT_LOG_STR] Table: 0x562ae38356f8, Key: PARTITION_STYLE_UNSPECIFIED (Size: 27), Hash: 2610003901, Bucket: 1
[INSERT_LOG_STR] Table: 0x562ae1e8bbe8, Key: google.cloud.dataplex.v1.Schema.HIVE_COMPATIBLE (Size: 47), Hash: 3632486604, Bucket: 204
[INSERT_LOG_STR] Table: 0x562ae38356f8, Key: HIVE_COMPATIBLE (Size: 15), Hash: 2050663564, Bucket: 0
[INSERT_LOG_INT] Table: 0x562ae3835708, Key: 1, Hash: 1, Bucket: 1
[INSERT_LOG_STR] Table: 0x562ae1e8bbe8, Key: google.cloud.dataplex.v1.Schema.SchemaField (Size: 43), Hash: 1982575034, Bucket: 442
[INSERT_LOG_STR] Table: 0x562ae3836fd0, Key: name (Size: 4), Hash: 369661455, Bucket: 7
[INSERT_LOG_STR] Table: 0x562ae3836fe0, Key: name (Size: 4), Hash: 369661455, Bucket: 7
[INSERT_LOG_INT] Table: 0x562ae3836fa8, Key: 1, Hash: 1, Bucket: 1
[INSERT_LOG_STR] Table: 0x562ae3836fd0, Key: description (Size: 11), Hash: 3516462615, Bucket: 7
[INSERT_LOG_STR] Table: 0x562ae3836fe0, Key: description (Size: 11), Hash: 3516462615, Bucket: 7
[INSERT_LOG_INT] Table: 0x562ae3836fa8, Key: 2, Hash: 2, Bucket: 2
[INSERT_LOG_STR] Table: 0x562ae3836fd0, Key: type (Size: 4), Hash: 1605631675, Bucket: 3
[INSERT_LOG_STR] Table: 0x562ae3836fe0, Key: type (Size: 4), Hash: 1605631675, Bucket: 3
[INSERT_LOG_INT] Table: 0x562ae3836fa8, Key: 3, Hash: 3, Bucket: 3
[INSERT_LOG_STR] Table: 0x562ae3836fd0, Key: mode (Size: 4), Hash: 147160372, Bucket: 4
[INSERT_LOG_STR] Table: 0x562ae3836fe0, Key: mode (Size: 4), Hash: 147160372, Bucket: 4
[INSERT_LOG_INT] Table: 0x562ae3836fa8, Key: 4, Hash: 4, Bucket: 4
[INSERT_LOG_STR] Table: 0x562ae3836fd0, Key: fields (Size: 6), Hash: 974210616, Bucket: 0
[INSERT_LOG_STR] Table: 0x562ae3836fe0, Key: fields (Size: 6), Hash: 974210616, Bucket: 0
[INSERT_LOG_INT] Table: 0x562ae3836fa8, Key: 10, Hash: 10, Bucket: 2
[INSERT_LOG_STR] Table: 0x562ae1e8bbe8, Key: google.cloud.dataplex.v1.Schema.PartitionField (Size: 46), Hash: 2172867619, Bucket: 35
[INSERT_LOG_STR] Table: 0x562ae38370b8, Key: name (Size: 4), Hash: 369661455, Bucket: 3
[INSERT_LOG_STR] Table: 0x562ae38370c8, Key: name (Size: 4), Hash: 369661455, Bucket: 3
[INSERT_LOG_INT] Table: 0x562ae3837090, Key: 1, Hash: 1, Bucket: 1
[INSERT_LOG_STR] Table: 0x562ae38370b8, Key: type (Size: 4), Hash: 1605631675, Bucket: 3
[INSERT_LOG_STR] Table: 0x562ae38370c8, Key: type (Size: 4), Hash: 1605631675, Bucket: 3
[INSERT_LOG_INT] Table: 0x562ae3837090, Key: 2, Hash: 2, Bucket: 2
[INSERT_LOG_STR] Table: 0x562ae1e8bbe8, Key: google.cloud.dataplex.v1.StorageFormat (Size: 38), Hash: 3700246744, Bucket: 216
[INSERT_LOG_STR] Table: 0x562ae37f1798, Key: options (Size: 7), Hash: 3047325437, Bucket: 13
[INSERT_LOG_STR] Table: 0x562ae37f1798, Key: format (Size: 6), Hash: 2850956559, Bucket: 15
[INSERT_LOG_STR] Table: 0x562ae37f17a8, Key: format (Size: 6), Hash: 2850956559, Bucket: 7
[INSERT_LOG_INT] Table: 0x562ae37f1770, Key: 1, Hash: 1, Bucket: 1
[INSERT_LOG_STR] Table: 0x562ae37f1798, Key: compression_format (Size: 18), Hash: 4255975256, Bucket: 8
[INSERT_LOG_STR] Table: 0x562ae37f17a8, Key: compressionFormat (Size: 17), Hash: 528366506, Bucket: 2
[INSERT_LOG_INT] Table: 0x562ae37f1770, Key: 2, Hash: 2, Bucket: 2
[INSERT_LOG_STR] Table: 0x562ae37f1798, Key: mime_type (Size: 9), Hash: 2289052833, Bucket: 1
[INSERT_LOG_STR] Table: 0x562ae37f17a8, Key: mimeType (Size: 8), Hash: 3607801631, Bucket: 7
[INSERT_LOG_INT] Table: 0x562ae37f1770, Key: 3, Hash: 3, Bucket: 3
[INSERT_LOG_INT] Table: 0x562ae3839980, Key: 10, Hash: 10, Bucket: 2
[INSERT_LOG_STR] Table: 0x562ae3839970, Key: csv (Size: 3), Hash: 3917647084, Bucket: 4
[INSERT_LOG_STR] Table: 0x562ae37f1798, Key: csv (Size: 3), Hash: 3917647084, Bucket: 12
[INSERT_LOG_STR] Table: 0x562ae37f17a8, Key: csv (Size: 3), Hash: 3917647084, Bucket: 4
[INSERT_LOG_INT] Table: 0x562ae37f1770, Key: 10, Hash: 10, Bucket: 2
[INSERT_LOG_INT] Table: 0x562ae3839980, Key: 11, Hash: 11, Bucket: 3
[INSERT_LOG_STR] Table: 0x562ae3839970, Key: json (Size: 4), Hash: 172843282, Bucket: 2
[INSERT_LOG_STR] Table: 0x562ae37f1798, Key: json (Size: 4), Hash: 172843282, Bucket: 2
[INSERT_LOG_STR] Table: 0x562ae37f17a8, Key: json (Size: 4), Hash: 172843282, Bucket: 2
[INSERT_LOG_INT] Table: 0x562ae37f1770, Key: 11, Hash: 11, Bucket: 3
[INSERT_LOG_INT] Table: 0x562ae3839980, Key: 12, Hash: 12, Bucket: 4
[INSERT_LOG_STR] Table: 0x562ae3839970, Key: iceberg (Size: 7), Hash: 1192350531, Bucket: 3
[INSERT_LOG_STR] Table: 0x562ae37f1798, Key: iceberg (Size: 7), Hash: 1192350531, Bucket: 3
[INSERT_LOG_STR] Table: 0x562ae37f17a8, Key: iceberg (Size: 7), Hash: 1192350531, Bucket: 3
[INSERT_LOG_INT] Table: 0x562ae37f1770, Key: 12, Hash: 12, Bucket: 4
[INSERT_LOG_STR] Table: 0x562ae1e8bbe8, Key: google.cloud.dataplex.v1.StorageFormat.Format (Size: 45), Hash: 1346195261, Bucket: 829
[INSERT_LOG_STR] Table: 0x562ae1e8bbe8, Key: google.cloud.dataplex.v1.StorageFormat.FORMAT_UNSPECIFIED (Size: 57), Hash: 1108547603, Bucket: 19
[INSERT_LOG_STR] Table: 0x562ae383a420, Key: FORMAT_UNSPECIFIED (Size: 18), Hash: 1349412303, Bucket: 15
[INSERT_LOG_STR] Table: 0x562ae1e8bbe8, Key: google.cloud.dataplex.v1.StorageFormat.PARQUET (Size: 46), Hash: 1119209024, Bucket: 576
[INSERT_LOG_STR] Table: 0x562ae383a420, Key: PARQUET (Size: 7), Hash: 597437842, Bucket: 2
[INSERT_LOG_INT] Table: 0x562ae383a430, Key: 1, Hash: 1, Bucket: 1
[INSERT_LOG_STR] Table: 0x562ae1e8bbe8, Key: google.cloud.dataplex.v1.StorageFormat.AVRO (Size: 43), Hash: 314591148, Bucket: 940
[INSERT_LOG_STR] Table: 0x562ae383a420, Key: AVRO (Size: 4), Hash: 201743672, Bucket: 8
[INSERT_LOG_INT] Table: 0x562ae383a430, Key: 2, Hash: 2, Bucket: 2
[INSERT_LOG_STR] Table: 0x562ae1e8bbe8, Key: google.cloud.dataplex.v1.StorageFormat.ORC (Size: 42), Hash: 858529375, Bucket: 607
[INSERT_LOG_STR] Table: 0x562ae383a420, Key: ORC (Size: 3), Hash: 1329168213, Bucket: 5
[INSERT_LOG_INT] Table: 0x562ae383a430, Key: 3, Hash: 3, Bucket: 3
[INSERT_LOG_STR] Table: 0x562ae1e8bbe8, Key: google.cloud.dataplex.v1.StorageFormat.CSV (Size: 42), Hash: 2050426703, Bucket: 847
[INSERT_LOG_STR] Table: 0x562ae383a420, Key: CSV (Size: 3), Hash: 1272125822, Bucket: 14
[INSERT_LOG_INT] Table: 0x562ae383a430, Key: 100, Hash: 100, Bucket: 4
[INSERT_LOG_STR] Table: 0x562ae1e8bbe8, Key: google.cloud.dataplex.v1.StorageFormat.JSON (Size: 43), Hash: 2121475680, Bucket: 608
[INSERT_LOG_STR] Table: 0x562ae383a420, Key: JSON (Size: 4), Hash: 3785026478, Bucket: 14
[INSERT_LOG_INT] Table: 0x562ae383a430, Key: 101, Hash: 101, Bucket: 5
[INSERT_LOG_STR] Table: 0x562ae1e8bbe8, Key: google.cloud.dataplex.v1.StorageFormat.IMAGE (Size: 44), Hash: 1100647063, Bucket: 663
[INSERT_LOG_STR] Table: 0x562ae383a420, Key: IMAGE (Size: 5), Hash: 3865543751, Bucket: 7
[INSERT_LOG_INT] Table: 0x562ae383a430, Key: 200, Hash: 200, Bucket: 0
[INSERT_LOG_STR] Table: 0x562ae1e8bbe8, Key: google.cloud.dataplex.v1.StorageFormat.AUDIO (Size: 44), Hash: 3716320754, Bucket: 498
[INSERT_LOG_STR] Table: 0x562ae383a420, Key: AUDIO (Size: 5), Hash: 3939785702, Bucket: 6
[INSERT_LOG_INT] Table: 0x562ae383a430, Key: 201, Hash: 201, Bucket: 1
[INSERT_LOG_STR] Table: 0x562ae1e8bbe8, Key: google.cloud.dataplex.v1.StorageFormat.VIDEO (Size: 44), Hash: 2271780564, Bucket: 724
[INSERT_LOG_STR] Table: 0x562ae383a420, Key: VIDEO (Size: 5), Hash: 1730553671, Bucket: 7
[INSERT_LOG_INT] Table: 0x7ffdd652ebb0, Key: 200, Hash: 200, Bucket: 8
[INSERT_LOG_INT] Table: 0x7ffdd652ebb0, Key: 1, Hash: 1, Bucket: 1
[INSERT_LOG_INT] Table: 0x7ffdd652ebb0, Key: 2, Hash: 2, Bucket: 2
[INSERT_LOG_INT] Table: 0x7ffdd652ebb0, Key: 3, Hash: 3, Bucket: 3
[INSERT_LOG_INT] Table: 0x7ffdd652ebb0, Key: 100, Hash: 100, Bucket: 4
[INSERT_LOG_INT] Table: 0x7ffdd652ebb0, Key: 101, Hash: 101, Bucket: 5
[INSERT_LOG_INT] Table: 0x7ffdd652ebb0, Key: 201, Hash: 201, Bucket: 9
[INSERT_LOG_INT] Table: 0x562ae383a430, Key: 202, Hash: 202, Bucket: 10
[INSERT_LOG_STR] Table: 0x562ae1e8bbe8, Key: google.cloud.dataplex.v1.StorageFormat.TEXT (Size: 43), Hash: 3913778712, Bucket: 536
[INSERT_LOG_STR] Table: 0x562ae383a420, Key: TEXT (Size: 4), Hash: 853292452, Bucket: 4
[INSERT_LOG_INT] Table: 0x562ae383a430, Key: 203, Hash: 203, Bucket: 11
[INSERT_LOG_STR] Table: 0x562ae1e8bbe8, Key: google.cloud.dataplex.v1.StorageFormat.TFRECORD (Size: 47), Hash: 2260359936, Bucket: 768
[INSERT_LOG_STR] Table: 0x562ae383a420, Key: TFRECORD (Size: 8), Hash: 1339665518, Bucket: 14
[INSERT_LOG_INT] Table: 0x562ae383a430, Key: 204, Hash: 204, Bucket: 12
[INSERT_LOG_STR] Table: 0x562ae1e8bbe8, Key: google.cloud.dataplex.v1.StorageFormat.OTHER (Size: 44), Hash: 1469141885, Bucket: 893
[INSERT_LOG_STR] Table: 0x562ae383a420, Key: OTHER (Size: 5), Hash: 1077140995, Bucket: 3
[INSERT_LOG_INT] Table: 0x562ae383a430, Key: 1000, Hash: 1000, Bucket: 8
[INSERT_LOG_STR] Table: 0x562ae1e8bbe8, Key: google.cloud.dataplex.v1.StorageFormat.UNKNOWN (Size: 46), Hash: 344214972, Bucket: 444
[INSERT_LOG_STR] Table: 0x562ae383a420, Key: UNKNOWN (Size: 7), Hash: 232712852, Bucket: 4
[INSERT_LOG_INT] Table: 0x562ae383a430, Key: 1001, Hash: 1001, Bucket: 9
[INSERT_LOG_INT] Table: 0x7ffdd652ebf0, Key: 100, Hash: 100, Bucket: 4
[INSERT_LOG_INT] Table: 0x7ffdd652ebf0, Key: 101, Hash: 101, Bucket: 5
[INSERT_LOG_INT] Table: 0x7ffdd652ebf0, Key: 200, Hash: 200, Bucket: 8
[INSERT_LOG_INT] Table: 0x7ffdd652ebf0, Key: 201, Hash: 201, Bucket: 9
[INSERT_LOG_INT] Table: 0x7ffdd652ebf0, Key: 202, Hash: 202, Bucket: 10
