debian_pkg, CPAN_dist, CPAN_vers, N_bugs, N_patches
"libsocket-multicast6-perl", "Socket-Multicast6", "not-uploaded", "0", "0"
"libsoftware-license-perl", "Software-License", "0.012", "0", "0"
"libsort-naturally-perl", "Sort-Naturally", "1.02", "0", "0"
"libsort-versions-perl", "Sort-Versions", "1.5", "0", "0"
"libspiffy-perl", "Spiffy", "0.30", "1", "0"
"libspoon-perl", "Spoon", "0.24", "1", "0"
"libspork-perl", "Spork", "0.20", "1", "0"
"libspreadsheet-parseexcel-perl", "Spreadsheet-ParseExcel", "0.5500", "1", "0"
"libspreadsheet-parseexcel-simple-perl", "Spreadsheet-ParseExcel-Simple", "1.04", "0", "0"
"libspreadsheet-read-perl", "Spreadsheet-Read", "0.37", "0", "0"
"libspreadsheet-writeexcel-perl", "Spreadsheet-WriteExcel", "2.28", "1", "0"
"libspreadsheet-xlsx-perl", "Spreadsheet-XLSX", "0.12", "0", "0"
"libsql-abstract-limit-perl", "SQL-Abstract-Limit", "0.14.1", "1", "0"
"libsql-abstract-perl", "SQL-Abstract", "1.60", "0", "0"
"libsql-reservedwords-perl", "SQL-ReservedWords", "0.7", "0", "0"
"libsql-statement-perl", "SQL-Statement", "1.22", "0", "0"
"libstar-parser-perl", "http://pdb.sdsc.edu/STAR/STAR-Parser-0.59.tar.gz", "0.59", "0", "0"
"libstat-lsmode-perl", "http://perl.plover.com/lsMode/Stat-lsMode-0.50.tar.gz", "0.50", "0", "0"
"libstatistics-basic-perl", "Statistics-Basic", "1.6601", "0", "0"
"libstatistics-descriptive-perl", "Statistics-Descriptive", "3.0100", "0", "0"
"libstatistics-test-randomwalk-perl", "Statistics-Test-RandomWalk", "0.01", "0", "0"
"libstatistics-test-sequence-perl", "Statistics-Test-Sequence", "0.01", "0", "0"
"libstring-bufferstack-perl", "String-BufferStack", "1.13", "0", "0"
"libstring-crc32-perl", "String-CRC32", "1.4", "0", "0"
"libstring-diff-perl", "String-Diff", "not-uploaded", "0", "0"
"libstring-escape-perl", "String-Escape", "2002.001", "0", "0"
"libstring-koremutake-perl", "String-Koremutake", "0.30", "0", "0"
"libstring-mkpasswd-perl", "String-MkPasswd", "0.02", "0", "0"
"libstring-random-perl", "String-Random", "0.22", "0", "0"
"libstring-rewriteprefix-perl", "String-RewritePrefix", "0.004", "0", "0"
"libstring-truncate-perl", "String-Truncate", "0.102", "0", "0"
"libsub-current-perl", "Sub-Current", "0.02", "0", "0"
"libsub-exporter-perl", "Sub-Exporter", "0.981", "0", "0"
"libsub-identify-perl", "Sub-Identify", "0.04", "0", "0"
"libsub-install-perl", "Sub-Install", "0.924", "0", "0"
"libsub-name-perl", "Sub-Name", "0.04", "0", "0"
"libsub-uplevel-perl", "Sub-Uplevel", "0.2200", "0", "0"
"libsub-wrappackages-perl", "Sub-WrapPackages", "1.3", "0", "0"
"libsuper-perl", "SUPER", "1.17", "0", "0"
"libsvg-graph-perl", "SVG-Graph", "0.02", "0", "0"
"libsvg-perl", "SVG", "2.49", "0", "0"
"libsvg-tt-graph-perl", "SVG-TT-Graph", "0.12", "0", "0"
"libsvn-dump-perl", "SVN-Dump", "0.04", "0", "0"
"libsvn-hooks-perl", "SVN-Hooks", "0.23", "0", "0"
"libsvn-look-perl", "SVN-Look", "0.15", "0", "0"
"libsvn-notify-mirror-perl", "SVN-Notify-Mirror", "0.03800", "0", "0"
"libsvn-svnlook-perl", "SVN-SVNLook", "0.04", "0", "0"
"libswish-api-common-perl", "SWISH-API-Common", "0.03", "1", "0"
"libsyntax-highlight-engine-kate-perl", "Syntax-Highlight-Engine-Kate", "0.05", "0", "0"
"libsyntax-highlight-engine-simple-languages-perl", "Syntax-Highlight-Engine-Simple-Perl", "1", "0", "0"
"libsyntax-highlight-engine-simple-perl", "Syntax-Highlight-Engine-Simple", "0.08", "0", "0"
"libsyntax-highlight-perl-improved-perl", "Syntax-Highlight-Perl-Improved", "1.01", "0", "0"
"libsys-filesystem-perl", "Sys-Filesystem", "1.25", "0", "0"
"libsys-gamin-perl", "Sys-Gamin", "0.1", "0", "0"
"libsys-hostname-long-perl", "Sys-Hostname-Long", "1.4", "0", "0"
"libsys-sigaction-perl", "Sys-SigAction", "0.11", "0", "0"
"libsys-statistics-linux-perl", "Sys-Statistics-Linux", "0.56", "0", "0"
"libsys-syscall-perl", "Sys-Syscall", "0.22", "0", "0"
"libsys-syslog-perl", "Sys-Syslog", "0.27", "1", "0"
"libsys-utmp-perl", "Sys-Utmp", "1.6", "0", "0"
"libsys-virt-perl", "Sys-Virt", "0.2.2", "0", "0"
"libsysadm-install-perl", "Sysadm-Install", "0.33", "0", "0"
"libtemplate-alloy-perl", "Template-Alloy", "1.013", "0", "0"
"libtemplate-declare-perl", "Template-Declare", "0.43", "0", "0"
"libtemplate-multilingual-perl", "Template-Multilingual", "1.00", "0", "0"
"libtemplate-plugin-calendar-simple-perl", "Template-Plugin-Calendar-Simple", "0.02", "0", "0"
"libtemplate-plugin-class-perl", "Template-Plugin-Class", "0.13", "0", "0"
"libtemplate-plugin-clickable-perl", "Template-Plugin-Clickable", "0.06", "0", "0"
"libtemplate-plugin-javascript-perl", "Template-Plugin-JavaScript", "0.01", "0", "0"
"libtemplate-plugin-textile2-perl", "Template-Plugin-Textile2", "1.21", "0", "0"
"libtemplate-plugin-yaml-perl", "Template-Plugin-YAML", "1.23", "0", "0"
"libtemplate-provider-encoding-perl", "Template-Provider-Encoding", "0.10", "0", "0"
"libtemplate-provider-fromdata-perl", "Template-Provider-FromDATA", "0.08", "0", "0"
"libtemplate-timer-perl", "Template-Timer", "1.00", "1", "0"
"libterm-encoding-perl", "Term-Encoding", "0.02", "0", "0"
"libterm-progressbar-perl", "Term-ProgressBar", "2.09", "0", "1"
"libterm-query-perl", "Term-Query", "2.0", "0", "0"
"libterm-readkey-perl", "TermReadKey", "2.30", "0", "0"
"libterm-readline-gnu-perl", "Term-ReadLine-Gnu", "1.19", "3", "0"
"libterm-readline-perl-perl", "Term-ReadLine-Perl", "1.0303", "0", "0"
"libterm-readpassword-perl", "Term-ReadPassword", "0.11", "0", "0"
"libterm-shell-perl", "Term-Shell", "0.02", "0", "0"
"libterm-size-perl", "Term-Size", "0.2", "0", "0"
"libterm-slang-perl", "Term-Slang", "0.07", "0", "0"
"libterm-visual-perl", "Term-Visual", "0.08", "1", "0"
"libtest-apocalypse-perl", "Test-Apocalypse", "not-uploaded", "0", "0"
"libtest-assertions-perl", "Test-Assertions", "1.054", "0", "0"
"libtest-base-perl", "Test-Base", "0.59", "0", "0"
"libtest-block-perl", "Test-Block", "0.11", "0", "0"
"libtest-checkchanges-perl", "Test-CheckChanges", "0.08", "0", "0"
"libtest-checkmanifest-perl", "Test-CheckManifest", "1.01", "0", "0"
"libtest-class-perl", "Test-Class", "0.33", "0", "0"
"libtest-command-perl", "Test-Command", "0.08", "0", "0"
"libtest-compile-perl", "Test-Compile", "0.10", "0", "0"
"libtest-cpan-meta-perl", "Test-CPAN-Meta", "0.13", "0", "0"
"libtest-cukes-perl", "Test-Cukes", "0.08", "0", "0"
"libtest-deep-perl", "Test-Deep", "0.106", "1", "0"
"libtest-dependencies-perl", "Test-Dependencies", "0.12", "0", "0"
"libtest-differences-perl", "Test-Differences", "0.50.0", "0", "0"
"libtest-dir-perl", "Test-Dir", "1.006", "0", "0"
"libtest-distmanifest-perl", "Test-DistManifest", "1.005", "0", "0"
"libtest-distribution-perl", "Test-Distribution", "2.00", "0", "0"
"libtest-email-perl", "Test-Email", "0.07", "0", "0"
"libtest-exception-perl", "Test-Exception", "0.27", "0", "0"
"libtest-expect-perl", "Test-Expect", "0.31", "0", "0"
"libtest-file-perl", "Test-File", "1.29", "0", "0"
"libtest-fixme-perl", "Test-Fixme", "0.04", "0", "0"
"libtest-harness-perl", "Test-Harness", "3.17", "0", "0"
"libtest-hasversion-perl", "Test-HasVersion", "0.012", "0", "0"
"libtest-http-server-simple-perl", "Test-HTTP-Server-Simple", "0.10", "0", "0"
"libtest-http-server-simple-stashwarnings-perl", "Test-HTTP-Server-Simple-StashWarnings", "0.04", "0", "0"
"libtest-kwalitee-perl", "Test-Kwalitee", "1.01", "0", "0"
"libtest-leaktrace-perl", "Test-LeakTrace", "0.10", "0", "0"
"libtest-lectrotest-perl", "Test-LectroTest", "0.3600", "0", "0"
"libtest-log4perl-perl", "Test-Log4perl", "0.1001", "0", "0"
"libtest-longstring-perl", "Test-LongString", "0.11", "0", "0"
"libtest-manifest-perl", "Test-Manifest", "1.23", "0", "0"
"libtest-memory-cycle-perl", "Test-Memory-Cycle", "1.04", "0", "0"
"libtest-minimumversion-perl", "Test-MinimumVersion", "0.011", "0", "0"
"libtest-mock-lwp-perl", "Test-Mock-LWP", "0.05", "0", "0"
"libtest-mockclass-perl", "Test-MockClass", "1.04", "0", "0"
"libtest-mockmodule-perl", "Test-MockModule", "0.05", "0", "0"
"libtest-mockobject-perl", "Test-MockObject", "1.09", "0", "0"
"libtest-mockrandom-perl", "Test-MockRandom", "1.00", "0", "0"
"libtest-mocktime-perl", "Test-MockTime", "0.09", "0", "0"
"libtest-most-perl", "Test-Most", "0.21", "0", "0"
"libtest-needsdisplay-perl", "Test-NeedsDisplay", "1.07", "0", "0"
"libtest-nowarnings-perl", "Test-NoWarnings", "0.084", "1", "0"
"libtest-number-delta-perl", "Test-Number-Delta", "1.03", "0", "0"
"libtest-object-perl", "Test-Object", "0.07", "0", "0"
"libtest-output-perl", "Test-Output", "0.16", "0", "0"
"libtest-perl-critic-perl", "Test-Perl-Critic", "1.02", "0", "0"
"libtest-perltidy-perl", "Test-PerlTidy", "not-uploaded", "0", "0"
"libtest-pod-coverage-perl", "Test-Pod-Coverage", "1.08", "0", "0"
"libtest-pod-perl", "Test-Pod", "1.40", "1", "0"
"libtest-poe-client-tcp-perl", "Test-POE-Client-TCP", "1.06", "0", "0"
"libtest-poe-server-tcp-perl", "Test-POE-Server-TCP", "1.08", "0", "0"
"libtest-portability-files-perl", "Test-Portability-Files", "0.05", "0", "0"
"libtest-prereq-perl", "Test-Prereq", "1.037", "0", "0"
"libtest-refcount-perl", "Test-Refcount", "0.04", "0", "0"
"libtest-script-perl", "Test-Script", "1.06", "0", "0"
"libtest-script-run-perl", "Test-Script-Run", "0.03", "0", "0"
"libtest-signature-perl", "Test-Signature", "1.10", "0", "0"
"libtest-simple-perl", "Test-Simple", "0.94", "0", "0"
"libtest-simpleunit-perl", "Test-SimpleUnit", "1.21", "0", "0"
"libtest-spelling-perl", "Test-Spelling", "0.11", "0", "0"
"libtest-strict-perl", "Test-Strict", "0.13", "0", "0"
"libtest-subcalls-perl", "Test-SubCalls", "1.09", "0", "0"
"libtest-taint-perl", "Test-Taint", "1.04", "0", "0"
"libtest-tempdir-perl", "Test-TempDir", "0.05", "0", "0"
"libtest-tester-perl", "Test-Tester", "0.107", "1", "0"
"libtest-trap-perl", "Test-Trap", "0.2.0", "0", "0"
"libtest-unit-perl", "Test-Unit", "0.25", "0", "0"
"libtest-use-ok-perl", "Test-use-ok", "0.02", "0", "0"
"libtest-useallmodules-perl", "Test-UseAllModules", "0.12", "0", "0"
"libtest-valgrind-perl", "Test-Valgrind", "1.10", "1", "0"
"libtest-warn-perl", "Test-Warn", "0.21", "0", "0"
"libtest-without-module-perl", "Test-Without-Module", "0.17", "0", "0"
"libtest-www-declare-perl", "Test-WWW-Declare", "0.02", "0", "0"
"libtest-www-mechanize-catalyst-perl", "Test-WWW-Mechanize-Catalyst", "0.51", "0", "0"
"libtest-www-mechanize-cgiapp-perl", "Test-WWW-Mechanize-CGIApp", "0.05", "0", "0"
"libtest-www-mechanize-perl", "Test-WWW-Mechanize", "1.24", "0", "0"
"libtest-www-selenium-perl", "Test-WWW-Selenium", "1.20", "0", "0"
"libtest-xml-simple-perl", "Test-XML-Simple", "1.00", "0", "0"
"libtest-xt-perl", "Test-XT", "not-uploaded", "0", "0"
"libtest-yaml-meta-perl", "Test-YAML-Meta", "0.12", "0", "0"
"libtest-yaml-valid-perl", "Test-YAML-Valid", "0.03", "0", "0"
"libtex-encode-perl", "TeX-Encode", "1.1", "0", "0"
"libtext-affixes-perl", "Text-Affixes", "0.07", "0", "0"
"libtext-asciitable-perl", "Text-ASCIITable", "0.18", "1", "0"
"libtext-autoformat-perl", "Text-Autoformat", "1.666.0", "0", "0"
"libtext-bidi-perl", "Text-Bidi", "not-uploaded", "0", "0"
"libtext-context-eitherside-perl", "Text-Context-EitherSide", "1.4", "0", "0"
"libtext-context-perl", "Text-Context", "3.7", "0", "0"
"libtext-csv-perl", "Text-CSV", "1.15", "0", "0"
"libtext-csv-xs-perl", "Text-CSV_XS", "0.69", "0", "0"
"libtext-dhcpleases-perl", "Text-DHCPLeases", "0.9", "0", "0"
"libtext-diff-perl", "Text-Diff", "1.37", "0", "0"
"libtext-findindent-perl", "Text-FindIndent", "0.03", "0", "0"
"libtext-format-perl", "Text-Format", "0.52", "0", "0"
"libtext-formattable-perl", "Text-FormatTable", "1.03", "0", "0"
"libtext-glob-perl", "Text-Glob", "0.08", "0", "0"
"libtext-greeking-perl", "Text-Greeking", "0.12", "0", "0"
"libtext-levenshtein-perl", "Text-Levenshtein", "0.06~01", "0", "0"
"libtext-markdown-perl", "Text-Markdown", "1.0.26", "0", "0"
"libtext-micromason-perl", "Text-MicroMason", "2.07", "0", "0"
"libtext-multimarkdown-perl", "Text-MultiMarkdown", "1.0.30", "0", "0"
"libtext-password-pronounceable-perl", "Text-Password-Pronounceable", "0.28", "0", "0"
"libtext-patch-perl", "Text-Patch", "1.4", "0", "0"
"libtext-pdf-perl", "Text-PDF", "0.29a", "0", "0"
"libtext-quoted-perl", "Text-Quoted", "2.05", "0", "0"
"libtext-recordparser-perl", "Text-RecordParser", "1.3.0", "0", "0"
"libtext-reflow-perl", "Text-Reflow", "1.09", "0", "0"
"libtext-reform-perl", "Text-Reform", "1.20", "0", "0"
"libtext-roman-perl", "Text-Roman", "3.3", "0", "0"
"libtext-simpletable-perl", "Text-SimpleTable", "1.2", "0", "0"
"libtext-tabulardisplay-perl", "Text-TabularDisplay", "1.22", "0", "0"
"libtext-template-perl", "Text-Template", "1.45", "0", "0"
"libtext-textile-perl", "Text-Textile", "2.12", "0", "0"
"libtext-typography-perl", "Text-Typography", "0.01", "0", "1"
"libtext-wrapper-perl", "Text-Wrapper", "1.02", "0", "0"
"libthread-pool-simple-perl", "Thread-Pool-Simple", "0.24", "0", "0"
"libthread-queue-any-perl", "Thread-Queue-Any", "0.09", "0", "0"
"libthread-queue-perl", "Thread-Queue", "2.11", "0", "0"
"libthread-serialize-perl", "Thread-Serialize", "0.10", "1", "0"
"libtie-array-sorted-perl", "Tie-Array-Sorted", "1.41", "0", "0"
"libtie-cphash-perl", "Tie-CPHash", "1.04", "0", "0"
"libtie-dbi-perl", "Tie-DBI", "1.02", "0", "0"
"libtie-hash-regex-perl", "Tie-Hash-Regex", "1.02", "0", "0"
"libtie-ical-perl", "Tie-iCal", "0.13", "0", "0"
"libtie-regexphash-perl", "Tie-RegexpHash", "0.15", "0", "0"
"libtie-toobject-perl", "Tie-ToObject", "0.03", "0", "0"
"libtime-clock-perl", "Time-Clock", "0.12", "0", "0"
"libtime-duration-parse-perl", "Time-Duration-Parse", "0.06", "0", "0"
"libtime-fake-perl", "Time-Fake", "0.11", "0", "0"
"libtime-human-perl", "Time-Human", "1.03", "0", "0"
"libtime-local-perl", "Time-Local", "1.1901", "0", "0"
"libtime-modules-perl", "Time-modules", "2006.0814", "0", "0"
"libtime-piece-mysql-perl", "Time-Piece-MySQL", "0.06", "0", "0"
"libtime-piece-perl", "Time-Piece", "1.15", "1", "0"
"libtime-progress-perl", "Time-Progress", "1.5", "0", "0"
"libtime-stopwatch-perl", "Time-Stopwatch", "1.00", "0", "0"
"libtime-warp-perl", "Time-Warp", "0.5", "0", "0"
"libtimedate-perl", "unknown", "not-uploaded", "0", "0"
"libtitanium-perl", "Titanium", "1.03", "0", "0"
"libtk-dirselect-perl", "Tk-DirSelect", "1.11", "0", "0"
"libtk-filedialog-perl", "Tk-FileDialog", "1.3", "1", "0"
"libtk-gbarr-perl", "Tk-GBARR", "2.08", "0", "0"
"libtk-histentry-perl", "Tk-HistEntry", "0.43", "0", "0"
"libtk-objscanner-perl", "Tk-ObjScanner", "2.012", "0", "0"
"libtk-pod-perl", "Tk-Pod", "0.9939", "0", "0"
"libtk-splashscreen-perl", "Tk-Splashscreen", "1.0", "0", "0"
"libtokyocabinet-perl", "http://1978th.net/tokyocabinet/perlpkg/tokyocabinet-perl-1.33.tar.gz", "1.33", "0", "0"
"libtoolkit-perl", "Toolkit", "0.0.2", "0", "0"
"libtree-dagnode-perl", "Tree-DAG_Node", "1.06", "0", "0"
"libtree-redblack-perl", "Tree-RedBlack", "0.5", "0", "0"
"libtree-simple-perl", "Tree-Simple", "1.18", "0", "0"
"libtree-simple-visitorfactory-perl", "Tree-Simple-VisitorFactory", "0.10", "0", "0"
"libtry-tiny-perl", "Try-Tiny", "0.02", "0", "0"
"libunicode-map-perl", "Unicode-Map", "0.112", "1", "0"
"libunicode-map8-perl-dfsg", "Unicode-Map8", "0.12", "0", "0"
"libunicode-maputf8-perl", "Unicode-MapUTF8", "1.11", "0", "0"
"libunicode-string-perl", "Unicode-String", "2.09", "0", "0"
"libuniversal-can-perl", "UNIVERSAL-can", "1.15", "0", "0"
"libuniversal-isa-perl", "UNIVERSAL-isa", "1.02", "0", "0"
"libuniversal-moniker-perl", "UNIVERSAL-moniker", "0.08", "0", "0"
"libuniversal-require-perl", "UNIVERSAL-require", "0.13", "0", "0"
"libunix-syslog-perl", "Unix-Syslog", "1.1", "0", "0"
"liburi-perl", "URI", "1.50", "1", "0"
"liburi-query-perl", "URI-Query", "0.06", "0", "0"
"libuser-identity-perl", "User-Identity", "0.92", "0", "0"
"libuser-simple-perl", "User-Simple", "1.43", "0", "0"
"libuuid-perl", "UUID", "0.02", "0", "0"
"libuuid-tiny-perl", "UUID-Tiny", "1.02", "0", "0"
"libv-perl", "V", "not-uploaded", "0", "0"
"libvalidate-net-perl", "Validate-Net", "0.6", "0", "0"
"libvariable-magic-perl", "Variable-Magic", "0.38", "0", "0"
"libverilog-perl", "Verilog-Perl", "3.221", "0", "0"
"libvi-quickfix-perl", "Vi-QuickFix", "1.134", "0", "0"
"libvideo-capture-v4l-perl", "Video-Capture-V4l", "0.902", "1", "0"
"libvideo-fourcc-info-perl", "Video-FourCC-Info", "1.004", "0", "0"
"libvideo-info-perl", "Video-Info", "0.993", "0", "0"
"libvitacilina-perl", "Vitacilina", "0.1", "0", "0"
"libvorbis-perl", "libvorbis-perl", "0.05.ds1", "0", "0"
"libwant-perl", "Want", "0.18", "0", "0"
"libwebservice-cia-perl", "WebService-CIA", "1.4", "0", "0"
"libwebservice-solr-perl", "WebService-Solr", "0.08", "0", "0"
"libwebservice-validator-css-w3c-perl", "WebService-Validator-CSS-W3C", "0.2", "0", "0"
"libwebservice-validator-html-w3c-perl", "WebService-Validator-HTML-W3C", "0.24", "0", "0"
"libwebservice-youtube-perl", "WebService-YouTube", "1.0.3", "0", "0"
"libwordnet-querydata-perl", "WordNet-QueryData", "1.48", "0", "0"
"libwordpress-xmlrpc-perl", "WordPress-XMLRPC", "1.19", "0", "0"
"libwww-bugzilla-perl", "WWW-Bugzilla", "1.5", "0", "0"
"libwww-cnic-perl", "http://toolkit.centralnic.com/dist/WWW-CNic-0.30.tar.gz", "0.30", "0", "0"
"libwww-curl-perl", "WWW-Curl", "4.09", "1", "0"
"libwww-facebook-api-perl", "WWW-Facebook-API", "0.4.16", "0", "0"
"libwww-freshmeat-perl", "WWW-Freshmeat", "0.20", "0", "0"
"libwww-google-calculator-perl", "WWW-Google-Calculator", "0.05", "0", "0"
"libwww-mechanize-formfiller-perl", "WWW-Mechanize-FormFiller", "0.10", "0", "0"
"libwww-mechanize-gzip-perl", "WWW-Mechanize-GZip", "0.12", "0", "0"
"libwww-mechanize-perl", "WWW-Mechanize", "1.58", "0", "0"
"libwww-mechanize-shell-perl", "WWW-Mechanize-Shell", "0.48", "0", "0"
"libwww-mechanize-treebuilder-perl", "WWW-Mechanize-TreeBuilder", "1.10001", "0", "0"
"libwww-mechanize-twiki-perl", "WWW-Mechanize-TWiki", "0.12", "0", "0"
"libwww-myspace-perl", "WWW-Myspace", "0.92", "0", "0"
"libwww-perl", "libwww-perl", "5.834", "16", "0"
"libwww-search-perl", "WWW-Search", "2.50.70.debian.2", "0", "0"
"libwww-topica-perl", "WWW-Topica", "0.6", "0", "0"
"libwww-wikipedia-perl", "WWW-Wikipedia", "1.96", "0", "0"
"libwwwbrowser-perl", "http://user.cs.tu-berlin.de/~eserte/src/perl/WWWBrowser/WWWBrowser-2.23.tar.gz", "2.23", "0", "0"
"libwx-perl", "Wx", "0.93", "1", "0"
"libwx-perl-datawalker-perl", "Wx-Perl-DataWalker", "0.02", "0", "0"
"libwx-perl-processstream-perl", "Wx-Perl-ProcessStream", "0.22", "0", "0"
"libx11-freedesktop-desktopentry-perl", "X11-FreeDesktop-DesktopEntry", "0.04", "0", "0"
"libx500-dn-perl", "X500-DN", "0.29", "0", "0"
"libxml-atom-perl", "XML-Atom", "0.34", "1", "0"
"libxml-atom-service-perl", "XML-Atom-Service", "0.16.0", "0", "0"
"libxml-atom-simplefeed-perl", "XML-Atom-SimpleFeed", "0.86", "0", "0"
"libxml-autowriter-perl", "XML-AutoWriter", "0.40", "0", "0"
"libxml-bare-perl", "XML-Bare", "0.45", "0", "0"
"libxml-checker-perl", "XML-Checker", "0.13", "0", "0"
"libxml-csv-perl", "XML-CSV", "0.15", "0", "0"
"libxml-dom-perl", "XML-DOM", "1.44", "1", "0"
"libxml-dom-xpath-perl", "XML-DOM-XPath", "0.14", "0", "0"
"libxml-easyobj-perl", "XML-EasyOBJ", "1.12", "0", "0"
"libxml-feed-perl", "XML-Feed", "0.43", "1", "0"
"libxml-feedpp-perl", "XML-FeedPP", "0.40", "0", "0"
"libxml-filter-buffertext-perl", "XML-Filter-BufferText", "1.01", "0", "0"
"libxml-filter-detectws-perl", "XML-Filter-DetectWS", "0.01", "0", "0"
"libxml-filter-reindent-perl", "XML-Filter-Reindent", "0.03", "0", "0"
"libxml-filter-saxt-perl", "XML-Filter-SAXT", "0.01", "0", "0"
"libxml-filter-sort-perl", "XML-Filter-Sort", "1.01", "1", "0"
"libxml-filter-xslt-perl", "XML-Filter-XSLT", "0.03", "0", "0"
"libxml-generator-perl", "XML-Generator", "1.01", "0", "0"
"libxml-grove-perl", "XML-Grove", "0.46alpha", "0", "0"
"libxml-handler-composer-perl", "XML-Handler-Composer", "0.01", "0", "0"
"libxml-handler-printevents-perl", "XML-Handler-PrintEvents", "0.01", "0", "0"
"libxml-handler-trees-perl", "XML-Handler-Trees", "0.02", "0", "0"
"libxml-handler-yawriter-perl", "XML-Handler-YAWriter", "0.23", "0", "0"
"libxml-libxml-iterator-perl", "XML-LibXML-Iterator", "1.04", "0", "0"
"libxml-libxml-perl", "XML-LibXML", "1.70.ds", "5", "0"
"libxml-libxslt-perl", "XML-LibXSLT", "1.70", "1", "0"
"libxml-mini-perl", "XML-Mini", "1.38", "0", "0"
"libxml-namespacesupport-perl", "XML-NamespaceSupport", "1.09", "0", "0"
"libxml-node-perl", "XML-Node", "0.11", "0", "0"
"libxml-nodefilter-perl", "XML-NodeFilter", "0.01", "0", "0"
"libxml-opml-perl", "XML-OPML", "0.26", "0", "0"
"libxml-opml-simplegen-perl", "XML-OPML-SimpleGen", "0.04", "0", "0"
"libxml-parser-lite-tree-perl", "XML-Parser-Lite-Tree", "0.11", "0", "0"
"libxml-perl", "libxml-perl", "0.08", "1", "0"
"libxml-regexp-perl", "XML-RegExp", "0.03", "1", "0"
"libxml-rss-libxml-perl", "XML-RSS-LibXML", "0.3004", "0", "0"
"libxml-rss-perl", "XML-RSS", "1.46", "0", "0"
"libxml-rsslite-perl", "XML-RSSLite", "0.11", "2", "0"
"libxml-sax-expat-incremental-perl", "XML-SAX-Expat-Incremental", "0.05", "1", "0"
"libxml-sax-expat-perl", "XML-SAX-Expat", "0.40", "1", "0"
"libxml-sax-expatxs-perl", "XML-SAX-ExpatXS", "1.31", "0", "0"
"libxml-sax-machines-perl", "XML-SAX-Machines", "0.42", "0", "0"
"libxml-sax-perl", "XML-SAX", "0.96", "0", "0"
"libxml-sax-writer-perl", "XML-SAX-Writer", "0.52", "1", "0"
"libxml-simple-perl", "XML-Simple", "2.18", "0", "1"
"libxml-simpleobject-perl", "XML-SimpleObject", "0.53", "0", "0"
"libxml-smart-perl", "XML-Smart", "1.6.9", "0", "0"
"libxml-stream-perl", "XML-Stream", "1.22", "0", "0"
"libxml-tidy-perl", "XML-Tidy", "1.2.54HJnFa", "0", "0"
"libxml-treebuilder-perl", "XML-TreeBuilder", "3.09", "0", "0"
"libxml-um-perl", "XML-UM", "0.01", "0", "0"
"libxml-validator-schema-perl", "XML-Validator-Schema", "1.10", "0", "0"
"libxml-writer-perl", "XML-Writer", "0.605", "0", "0"
"libxml-xpath-perl", "XML-XPath", "1.13", "6", "0"
"libxml-xpathengine-perl", "XML-XPathEngine", "0.12", "0", "0"
"libxml-xql-perl", "XML-XQL", "0.68", "0", "0"
"libxml-xslt-perl", "XML-XSLT", "0.48", "0", "0"
"libyaml-appconfig-perl", "YAML-AppConfig", "0.16", "0", "0"
"libyaml-libyaml-perl", "YAML-LibYAML", "0.32", "0", "0"
"libyaml-perl", "YAML", "0.70", "2", "0"
"libyaml-syck-perl", "YAML-Syck", "1.07", "1", "0"
"perlconsole", "perlconsole", "0.4", "1", "0"
"perlindex", "perlindex", "1.605", "0", "0"
"pip", "pip", "0.13", "1", "0"
"pperl", "PPerl", "0.25", "2", "0"
"sqlfairy", "SQL-Translator", "0.11003", "2", "0"
