Id;CustomerId;OrderDate;Freight;ProductName;QuantityPerUnit;UnitPriceProduct;Discount;UnitPriceOrder;Quantity;Amount
10865/38;QUICK;2014-02-02;348.14;Côte de Blaye;12 - 75 cl bottles;263.5;0.05;263.5;60;15810
10865/39;QUICK;2014-02-02;348.14;Chartreuse verte;750 cc per bottle;18;0.05;18;80;1440
10866/2;BERGS;2014-02-03;109.11;Chang;24 - 12 oz bottles;19;0.25;19;21;399
10866/24;BERGS;2014-02-03;109.11;Guaraná Fantástica;12 - 355 ml cans;4.5;0.25;4.5;6;27
10866/30;BERGS;2014-02-03;109.11;Nord-Ost Matjeshering;10 - 200 g glasses;25.89;0.25;25.89;40;1035.6
10867/53;LONEP;2014-02-03;1.93;Perth Pasties;48 pieces;32.8;0;32.8;3;98.39999999999999
10868/26;QUEE;2014-02-04;191.27;Gumbär Gummibärchen;100 - 250 g bags;31.23;0;31.23;20;624.6
10868/35;QUEE;2014-02-04;191.27;Steeleye Stout;24 - 12 oz bottles;18;0;18;30;540
10868/49;QUEE;2014-02-04;191.27;Maxilaku;24 - 50 g pkgs.;20;0.1;20;42;840
10869/1;SEVES;2014-02-04;143.28;Chai;10 boxes x 20 bags;18;0;18;40;720
10869/11;SEVES;2014-02-04;143.28;Queso Cabrales;1 kg pkg.;21;0;21;10;210
10869/23;SEVES;2014-02-04;143.28;Tunnbröd;12 - 250 g pkgs.;9;0;9;50;450
10869/68;SEVES;2014-02-04;143.28;Scottish Longbreads;10 boxes x 8 pieces;12.5;0;12.5;20;250
10870/35;WOLZA;2014-02-04;12.04;Steeleye Stout;24 - 12 oz bottles;18;0;18;3;54
10870/51;WOLZA;2014-02-04;12.04;Manjimup Dried Apples;50 - 300 g pkgs.;53;0;53;2;106
10871/6;BONAP;2014-02-05;112.27;Grandma's Boysenberry Spread;12 - 8 oz jars;25;0.05;25;50;1250
10871/16;BONAP;2014-02-05;112.27;Pavlova;32 - 500 g boxes;17.45;0.05;17.45;12;209.39999999999998
10871/17;BONAP;2014-02-05;112.27;Alice Mutton;20 - 1 kg tins;39;0.05;39;16;624
10872/55;GODOS;2014-02-05;175.32;Pâté chinois;24 boxes x 2 pies;24;0.05;24;10;240
10872/62;GODOS;2014-02-05;175.32;Tarte au sucre;48 pies;49.3;0.05;49.3;20;986
10872/64;GODOS;2014-02-05;175.32;Wimmers gute Semmelknödel;20 bags x 4 pieces;33.25;0.05;33.25;15;498.75
10872/65;GODOS;2014-02-05;175.32;Louisiana Fiery Hot Pepper Sauce;32 - 8 oz bottles;21.05;0.05;21.05;21;442.05
10873/21;WILMK;2014-02-06;0.82;Sir Rodney's Scones;24 pkgs. x 4 pieces;10;0;10;20;200
10873/28;WILMK;2014-02-06;0.82;Rössle Sauerkraut;25 - 825 g cans;45.6;0;45.6;3;136.8
10874/10;GODOS;2014-02-06;19.58;Ikura;12 - 200 ml jars;31;0;31;10;310
10875/19;BERGS;2014-02-06;32.37;Teatime Chocolate Biscuits;10 boxes x 12 pieces;9.2;0;9.2;25;229.99999999999997
10875/47;BERGS;2014-02-06;32.37;Zaanse koeken;10 - 4 oz boxes;9.5;0.1;9.5;21;199.5
10875/49;BERGS;2014-02-06;32.37;Maxilaku;24 - 50 g pkgs.;20;0;20;15;300
10876/46;BONAP;2014-02-09;60.42;Spegesild;4 - 450 g glasses;12;0;12;21;252
10876/64;BONAP;2014-02-09;60.42;Wimmers gute Semmelknödel;20 bags x 4 pieces;33.25;0;33.25;20;665
10877/16;RICAR;2014-02-09;38.06;Pavlova;32 - 500 g boxes;17.45;0.25;17.45;30;523.5
10877/18;RICAR;2014-02-09;38.06;Carnarvon Tigers;16 kg pkg.;62.5;0;62.5;25;1562.5
10878/20;QUICK;2014-02-10;46.69;Sir Rodney's Marmalade;30 gift boxes;81;0.05;81;20;1620
10879/40;WILMK;2014-02-10;8.5;Boston Crab Meat;24 - 4 oz tins;18.4;0;18.4;12;220.79999999999998
10879/65;WILMK;2014-02-10;8.5;Louisiana Fiery Hot Pepper Sauce;32 - 8 oz bottles;21.05;0;21.05;10;210.5
10879/76;WILMK;2014-02-10;8.5;Lakkalikööri;500 ml;18;0;18;10;180
10880/23;FOLKO;2014-02-10;88.01;Tunnbröd;12 - 250 g pkgs.;9;0.2;9;30;270
10880/61;FOLKO;2014-02-10;88.01;Sirop d'érable;24 - 500 ml bottles;28.5;0.2;28.5;30;855
10880/70;FOLKO;2014-02-10;88.01;Outback Lager;24 - 355 ml bottles;15;0.2;15;50;750
10881/73;CACTU;2014-02-11;2.84;Röd Kaviar;24 - 150 g jars;15;0;15;10;150
10882/42;SAVEA;2014-02-11;23.1;Singaporean Hokkien Fried Mee;32 - 1 kg pkgs.;14;0;14;25;350
10882/49;SAVEA;2014-02-11;23.1;Maxilaku;24 - 50 g pkgs.;20;0.15;20;20;400
10882/54;SAVEA;2014-02-11;23.1;Tourtière;16 pies;7.45;0.15;7.45;32;238.4
10883/24;LONEP;2014-02-12;0.53;Guaraná Fantástica;12 - 355 ml cans;4.5;0;4.5;8;36
10884/21;LETSS;2014-02-12;90.97;Sir Rodney's Scones;24 pkgs. x 4 pieces;10;0.05;10;40;400
10884/56;LETSS;2014-02-12;90.97;Gnocchi di nonna Alice;24 - 250 g pkgs.;38;0.05;38;21;798
10884/65;LETSS;2014-02-12;90.97;Louisiana Fiery Hot Pepper Sauce;32 - 8 oz bottles;21.05;0.05;21.05;12;252.60000000000002
10885/2;SUPRD;2014-02-12;5.64;Chang;24 - 12 oz bottles;19;0;19;20;380
10885/24;SUPRD;2014-02-12;5.64;Guaraná Fantástica;12 - 355 ml cans;4.5;0;4.5;12;54
10885/70;SUPRD;2014-02-12;5.64;Outback Lager;24 - 355 ml bottles;15;0;15;30;450
10885/77;SUPRD;2014-02-12;5.64;Original Frankfurter grüne Soße;12 boxes;13;0;13;25;325
10886/10;HANAR;2014-02-13;4.99;Ikura;12 - 200 ml jars;31;0;31;70;2170
10886/31;HANAR;2014-02-13;4.99;Gorgonzola Telino;12 - 100 g pkgs;12.5;0;12.5;35;437.5
10886/77;HANAR;2014-02-13;4.99;Original Frankfurter grüne Soße;12 boxes;13;0;13;40;520
10887/25;GALED;2014-02-13;1.25;NuNuCa Nuß-Nougat-Creme;20 - 450 g glasses;14;0;14;5;70
10888/2;GODOS;2014-02-16;51.87;Chang;24 - 12 oz bottles;19;0;19;20;380
10888/68;GODOS;2014-02-16;51.87;Scottish Longbreads;10 boxes x 8 pieces;12.5;0;12.5;18;225
10889/11;RATTC;2014-02-16;280.61;Queso Cabrales;1 kg pkg.;21;0;21;40;840
10889/38;RATTC;2014-02-16;280.61;Côte de Blaye;12 - 75 cl bottles;263.5;0;263.5;40;10540
10890/17;DUMO;2014-02-16;32.76;Alice Mutton;20 - 1 kg tins;39;0;39;15;585
10890/34;DUMO;2014-02-16;32.76;Sasquatch Ale;24 - 12 oz bottles;14;0;14;10;140
10890/41;DUMO;2014-02-16;32.76;Jack's New England Clam Chowder;12 - 12 oz cans;9.65;0;9.65;14;135.1
10891/30;LEHMS;2014-02-17;20.37;Nord-Ost Matjeshering;10 - 200 g glasses;25.89;0.05;25.89;15;388.35
10892/59;MAISD;2014-02-17;120.27;Raclette Courdavault;5 kg pkg.;55;0.05;55;40;2200
10893/8;KOENE;2014-02-18;77.78;Northwoods Cranberry Sauce;12 - 12 oz jars;40;0;40;30;1200
10893/24;KOENE;2014-02-18;77.78;Guaraná Fantástica;12 - 355 ml cans;4.5;0;4.5;10;45
10893/29;KOENE;2014-02-18;77.78;Thüringer Rostbratwurst;50 bags x 30 sausgs.;123.79;0;123.79;24;2970.96
10893/30;KOENE;2014-02-18;77.78;Nord-Ost Matjeshering;10 - 200 g glasses;25.89;0;25.89;35;906.15
10893/36;KOENE;2014-02-18;77.78;Inlagd Sill;24 - 250 g  jars;19;0;19;20;380
10894/13;SAVEA;2014-02-18;116.13;Konbu;2 kg box;6;0.05;6;28;168
10894/69;SAVEA;2014-02-18;116.13;Gudbrandsdalsost;10 kg pkg.;36;0.05;36;50;1800
10894/75;SAVEA;2014-02-18;116.13;Rhönbräu Klosterbier;24 - 0.5 l bottles;7.75;0.05;7.75;120;930
10895/24;ERNSH;2014-02-18;162.75;Guaraná Fantástica;12 - 355 ml cans;4.5;0;4.5;110;495
10895/39;ERNSH;2014-02-18;162.75;Chartreuse verte;750 cc per bottle;18;0;18;45;810
10895/40;ERNSH;2014-02-18;162.75;Boston Crab Meat;24 - 4 oz tins;18.4;0;18.4;91;1674.3999999999999
10895/60;ERNSH;2014-02-18;162.75;Camembert Pierrot;15 - 300 g rounds;34;0;34;100;3400
10896/45;MAISD;2014-02-19;32.45;Rogede sild;1k pkg.;9.5;0;9.5;15;142.5
10896/56;MAISD;2014-02-19;32.45;Gnocchi di nonna Alice;24 - 250 g pkgs.;38;0;38;16;608
10897/29;HUNGO;2014-02-19;603.54;Thüringer Rostbratwurst;50 bags x 30 sausgs.;123.79;0;123.79;80;9903.2
10897/30;HUNGO;2014-02-19;603.54;Nord-Ost Matjeshering;10 - 200 g glasses;25.89;0;25.89;36;932.04
10898/13;OCEA;2014-02-20;1.27;Konbu;2 kg box;6;0;6;5;30
10899/39;LILAS;2014-02-20;1.21;Chartreuse verte;750 cc per bottle;18;0.15;18;8;144
10900/70;WELLI;2014-02-20;1.66;Outback Lager;24 - 355 ml bottles;15;0.25;15;3;45
10901/41;HILAA;2014-02-23;62.09;Jack's New England Clam Chowder;12 - 12 oz cans;9.65;0;9.65;30;289.5
10901/71;HILAA;2014-02-23;62.09;Flotemysost;10 - 500 g pkgs.;21.5;0;21.5;30;645
10902/55;FOLKO;2014-02-23;44.15;Pâté chinois;24 boxes x 2 pies;24;0.15;24;30;720
10902/62;FOLKO;2014-02-23;44.15;Tarte au sucre;48 pies;49.3;0.15;49.3;6;295.79999999999995
10903/13;HANAR;2014-02-24;36.71;Konbu;2 kg box;6;0;6;40;240
10903/65;HANAR;2014-02-24;36.71;Louisiana Fiery Hot Pepper Sauce;32 - 8 oz bottles;21.05;0;21.05;21;442.05
10903/68;HANAR;2014-02-24;36.71;Scottish Longbreads;10 boxes x 8 pieces;12.5;0;12.5;20;250
10904/58;WHITC;2014-02-24;162.95;Escargots de Bourgogne;24 pieces;13.25;0;13.25;15;198.75
10904/62;WHITC;2014-02-24;162.95;Tarte au sucre;48 pies;49.3;0;49.3;35;1725.5
10905/1;WELLI;2014-02-24;13.72;Chai;10 boxes x 20 bags;18;0.05;18;20;360
10906/61;WOLZA;2014-02-25;26.29;Sirop d'érable;24 - 500 ml bottles;28.5;0;28.5;15;427.5
10907/75;SPECD;2014-02-25;9.19;Rhönbräu Klosterbier;24 - 0.5 l bottles;7.75;0;7.75;14;108.5
10908/7;REGGC;2014-02-26;32.96;Uncle Bob's Organic Dried Pears;12 - 1 lb pkgs.;30;0.05;30;20;600
10908/52;REGGC;2014-02-26;32.96;Filo Mix;16 - 2 kg boxes;7;0.05;7;14;98
10909/7;SANTG;2014-02-26;53.05;Uncle Bob's Organic Dried Pears;12 - 1 lb pkgs.;30;0;30;12;360
10909/16;SANTG;2014-02-26;53.05;Pavlova;32 - 500 g boxes;17.45;0;17.45;15;261.75
10909/41;SANTG;2014-02-26;53.05;Jack's New England Clam Chowder;12 - 12 oz cans;9.65;0;9.65;5;48.25
10910/19;WILMK;2014-02-26;38.11;Teatime Chocolate Biscuits;10 boxes x 12 pieces;9.2;0;9.2;12;110.39999999999999
10910/49;WILMK;2014-02-26;38.11;Maxilaku;24 - 50 g pkgs.;20;0;20;10;200
10910/61;WILMK;2014-02-26;38.11;Sirop d'érable;24 - 500 ml bottles;28.5;0;28.5;5;142.5
10911/1;GODOS;2014-02-26;38.19;Chai;10 boxes x 20 bags;18;0;18;10;180
10911/17;GODOS;2014-02-26;38.19;Alice Mutton;20 - 1 kg tins;39;0;39;12;468
10911/67;GODOS;2014-02-26;38.19;Laughing Lumberjack Lager;24 - 12 oz bottles;14;0;14;15;210
10912/11;HUNGO;2014-02-26;580.91;Queso Cabrales;1 kg pkg.;21;0.25;21;40;840
10912/29;HUNGO;2014-02-26;580.91;Thüringer Rostbratwurst;50 bags x 30 sausgs.;123.79;0.25;123.79;60;7427.400000000001
10913/4;QUEE;2014-02-26;33.05;Chef Anton's Cajun Seasoning;48 - 6 oz jars;22;0.25;22;30;660
10913/33;QUEE;2014-02-26;33.05;Geitost;500 g;2.5;0.25;2.5;40;100
10913/58;QUEE;2014-02-26;33.05;Escargots de Bourgogne;24 pieces;13.25;0;13.25;15;198.75
10914/71;QUEE;2014-02-27;21.19;Flotemysost;10 - 500 g pkgs.;21.5;0;21.5;25;537.5
10915/17;TORTU;2014-02-27;3.51;Alice Mutton;20 - 1 kg tins;39;0;39;10;390
10915/33;TORTU;2014-02-27;3.51;Geitost;500 g;2.5;0;2.5;30;75
10915/54;TORTU;2014-02-27;3.51;Tourtière;16 pies;7.45;0;7.45;10;74.5
10916/16;RANCH;2014-02-27;63.77;Pavlova;32 - 500 g boxes;17.45;0;17.45;6;104.69999999999999
10916/32;RANCH;2014-02-27;63.77;Mascarpone Fabioli;24 - 200 g pkgs.;32;0;32;6;192
10916/57;RANCH;2014-02-27;63.77;Ravioli Angelo;24 - 250 g pkgs.;19.5;0;19.5;20;390
10917/30;ROMEY;2014-03-02;8.29;Nord-Ost Matjeshering;10 - 200 g glasses;25.89;0;25.89;1;25.89
10917/60;ROMEY;2014-03-02;8.29;Camembert Pierrot;15 - 300 g rounds;34;0;34;10;340
10918/1;BOTTM;2014-03-02;48.83;Chai;10 boxes x 20 bags;18;0.25;18;60;1080
10918/60;BOTTM;2014-03-02;48.83;Camembert Pierrot;15 - 300 g rounds;34;0.25;34;25;850
10919/16;LINOD;2014-03-02;19.8;Pavlova;32 - 500 g boxes;17.45;0;17.45;24;418.79999999999995
10919/25;LINOD;2014-03-02;19.8;NuNuCa Nuß-Nougat-Creme;20 - 450 g glasses;14;0;14;24;336
10919/40;LINOD;2014-03-02;19.8;Boston Crab Meat;24 - 4 oz tins;18.4;0;18.4;20;368
10920/50;AROUT;2014-03-03;29.61;Valkoinen suklaa;12 - 100 g bars;16.25;0;16.25;24;390
10921/35;VAFFE;2014-03-03;176.48;Steeleye Stout;24 - 12 oz bottles;18;0;18;10;180
10921/63;VAFFE;2014-03-03;176.48;Vegie-spread;15 - 625 g jars;43.9;0;43.9;40;1756
10922/17;HANAR;2014-03-03;62.74;Alice Mutton;20 - 1 kg tins;39;0;39;15;585
10922/24;HANAR;2014-03-03;62.74;Guaraná Fantástica;12 - 355 ml cans;4.5;0;4.5;35;157.5
10923/42;LAMAI;2014-03-03;68.26;Singaporean Hokkien Fried Mee;32 - 1 kg pkgs.;14;0.2;14;10;140
10923/43;LAMAI;2014-03-03;68.26;Ipoh Coffee;16 - 500 g tins;46;0.2;46;10;460
10923/67;LAMAI;2014-03-03;68.26;Laughing Lumberjack Lager;24 - 12 oz bottles;14;0.2;14;24;336
10924/10;BERGS;2014-03-04;151.52;Ikura;12 - 200 ml jars;31;0.1;31;20;620
10924/28;BERGS;2014-03-04;151.52;Rössle Sauerkraut;25 - 825 g cans;45.6;0.1;45.6;30;1368
10924/75;BERGS;2014-03-04;151.52;Rhönbräu Klosterbier;24 - 0.5 l bottles;7.75;0;7.75;6;46.5
10925/36;HANAR;2014-03-04;2.27;Inlagd Sill;24 - 250 g  jars;19;0.15;19;25;475
10925/52;HANAR;2014-03-04;2.27;Filo Mix;16 - 2 kg boxes;7;0.15;7;12;84
10926/11;ANATR;2014-03-04;39.92;Queso Cabrales;1 kg pkg.;21;0;21;2;42
10926/13;ANATR;2014-03-04;39.92;Konbu;2 kg box;6;0;6;10;60
10926/19;ANATR;2014-03-04;39.92;Teatime Chocolate Biscuits;10 boxes x 12 pieces;9.2;0;9.2;7;64.39999999999999
10926/72;ANATR;2014-03-04;39.92;Mozzarella di Giovanni;24 - 200 g pkgs.;34.8;0;34.8;10;348
10927/20;LACOR;2014-03-05;19.79;Sir Rodney's Marmalade;30 gift boxes;81;0;81;5;405
10927/52;LACOR;2014-03-05;19.79;Filo Mix;16 - 2 kg boxes;7;0;7;5;35
10927/76;LACOR;2014-03-05;19.79;Lakkalikööri;500 ml;18;0;18;20;360
10928/47;GALED;2014-03-05;1.36;Zaanse koeken;10 - 4 oz boxes;9.5;0;9.5;5;47.5
10928/76;GALED;2014-03-05;1.36;Lakkalikööri;500 ml;18;0;18;5;90
10929/21;FRANK;2014-03-05;33.93;Sir Rodney's Scones;24 pkgs. x 4 pieces;10;0;10;60;600
10929/75;FRANK;2014-03-05;33.93;Rhönbräu Klosterbier;24 - 0.5 l bottles;7.75;0;7.75;49;379.75
10929/77;FRANK;2014-03-05;33.93;Original Frankfurter grüne Soße;12 boxes;13;0;13;15;195
10930/21;SUPRD;2014-03-06;15.55;Sir Rodney's Scones;24 pkgs. x 4 pieces;10;0;10;36;360
10930/27;SUPRD;2014-03-06;15.55;Schoggi Schokolade;100 - 100 g pieces;43.9;0;43.9;25;1097.5
10930/55;SUPRD;2014-03-06;15.55;Pâté chinois;24 boxes x 2 pies;24;0.2;24;25;600
10930/58;SUPRD;2014-03-06;15.55;Escargots de Bourgogne;24 pieces;13.25;0.2;13.25;30;397.5
10931/13;RICSU;2014-03-06;13.6;Konbu;2 kg box;6;0.15;6;42;252
10931/57;RICSU;2014-03-06;13.6;Ravioli Angelo;24 - 250 g pkgs.;19.5;0;19.5;30;585
10932/16;BONAP;2014-03-06;134.64;Pavlova;32 - 500 g boxes;17.45;0.1;17.45;30;523.5
10932/62;BONAP;2014-03-06;134.64;Tarte au sucre;48 pies;49.3;0.1;49.3;14;690.1999999999999
10932/72;BONAP;2014-03-06;134.64;Mozzarella di Giovanni;24 - 200 g pkgs.;34.8;0;34.8;16;556.8
10932/75;BONAP;2014-03-06;134.64;Rhönbräu Klosterbier;24 - 0.5 l bottles;7.75;0.1;7.75;20;155
10933/53;ISLAT;2014-03-06;54.15;Perth Pasties;48 pieces;32.8;0;32.8;2;65.6
10933/61;ISLAT;2014-03-06;54.15;Sirop d'érable;24 - 500 ml bottles;28.5;0;28.5;30;855
10934/6;LEHMS;2014-03-09;32.01;Grandma's Boysenberry Spread;12 - 8 oz jars;25;0;25;20;500
10935/1;WELLI;2014-03-09;47.59;Chai;10 boxes x 20 bags;18;0;18;21;378
10935/18;WELLI;2014-03-09;47.59;Carnarvon Tigers;16 kg pkg.;62.5;0.25;62.5;4;250
10935/23;WELLI;2014-03-09;47.59;Tunnbröd;12 - 250 g pkgs.;9;0.25;9;8;72
10936/36;GREAL;2014-03-09;33.68;Inlagd Sill;24 - 250 g  jars;19;0.2;19;30;570
10937/28;CACTU;2014-03-10;31.51;Rössle Sauerkraut;25 - 825 g cans;45.6;0;45.6;8;364.8
10937/34;CACTU;2014-03-10;31.51;Sasquatch Ale;24 - 12 oz bottles;14;0;14;20;280
10938/13;QUICK;2014-03-10;31.89;Konbu;2 kg box;6;0.25;6;20;120
10938/43;QUICK;2014-03-10;31.89;Ipoh Coffee;16 - 500 g tins;46;0.25;46;24;1104
10938/60;QUICK;2014-03-10;31.89;Camembert Pierrot;15 - 300 g rounds;34;0.25;34;49;1666
10938/71;QUICK;2014-03-10;31.89;Flotemysost;10 - 500 g pkgs.;21.5;0.25;21.5;35;752.5
10939/2;MAGAA;2014-03-10;76.33;Chang;24 - 12 oz bottles;19;0.15;19;10;190
10939/67;MAGAA;2014-03-10;76.33;Laughing Lumberjack Lager;24 - 12 oz bottles;14;0.15;14;40;560
10940/7;BONAP;2014-03-11;19.77;Uncle Bob's Organic Dried Pears;12 - 1 lb pkgs.;30;0;30;8;240
10940/13;BONAP;2014-03-11;19.77;Konbu;2 kg box;6;0;6;20;120
10941/31;SAVEA;2014-03-11;400.81;Gorgonzola Telino;12 - 100 g pkgs;12.5;0.25;12.5;44;550
10941/62;SAVEA;2014-03-11;400.81;Tarte au sucre;48 pies;49.3;0.25;49.3;30;1479
10941/68;SAVEA;2014-03-11;400.81;Scottish Longbreads;10 boxes x 8 pieces;12.5;0.25;12.5;80;1000
10941/72;SAVEA;2014-03-11;400.81;Mozzarella di Giovanni;24 - 200 g pkgs.;34.8;0;34.8;50;1739.9999999999998
10942/49;REGGC;2014-03-11;17.95;Maxilaku;24 - 50 g pkgs.;20;0;20;28;560
10943/13;BSBEV;2014-03-11;2.17;Konbu;2 kg box;6;0;6;15;90
10943/22;BSBEV;2014-03-11;2.17;Gustaf's Knäckebröd;24 - 500 g pkgs.;21;0;21;21;441
10943/46;BSBEV;2014-03-11;2.17;Spegesild;4 - 450 g glasses;12;0;12;15;180
10944/11;BOTTM;2014-03-12;52.92;Queso Cabrales;1 kg pkg.;21;0.25;21;5;105
10944/44;BOTTM;2014-03-12;52.92;Gula Malacca;20 - 2 kg bags;19.45;0.25;19.45;18;350.09999999999997
10944/56;BOTTM;2014-03-12;52.92;Gnocchi di nonna Alice;24 - 250 g pkgs.;38;0;38;18;684
10945/13;MORGK;2014-03-12;10.22;Konbu;2 kg box;6;0;6;20;120
10945/31;MORGK;2014-03-12;10.22;Gorgonzola Telino;12 - 100 g pkgs;12.5;0;12.5;10;125
10946/10;VAFFE;2014-03-12;27.2;Ikura;12 - 200 ml jars;31;0;31;25;775
10946/24;VAFFE;2014-03-12;27.2;Guaraná Fantástica;12 - 355 ml cans;4.5;0;4.5;25;112.5
10946/77;VAFFE;2014-03-12;27.2;Original Frankfurter grüne Soße;12 boxes;13;0;13;40;520
10947/59;BSBEV;2014-03-13;3.26;Raclette Courdavault;5 kg pkg.;55;0;55;4;220
10948/50;GODOS;2014-03-13;23.39;Valkoinen suklaa;12 - 100 g bars;16.25;0;16.25;9;146.25
10948/51;GODOS;2014-03-13;23.39;Manjimup Dried Apples;50 - 300 g pkgs.;53;0;53;40;2120
10948/55;GODOS;2014-03-13;23.39;Pâté chinois;24 boxes x 2 pies;24;0;24;4;96
10949/6;BOTTM;2014-03-13;74.44;Grandma's Boysenberry Spread;12 - 8 oz jars;25;0;25;12;300
10949/10;BOTTM;2014-03-13;74.44;Ikura;12 - 200 ml jars;31;0;31;30;930
10949/17;BOTTM;2014-03-13;74.44;Alice Mutton;20 - 1 kg tins;39;0;39;6;234
10949/62;BOTTM;2014-03-13;74.44;Tarte au sucre;48 pies;49.3;0;49.3;60;2958
10950/4;MAGAA;2014-03-16;2.5;Chef Anton's Cajun Seasoning;48 - 6 oz jars;22;0;22;5;110
10951/33;RICSU;2014-03-16;30.85;Geitost;500 g;2.5;0.05;2.5;15;37.5
10951/41;RICSU;2014-03-16;30.85;Jack's New England Clam Chowder;12 - 12 oz cans;9.65;0.05;9.65;6;57.900000000000006
10951/75;RICSU;2014-03-16;30.85;Rhönbräu Klosterbier;24 - 0.5 l bottles;7.75;0.05;7.75;50;387.5
10952/6;ALFKI;2014-03-16;40.42;Grandma's Boysenberry Spread;12 - 8 oz jars;25;0.05;25;16;400
10952/28;ALFKI;2014-03-16;40.42;Rössle Sauerkraut;25 - 825 g cans;45.6;0;45.6;2;91.2
10953/20;AROUT;2014-03-16;23.72;Sir Rodney's Marmalade;30 gift boxes;81;0.05;81;50;4050
10953/31;AROUT;2014-03-16;23.72;Gorgonzola Telino;12 - 100 g pkgs;12.5;0.05;12.5;50;625
10954/16;LINOD;2014-03-17;27.91;Pavlova;32 - 500 g boxes;17.45;0.15;17.45;28;488.59999999999997
10954/31;LINOD;2014-03-17;27.91;Gorgonzola Telino;12 - 100 g pkgs;12.5;0.15;12.5;25;312.5
10954/45;LINOD;2014-03-17;27.91;Rogede sild;1k pkg.;9.5;0;9.5;30;285
10954/60;LINOD;2014-03-17;27.91;Camembert Pierrot;15 - 300 g rounds;34;0.15;34;24;816
10955/75;FOLKO;2014-03-17;3.26;Rhönbräu Klosterbier;24 - 0.5 l bottles;7.75;0.2;7.75;12;93
10956/21;BLAUS;2014-03-17;44.65;Sir Rodney's Scones;24 pkgs. x 4 pieces;10;0;10;12;120
10956/47;BLAUS;2014-03-17;44.65;Zaanse koeken;10 - 4 oz boxes;9.5;0;9.5;14;133
10956/51;BLAUS;2014-03-17;44.65;Manjimup Dried Apples;50 - 300 g pkgs.;53;0;53;8;424
10957/30;HILAA;2014-03-18;105.36;Nord-Ost Matjeshering;10 - 200 g glasses;25.89;0;25.89;30;776.7
10957/35;HILAA;2014-03-18;105.36;Steeleye Stout;24 - 12 oz bottles;18;0;18;40;720
10957/64;HILAA;2014-03-18;105.36;Wimmers gute Semmelknödel;20 bags x 4 pieces;33.25;0;33.25;8;266
10958/5;OCEA;2014-03-18;49.56;Chef Anton's Gumbo Mix;36 boxes;21.35;0;21.35;20;427
10958/7;OCEA;2014-03-18;49.56;Uncle Bob's Organic Dried Pears;12 - 1 lb pkgs.;30;0;30;6;180
10958/72;OCEA;2014-03-18;49.56;Mozzarella di Giovanni;24 - 200 g pkgs.;34.8;0;34.8;5;174
10959/75;GOURL;2014-03-18;4.98;Rhönbräu Klosterbier;24 - 0.5 l bottles;7.75;0.15;7.75;20;155
10960/24;HILAA;2014-03-19;2.08;Guaraná Fantástica;12 - 355 ml cans;4.5;0.25;4.5;10;45
10960/41;HILAA;2014-03-19;2.08;Jack's New England Clam Chowder;12 - 12 oz cans;9.65;0;9.65;24;231.60000000000002
10961/52;QUEE;2014-03-19;104.47;Filo Mix;16 - 2 kg boxes;7;0.05;7;6;42
10961/76;QUEE;2014-03-19;104.47;Lakkalikööri;500 ml;18;0;18;60;1080
10962/7;QUICK;2014-03-19;275.79;Uncle Bob's Organic Dried Pears;12 - 1 lb pkgs.;30;0;30;45;1350
10962/13;QUICK;2014-03-19;275.79;Konbu;2 kg box;6;0;6;77;462
10962/53;QUICK;2014-03-19;275.79;Perth Pasties;48 pieces;32.8;0;32.8;20;656
10962/69;QUICK;2014-03-19;275.79;Gudbrandsdalsost;10 kg pkg.;36;0;36;9;324
10962/76;QUICK;2014-03-19;275.79;Lakkalikööri;500 ml;18;0;18;44;792
10963/60;FURIB;2014-03-19;2.7;Camembert Pierrot;15 - 300 g rounds;34;0.15;34;2;68
10964/18;SPECD;2014-03-20;87.38;Carnarvon Tigers;16 kg pkg.;62.5;0;62.5;6;375
10964/38;SPECD;2014-03-20;87.38;Côte de Blaye;12 - 75 cl bottles;263.5;0;263.5;5;1317.5
10964/69;SPECD;2014-03-20;87.38;Gudbrandsdalsost;10 kg pkg.;36;0;36;10;360
10965/51;OLDWO;2014-03-20;144.38;Manjimup Dried Apples;50 - 300 g pkgs.;53;0;53;16;848
10966/37;CHOPS;2014-03-20;27.19;Gravad lax;12 - 500 g pkgs.;26;0;26;8;208
10966/56;CHOPS;2014-03-20;27.19;Gnocchi di nonna Alice;24 - 250 g pkgs.;38;0.15;38;12;456
10966/62;CHOPS;2014-03-20;27.19;Tarte au sucre;48 pies;49.3;0.15;49.3;12;591.5999999999999
10967/19;TOMSP;2014-03-23;62.22;Teatime Chocolate Biscuits;10 boxes x 12 pieces;9.2;0;9.2;12;110.39999999999999
10967/49;TOMSP;2014-03-23;62.22;Maxilaku;24 - 50 g pkgs.;20;0;20;40;800
10968/12;ERNSH;2014-03-23;74.6;Queso Manchego La Pastora;10 - 500 g pkgs.;38;0;38;30;1140
10968/24;ERNSH;2014-03-23;74.6;Guaraná Fantástica;12 - 355 ml cans;4.5;0;4.5;30;135
10968/64;ERNSH;2014-03-23;74.6;Wimmers gute Semmelknödel;20 bags x 4 pieces;33.25;0;33.25;4;133
10969/46;COMMI;2014-03-23;0.21;Spegesild;4 - 450 g glasses;12;0;12;9;108
10970/52;BOLID;2014-03-24;16.16;Filo Mix;16 - 2 kg boxes;7;0.2;7;40;280
