"phytohub_id"	"compound_name"	"is_a_precursor"	"is_a_metabolite"	"exact_mass"	"molecular_formula"	"smiles"	"inchikey"
"PHUB001410"	"Curcumin sulfate"	0	1	448.0828033980	"C21H20O9S"	"COC1=CC(\\C=C\\C(=O)CC(=O)\\C=C\\C2=CC=C(OS(O)(=O)=O)C(OC)=C2)=CC=C1O"	NULL
"PHUB001411"	"trans-Resveratrol 3-O-glucuronide"	0	1	404.1107322380	"C20H20O9"	"O[C@H]1[C@H](OC2=CC(\\C=C\\C3=CC=C(O)C=C3)=CC(O)=C2)O[C@@H]([C@@H](O)[C@@H]1O)C(O)=O"	NULL
"PHUB001412"	"trans-Resveratrol 3-O-sulfate"	0	1	308.0354588060	"C14H12O6S"	"OC1=CC=C(\\C=C\\C2=CC(O)=CC(OS(O)(=O)=O)=C2)C=C1"	NULL
"PHUB001413"	"Dihydro-resveratrol-3-O-glucuronide"	0	1	406.1263822880	"C20H22O9"	"OC1C(O)C(OC2=CC(CCC3=CC=C(O)C=C3)=CC(O)=C2)OC(C1O)C(O)=O"	NULL
"PHUB001414"	"Dihydro-resveratrol-3-O-sulfate"	0	1	310.0511093450	"C14H14O6S"	"OC1=CC=C(CCC2=CC(O)=CC(OS(O)(=O)=O)=C2)C=C1"	NULL
"PHUB001416"	"Pyrogallol-2-O-sulfate"	0	1	205.9885086140	"C6H6O6S"	"OC1=CC=CC(O)=C1OS(O)(=O)=O"	NULL
"PHUB001417"	"Capsaicin"	1	0	305.1990937350	"C18H27NO3"	"COC1=C(O)C=CC(CNC(=O)CCCC\\C=C\\C(C)C)=C1"	NULL
"PHUB001418"	"Delphinidin"	1	0	303.0504777060	"C15H11O7"	"OC1=CC(O)=C2C=C(O)C(=[O+]C2=C1)C1=CC(O)=C(O)C(O)=C1"	NULL
"PHUB001419"	"Petunidin"	1	1	317.0661277700	"C16H13O7"	"COC1=C(O)C(O)=CC(=C1)C1=[O+]C2=C(C=C1O)C(O)=CC(O)=C2"	NULL
"PHUB001420"	"Malvidin-3-O-glucoside"	1	0	493.1346012640	"C23H25O12"	"COC1=CC(=CC(OC)=C1O)C1=[O+]C2=C(C=C1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)C(O)=CC(O)=C2"	NULL
"PHUB001421"	"Mangiferin"	1	0	422.0849114000	"C19H18O11"	"[H][C@]1(CO)O[C@@]([H])(C2=C(O)C3=C(OC4=C(C=C(O)C(O)=C4)C3=O)C=C2O)[C@]([H])(O)[C@@]([H])(O)[C@]1([H])O"	NULL
"PHUB001422"	"Isomangiferin"	1	0	422.0849114000	"C19H18O11"	"OC[C@H]1O[C@H]([C@H](O)[C@@H](O)[C@@H]1O)C1=C(O)C=C(O)C2=C1OC1=CC(O)=C(O)C=C1C2=O"	NULL
"PHUB001423"	"Homomangiferin"	1	0	436.1005614640	"C20H20O11"	"COC1=CC2=C(C(O)=C1C1OC(CO)[C@@H](O)[C@H](O)[C@H]1O)C(=O)C1=C(O2)C=C(O)C(O)=C1"	NULL
"PHUB001424"	"m-Trigallic acid"	1	0	474.0434405340	"C21H14O13"	"OC(=O)C1=CC(O)=C(O)C(OC(=O)C2=CC(O)=C(O)C(OC(=O)C3=CC(O)=C(O)C(O)=C3)=C2)=C1"	NULL
"PHUB001425"	"Glucogallin"	1	0	332.0743467320	"C13H16O10"	"OC[C@H]1O[C@@H](OC(=O)C2=CC(O)=C(O)C(O)=C2)[C@H](O)[C@@H](O)[C@@H]1O"	NULL
"PHUB001426"	"Myricetin 3-O-glucuronide"	0	1	494.0696552840	"C21H18O14"	"O[C@@H]1[C@@H](O)[C@H](OC2=C(OC3=CC(O)=CC(O)=C3C2=O)C2=CC(O)=C(O)C(O)=C2)O[C@@H]([C@H]1O)C(O)=O"	NULL
"PHUB001427"	"Myricetin 5-O-glucuronide"	0	1	494.0696552600	"C21H18O14"	"O[C@@H]1[C@@H](O)[C@H](OC2=C3C(OC(=C(O)C3=O)C3=CC(O)=C(O)C(O)=C3)=CC(O)=C2)O[C@@H]([C@H]1O)C(O)=O"	NULL
"PHUB001428"	"Myricetin 7-O-glucuronide"	0	1	494.0696552600	"C21H18O14"	"O[C@@H]1[C@@H](O)[C@H](OC2=CC(O)=C3C(OC(=C(O)C3=O)C3=CC(O)=C(O)C(O)=C3)=C2)O[C@@H]([C@H]1O)C(O)=O"	NULL
"PHUB001430"	"Sinapic acid O-glucuronide"	0	1	400.1005614820	"C17H20O11"	"COC1=CC(\\C=C\\C(=O)O[C@@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)C(O)=O)=CC(OC)=C1O"	NULL
"PHUB001431"	"Sinapic acid-O-sulfate"	0	1	304.0252880500	"C11H12O8S"	"COC1=CC(\\C=C\\C(=O)OS(O)(=O)=O)=CC(OC)=C1O"	NULL
"PHUB001432"	"Isoferulic acid-3'-O-glucuronide"	0	1	370.0899967960	"C16H18O10"	"COC1=C(O[C@@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)C(O)=O)C=C(\\C=C\\C(O)=O)C=C1"	NULL
"PHUB001433"	"Dihydroisoferulic acid"	0	1	196.0735588660	"C10H12O4"	"COC1=CC=C(CCC(O)=O)C=C1O"	NULL
"PHUB001434"	"Dihydroisoferulic acid-3'-O-glucuronide"	0	1	358.0899967800	"C15H18O10"	"OC1C(O)C(OC2=C(O)C=CC(CCC(O)=O)=C2)OC(C1O)C(O)=O"	NULL
"PHUB001435"	"Dihydroferulic acid-4'-O-glucuronide"	0	1	372.1056468600	"C16H20O10"	"COC1=C(O[C@@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)C(O)=O)C=CC(CCC(O)=O)=C1"	NULL
"PHUB001436"	"Dihydroferulic acid-4'-sulfate"	0	1	276.0303734280	"C10H12O7S"	"COC1=C(OS(O)(=O)=O)C=CC(CCC(O)=O)=C1"	NULL
"PHUB001438"	"4-Methylumbelliferone glucuronide"	0	1	352.0794320950	"C16H16O9"	"CC1=CC(=O)OC2=C1C=CC(O[C@@H]1O[C@@H]([C@@H](O)[C@H](O)[C@H]1O)C(O)=O)=C2"	NULL
"PHUB001439"	"4-Methylumbelliferone sulfate"	0	1	256.0041591520	"C10H8O6S"	"CC1=CC(=O)OC2=C1C=CC(OS(O)(=O)=O)=C2"	NULL
"PHUB001440"	"Homovanillyl alcohol"	1	0	168.0786442500	"C9H12O3"	"COC1=C(O)C=CC(CCO)=C1"	NULL
"PHUB001443"	"Syringic acid-4-O-glucuronide"	0	1	374.0849114000	"C15H18O11"	"COC1=CC(=CC(OC)=C1O[C@@H]1O[C@@H]([C@@H](O)[C@H](O)[C@H]1O)C(O)=O)C(O)=O"	NULL
"PHUB001445"	"Dihydrocapsaicin"	1	0	307.2147437990	"C18H29NO3"	"COC1=C(O)C=CC(CNC(=O)CCCCCCC(C)C)=C1"	NULL
"PHUB001446"	"Homocapsaicin"	1	0	319.2147437990	"C19H29NO3"	"COC1=CC(CNC(=O)CCCCC\\C=C\\C(C)C)=CC=C1O"	NULL
"PHUB001449"	"Amygdalin"	1	0	457.1584107110	"C20H27NO11"	"[H]C(O[C@]1([H])O[C@]([H])(CO[C@]2([H])O[C@]([H])(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]2([H])O)[C@@]([H])(O)[C@]([H])(O)[C@@]1([H])O)(C#N)C1=CC=CC=C1"	NULL
"PHUB001450"	"Linamarin"	1	0	247.1055872810	"C10H17NO6"	"[H][C@]1(O)[C@]([H])(O)[C@@]([H])(CO)O[C@@]([H])(OC(C)(C)C#N)[C@]1([H])O"	NULL
"PHUB001451"	"Hesperalin"	1	0	268.1548831970	"C14H22NO4"	"COC1=C(OC)C=C(C=C1)C(=O)OCC[N+](C)(C)C"	NULL
"PHUB001452"	"4-Hydroxybenzoylcholine"	1	0	224.1286684470	"C12H18NO3"	"C[N+](C)(C)CCOC(O)=C1C=CC(=O)C=C1"	NULL
"PHUB001453"	"Quercetin 3-arabinoside"	1	0	434.0849114000	"C20H18O11"	"O[C@H]1COC(OC2=C(OC3=C(C(O)=CC(O)=C3)C2=O)C2=CC=C(O)C(O)=C2)[C@H](O)[C@H]1O"	NULL
"PHUB001454"	"Quercetin 3-galactoside"	1	0	464.0954761040	"C21H20O12"	"OC[C@H]1O[C@@H](OC2=C(OC3=C(C(O)=CC(O)=C3)C2=O)C2=CC(O)=C(O)C=C2)[C@H](O)[C@@H](O)[C@H]1O"	NULL
"PHUB001455"	"Malvidin"	0	1	331.0817778340	"C17H15O7"	"COC1=CC(=CC(OC)=C1O)C1=[O+]C2=C(C=C1O)C(O)=CC(O)=C2"	NULL
"PHUB001456"	"Phloretin 2'-xyloglucoside"	1	0	568.1792057320	"C26H32O14"	"OC[C@H]1O[C@@H](O[C@@H]2[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]2OC2=C(C(=O)CCC3=CC=C(O)C=C3)C(O)=CC(O)=C2)[C@H](O)[C@H]1O"	NULL
"PHUB001457"	"beta-ionone"	1	0	192.1514152620	"C13H20O"	"CC(=O)\\C=C\\C1=C(C)CCCC1(C)C"	NULL
"PHUB001458"	"Prunasin"	1	0	295.1055872810	"C14H17NO6"	"OC[C@H]1O[C@@H](OC(C#N)C2=CC=CC=C2)[C@H](O)[C@@H](O)[C@@H]1O"	NULL
"PHUB001459"	"delta-5,24-Stigmastadienol"	1	0	412.3705161580	"C29H48O"	"CCC(CC[C@@H](C)C1CCC2C3CC=C4C[C@@H](O)CC[C@]4(C)C3CC[C@]12C)=C(C)C"	NULL
"PHUB001460"	"Linustatin"	1	0	409.1584106930	"C16H27NO11"	"CC(C)(O[C@@H]1O[C@H](CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O)C#N"	NULL
"PHUB001461"	"Lotaustralin"	1	0	261.1212373450	"C11H19NO6"	"[H][C@]1(O)[C@]([H])(O)[C@@]([H])(CO)O[C@@]([H])(O[C@](C)(CC)C#N)[C@]1([H])O"	NULL
"PHUB001462"	"Neolinustatin"	1	0	423.1740607580	"C17H29NO11"	"CC[C@@](C)(O[C@@H]1O[C@H](CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O)C#N"	NULL
"PHUB001463"	"alpha-Chaconine"	1	0	851.5031060490	"C45H73NO14"	"C[C@@H]1[C@H]2CC[C@H](C)CN2[C@H]2C[C@H]3[C@@H]4CC=C5C[C@H](CC[C@]5(C)[C@H]4CC[C@]3(C)[C@@H]12)O[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@@H](C)[C@H](O)[C@@H](O)[C@H]2O)[C@H](O)[C@H]1O[C@@H]1O[C@@H](C)[C@H](O)[C@@H](O)[C@H]1O"	NULL
"PHUB001464"	"13-Hydroxylupanine"	1	0	264.1837780210	"C15H24N2O2"	"[H][C@]12CCCC(=O)N1C[C@H]1C[C@@H]2CN2CC[C@H](O)C[C@]12[H]"	NULL
"PHUB001465"	"lupanine"	1	0	248.1888634010	"C15H24N2O"	"[H][C@]12CN3C(=O)CCC[C@]3([H])[C@]([H])(CN3CCCC[C@@]13[H])C2"	NULL
"PHUB001467"	"lupinine"	1	0	169.1466642360	"C10H19NO"	"[H][C@]12CCCCN1CCC[C@H]2CO"	NULL
"PHUB001468"	"Multiflorine"	1	0	246.1732133360	"C15H22N2O"	"[H][C@@]12CCCCN1C[C@H]1C[C@H]2CN2C=CC(=O)C[C@]12[H]"	NULL
"PHUB001469"	"Sparteine"	1	0	234.2095988450	"C15H26N2"	"[H][C@]12CN3CCCC[C@@]3([H])[C@]([H])(CN3CCCC[C@]13[H])C2"	NULL
"PHUB001470"	"Alanine-betaxanthin"	1	0	282.0851861790	"C12H14N2O6"	"CC(\\N=C/C=C1\\C[C@H](NC(=C1)C(O)=O)C(O)=O)C(O)=O"	NULL
"PHUB001471"	"Proline-isobetaxanthin"	1	0	308.1008362430	"C14H16N2O6"	"OC(=O)[C@H]1C\\C(=C/C=[N+]2/CCC[C@H]2C([O-])=O)C=C(N1)C(O)=O"	NULL
"PHUB001472"	"Dopa-betaxanthin"	1	0	390.1063155480	"C18H18N2O8"	"OC(=O)C(CC1=CC(O)=C(O)C=C1)\\N=C/C=C1\\C[C@H](NC(=C1)C(O)=O)C(O)=O"	NULL
"PHUB001473"	"Serine-betaxanthin"	1	0	298.0801007990	"C12H14N2O7"	"OCC(\\N=C/C=C1\\CC(NC(=C1)C(O)=O)C(O)=O)C(O)=O"	NULL
"PHUB001474"	"2-Pentanone"	1	0	86.0731649420	"C5H10O"	"CCCC(C)=O"	NULL
"PHUB001475"	"5-Hydroxyindole acetic acid"	0	1	191.0582431590	"C10H9NO3"	"OC(=O)CC1=CNC2=CC=C(O)C=C12"	NULL
"PHUB001476"	"Gomphrenin III"	1	0	726.1908330230	"C34H34N2O16"	"COC1=CC(\\C=C\\C(=O)OC[C@H]2O[C@@H](OC3=CC4=C(C[C@@H](C([O-])=O)\\[N+]4=C/C=C4\\C[C@H](NC(=C4)C(O)=O)C(O)=O)C=C3O)[C@H](O)[C@@H](O)[C@@H]2O)=CC=C1O"	NULL
"PHUB001477"	"Gomphrenin II"	1	0	696.1802683380	"C33H32N2O15"	"O[C@H]1[C@H](O)[C@@H](COC(=O)\\C=C\\C2=CC=C(O)C=C2)O[C@@H](OC2=C(O)C=C3C[C@@H](C([O-])=O)\\[N+](=C/C=C4\\C[C@H](NC(=C4)C(O)=O)C(O)=O)C3=C2)[C@@H]1O"	NULL
"PHUB001478"	"Isogomphrenin II"	1	0	696.1802683380	"C33H32N2O15"	"O[C@H]1[C@H](O)[C@@H](COC(=O)\\C=C\\C2=CC=C(O)C=C2)O[C@@H](OC2=C(O)C=C3C[C@@H](C([O-])=O)\\[N+](=C/C=C4\\C[C@@H](NC(=C4)C(O)=O)C(O)=O)C3=C2)[C@@H]1O"	NULL
"PHUB001479"	"Isogomphrenin III"	1	0	726.1908330230	"C34H34N2O16"	"COC1=CC(\\C=C\\C(=O)OC[C@H]2O[C@@H](OC3=CC4=C(C[C@@H](C([O-])=O)\\[N+]4=C/C=C4\\C[C@@H](NC(=C4)C(O)=O)C(O)=O)C=C3O)[C@H](O)[C@@H](O)[C@@H]2O)=CC=C1O"	NULL
"PHUB001480"	"Adenine"	1	0	135.0544951850	"C5H5N5"	"NC1=C2NC=NC2=NC=N1"	NULL
"PHUB001481"	"resveratrol-3-O-glucuronide"	0	1	404.1107322240	"C20H20O9"	"OC1C(OC2=CC(\\C=C\\C3=CC=C(O)C=C3)=CC(O)=C2)OC(C(O)C1O)C(O)=O"	NULL
"PHUB001482"	"trans-resveratrol-5-O-glucuronide"	0	1	404.1107322240	"C20H20O9"	"OC1OC(C(O)C(O)C1OC1=CC(\\C=C\\C2=CC=C(O)C=C2)=CC(O)=C1)C(O)=O"	NULL
"PHUB001483"	"trans-Resveratrol-4′-O-glucuronide"	0	1	404.1107322240	"C20H20O9"	"OC1C(OC2=CC=C(\\C=C\\C3=CC(O)=CC(O)=C3)C=C2)OC(C(O)C1O)C(O)=O"	NULL
"PHUB001484"	"resveratrol-4′-O-sulfate"	0	1	308.0354588060	"C14H12O6S"	"OC1=CC(\\C=C\\C2=CC=C(OS(O)(=O)=O)C=C2)=CC(O)=C1"	NULL
"PHUB001485"	"resveratrol sulfoglucuronide"	0	1	484.0680000000	"C20H20O12S"	NULL	NULL
"PHUB001486"	"trans-Resveratrol-3,5-disulfate"	0	1	387.9922733620	"C14H12O9S2"	"OC1=CC=C(\\C=C\\C2=CC(OS(O)(=O)=O)=CC(OS(O)(=O)=O)=C2)C=C1"	NULL
"PHUB001487"	"trans-Resveratrol-3,4′-disulfate"	0	1	387.9922733620	"C14H12O9S2"	"OC1=CC(OS(O)(=O)=O)=CC(\\C=C\\C2=CC=C(OS(O)(=O)=O)C=C2)=C1"	NULL
"PHUB001488"	"trans-Resveratrol-3,4′,5-trisulfate"	0	1	467.9490893480	"C14H12O12S3"	"OS(=O)(=O)OC1=CC=C(\\C=C\\C2=CC(OS(O)(=O)=O)=CC(OS(O)(=O)=O)=C2)C=C1"	NULL
"PHUB001489"	"Dihydro-resveratrol-trisulfate"	0	1	469.9650000000	"C14H14O12S3"	NULL	NULL
"PHUB001490"	"Resveratrol ribosyl sulfate"	0	1	440.0780000000	"C19H20O10S"	NULL	NULL
"PHUB001491"	"Dihydro-resveratrol-3,5-diglucuronide"	0	1	582.1584702660	"C26H30O15"	"OC1OC(C(O)C(OC2=CC(OC3OC(C(O)C(O)C3O)C(O)=O)=CC(CCC3=CC=C(O)C=C3)=C2)C1O)C(O)=O"	NULL
"PHUB001492"	"Dihydro-resveratrol-sulfoglucuronide"	0	1	486.0830000000	"C20H22O12S"	NULL	NULL
"PHUB001493"	"5-methoxyresveratrol-3-O-β-glucoside"	0	1	404.1471177330	"C21H24O8"	"COC1=CC(OC2OC(CO)C(O)C(O)C2O)=CC(\\C=C\\C2=CC=C(O)C=C2)=C1"	NULL
"PHUB001494"	"5-methoxyresveratrol-3-O-sulphate"	0	1	322.0511093450	"C15H14O6S"	"COC1=CC(OS(O)(=O)=O)=CC(\\C=C\\C2=CC=C(O)C=C2)=C1"	NULL
"PHUB001495"	"Dihydro-resveratrol-disulfate"	0	1	390.0079243790	"C14H14O9S2"	"OC1=CC=C(CCC2=CC(OS(O)(=O)=O)=CC(OS(O)(=O)=O)=C2)C=C1"	NULL
"PHUB001496"	"Resveratrol-glucoside-phosphate-glycerol"	0	1	544.1345779920	"C23H29O13P"	"[H]C(O)(CO)COP(O)(=O)OC[C@@]1([H])OC(OC2=CC=C(\\C=C\\C3=CC(O)=CC(O)=C3)C=C2)[C@H](O)[C@@H](O)[C@@H]1O"	NULL
"PHUB001497"	"Piceid-glucuronide"	0	1	566.1640000000	"C26H30O14"	NULL	NULL
"PHUB001498"	"Piceid-sulfate"	0	1	470.0880000000	"C20H22O11S"	NULL	NULL
"PHUB001499"	"resveratrol-glucoside-phosphate"	0	1	470.0977985590	"C20H23O11P"	"OC1C(COP(O)(O)=O)OC(OC2=CC=C(\\C=C\\C3=CC(O)=CC(O)=C3)C=C2)C(O)C1O"	NULL
"PHUB001500"	"Lunularine"	0	1	214.0993796910	"C14H14O2"	"OC1=CC=C(CCC2=CC=CC(O)=C2)C=C1"	NULL
"PHUB001501"	"3,4'-dihydroxy-trans-stilbene"	0	1	212.0837296260	"C14H12O2"	"OC1=CC=C(\\C=C\\C2=CC=CC(O)=C2)C=C1"	NULL
"PHUB001502"	"cis-Resveratrol-3-sulfate"	0	1	308.0354588060	"C14H12O6S"	"OC1=CC=C(\\C=C/C2=CC(OS(O)(=O)=O)=CC(O)=C2)C=C1"	NULL
"PHUB001503"	"cis-Resveratrol-4'-sulfate"	0	1	308.0354588060	"C14H12O6S"	"OC1=CC(\\C=C/C2=CC=C(OS(O)(=O)=O)C=C2)=CC(O)=C1"	NULL
"PHUB001504"	"cis-Resveratrol-3-O-glucuronide"	0	1	404.1107322240	"C20H20O9"	"OC1C(OC2=CC(\\C=C/C3=CC=C(O)C=C3)=CC(O)=C2)OC(C(O)C1O)C(O)=O"	NULL
"PHUB001505"	"cis-Resveratrol-4'-O-glucuronide"	0	1	404.1107322240	"C20H20O9"	"OC1C(OC2=CC=C(\\C=C/C3=CC(O)=CC(O)=C3)C=C2)OC(C(O)C1O)C(O)=O"	NULL
"PHUB001506"	"Resveratroloside"	0	1	390.1314676680	"C20H22O8"	"OCC1OC(O)C(O)C(OC2=CC=C(\\C=C\\C3=CC(O)=CC(O)=C3)C=C2)C1O"	NULL
"PHUB001508"	"Piceatannol-diglucuronide"	0	1	596.1377000000	"C26H28O16"	NULL	NULL
"PHUB001509"	"Piceatannol-glucuronide"	0	1	420.1056000000	"C20H20O10"	NULL	NULL
"PHUB001511"	"O-methyl piceatannol-monoglucuronide"	0	1	434.1213000000	"C21H22O10"	NULL	NULL
"PHUB001512"	"O-methyl piceatannol-monosulfate"	0	1	338.0460000000	"C15H14O7S"	NULL	NULL
"PHUB001513"	"piceatannol-disulfate"	0	1	403.9872000000	"C14H12O10S2	"	NULL	NULL
"PHUB001514"	"Pterostilbene-glucuronide"	0	1	432.1420323530	"C22H24O9"	"COC1=CC(\\C=C\\C2=CC=C(OC3OC(C(O)C(O)C3O)C(O)=O)C=C2)=CC(OC)=C1"	NULL
"PHUB001515"	"Pterostilbene sulfate"	0	1	336.0667594090	"C16H16O6S"	"COC1=CC(\\C=C\\C2=CC=C(OS(O)(=O)=O)C=C2)=CC(OC)=C1"	NULL
"PHUB001516"	"Mono-demethylated pterostilbene"	0	1	242.0942943110	"C15H14O3"	"COC1=CC(\\C=C\\C2=CC=C(O)C=C2)=CC(O)=C1"	NULL
"PHUB001517"	"Mono-demethylated pterostilbene glucuronide"	0	1	418.1263822880	"C21H22O9"	"COC1=CC(\\C=C\\C2=CC=C(OC3OC(C(O)C(O)C3O)C(O)=O)C=C2)=CC(O)=C1"	NULL
"PHUB001518"	"Mono-demethylated pterostilbene sulfate"	0	1	322.0511093450	"C15H14O6S"	"COC1=CC(\\C=C\\C2=CC=C(OS(O)(=O)=O)C=C2)=CC(O)=C1"	NULL
"PHUB001519"	"Mono-hydroxylated pterostilbene"	0	1	272.1048589950	"C16H16O4"	"COC1=CC(\\C=C\\C2=CC(O)=C(O)C=C2)=CC(OC)=C1"	NULL
"PHUB001520"	"Mono-hydroxylated pterostilbene glucuronide"	0	1	448.1369469730	"C22H24O10"	"COC1=CC(\\C=C\\C2=CC(O)=C(OC3OC(C(O)C(O)C3O)C(O)=O)C=C2)=CC(OC)=C1"	NULL
"PHUB001521"	"Mono-hydroxylated pterostilbene sulfate"	0	1	352.0616740290	"C16H16O7S"	"COC1=CC(\\C=C\\C2=CC(O)=C(OS(O)(=O)=O)C=C2)=CC(OC)=C1"	NULL
"PHUB001522"	"Mono-hydroxylated pterostilbene glucuronide sulfate"	0	1	528.0938000000	"C22H24O13S"	NULL	NULL
"PHUB001523"	"Pinostilbene"	0	1	242.0942943110	"C15H14O3"	"COC1=CC(\\C=C\\C2=CC=C(O)C=C2)=CC(O)=C1"	NULL
"PHUB001524"	"Hexanal"	1	0	100.0888150060	"C6H12O"	"CCCCCC=O"	NULL
"PHUB001525"	"Isoamyl acetate"	1	0	130.0993796920	"C7H14O2"	"CC(C)CCOC(C)=O"	NULL
"PHUB001526"	"Isoamyl isobutyrate"	1	0	158.1306798200	"C9H18O2"	"CC(C)CCOC(=O)C(C)C"	NULL
"PHUB001527"	"Butyl butyrate"	1	0	144.1150297560	"C8H16O2"	"CCCCOC(=O)CCC"	NULL
"PHUB001528"	"Butyl acetate"	1	0	116.0837296280	"C6H12O2"	"CCCCOC(C)=O"	NULL
"PHUB001530"	"trans-Resveratrol-2-C-β-D-/4'-O-β-D-diglucuronide"	0	1	580.1428202020	"C26H28O15"	"OC1C(OC2=CC=C(\\C=C\\C3=C(C4OC(C(O)C(O)C4O)C(O)=O)C(O)=CC(O)=C3)C=C2)OC(C(O)C1O)C(O)=O"	NULL
"PHUB001531"	"trans-Resveratrol-2-C-β-D-/4-O-β-D-diglucuronide"	0	1	580.1428202020	"C26H28O15"	"OC1C(OC2=CC(O)=C(C3OC(C(O)C(O)C3O)C(O)=O)C(\\C=C\\C3=CC=C(O)C=C3)=C2)OC(C(O)C1O)C(O)=O"	NULL
"PHUB001532"	"dihydro-piceid"	0	1	392.1471177330	"C20H24O8"	"OCC1OC(OC2=CC(CCC3=CC=C(O)C=C3)=CC(O)=C2)C(O)C(O)C1O"	NULL
"PHUB001533"	"resveratrol-sulfate"	0	1	308.0355000000	"C14H12O6S	"	NULL	NULL
"PHUB001534"	"Dihydro-resveratrol sulfate"	0	1	310.0511000000	"C14H14O6S	"	NULL	NULL
"PHUB001535"	"Dihydro-resveratrol-glucuronide"	0	1	406.1264000000	"C20H22O9		"	NULL	NULL
"PHUB001536"	"trans-deoxyrhapontigenin-3-O-β-d-glucuronide"	0	1	418.1263822880	"C21H22O9"	"COC1=CC=C(\\C=C\\C2=CC(OC3OC(C(O)C(O)C3O)C(O)=O)=CC(O)=C2)C=C1"	NULL
"PHUB001537"	"trans-deoxyrhapontin-5-O-β-d-glucuronide"	0	1	580.1792057100	"C27H32O14"	"COC1=CC=C(\\C=C\\C2=CC(OC3OC(CO)C(O)C(O)C3O)=CC(OC3OC(C(O)C(O)C3O)C(O)=O)=C2)C=C1"	NULL
"PHUB001538"	"trans-rhapontigenin-3'-O-β-d-glucuronide"	0	1	434.1212969080	"C21H22O10"	"COC1=CC=C(\\C=C\\C2=CC(O)=CC(O)=C2)C=C1OC1OC(C(O)C(O)C1O)C(O)=O"	NULL
"PHUB001539"	"rhapontin-3'-glucuronide"	0	1	596.1741203300	"C27H32O15"	"COC1=CC=C(\\C=C\\C2=CC(O)=CC(OC3OC(CO)C(O)C(O)C3O)=C2)C=C1OC1OC(C(O)C(O)C1O)C(O)=O"	NULL
"PHUB001540"	"rhapontigenin glucuronide"	0	1	434.1213000000	"C21H22O10	"	NULL	NULL
"PHUB001541"	"piceatannol-sulfate"	0	1	324.0304000000	"C14H12O7S		"	NULL	NULL
"PHUB001542"	"Deoxyrhapontin"	1	0	404.1471177330	"C21H24O8"	"COC1=CC=C(\\C=C\\C2=CC(O)=CC(OC3OC(CO)C(O)C(O)C3O)=C2)C=C1"	NULL
"PHUB001543"	"rhapontin"	1	0	420.1420323530	"C21H24O9"	"COC1=C(O)C=C(\\C=C\\C2=CC(OC3OC(CO)C(O)C(O)C3O)=CC(O)=C2)C=C1"	NULL
"PHUB001544"	"trans-resveratrol-4'-O-β-sulfate"	0	1	308.0354588060	"C14H12O6S"	"OC1=CC(\\C=C\\C2=CC=C(OS(O)(=O)=O)C=C2)=CC(O)=C1"	NULL
"PHUB001545"	"Resveratrol disulfate"	0	1	387.9920000000	"C14H12O9S2"	NULL	NULL
"PHUB001546"	"resveratrol glucuronide"	0	1	404.1110000000	"C20H20O9	"	NULL	NULL
"PHUB001547"	"resveratrol sulfate"	0	1	308.0350000000	"C14H12O6S		"	NULL	NULL
"PHUB001548"	"Pinosylvin-glucuronide"	0	1	388.1158000000	"C20H20O8		"	NULL	NULL
"PHUB001549"	"Mulberroside A"	1	0	568.1792057100	"C26H32O14"	"OCC1OC(OC2=CC(O)=C(\\C=C\\C3=CC(O)=CC(OC4OC(CO)C(O)C(O)C4O)=C3)C=C2)C(O)C(O)C1O"	NULL
"PHUB001550"	"Oxyresveratrol-4-O-β-D-glucoside"	0	1	406.1263822880	"C20H22O9"	"OCC1OC(OC2=CC(O)=C(\\C=C\\C3=CC(O)=CC(O)=C3)C=C2)C(O)C(O)C1O"	NULL
"PHUB001551"	"Oxyresveratrol 3′-O-β-D-glucoside"	0	1	406.1263822880	"C20H22O9"	"OCC1OC(OC2=CC(O)=CC(\\C=C\\C3=C(O)C=C(O)C=C3)=C2)C(O)C(O)C1O"	NULL
"PHUB001552"	"Oxyresveratrol-suplhate"	0	1	324.0304000000	"C14H12O7S 	"	NULL	NULL
"PHUB001553"	"Oxyresveratrol-glucuronide"	0	1	420.1056000000	"C20H20O10	 "	NULL	NULL
"PHUB001554"	"Oxyresveratrol-2-O-β-D-glucuronosyl"	0	1	420.1056468440	"C20H20O10"	"OC1C(OC2=C(\\C=C\\C3=CC(O)=CC(O)=C3)C=CC(O)=C2)OC(C(O)C1O)C(O)=O"	NULL
"PHUB001555"	"ε-viniferin glucuronide"	0	1	630.1737264060	"C34H30O12"	"OC1C(OC2=CC=C(C=C2)C2OC3=C(C2C2=CC(O)=CC(O)=C2)C(\\C=C\\C2=CC=C(O)C=C2)=CC(O)=C3)OC(C(O)C1O)C(O)=O"	NULL
